stock_id,stock_name,episode_start_date,confirmation_date,confirmation_unit,dataset,normal_subregime,return_day0_to_day3,market_excess_return_day0_to_day3,sector_excess_return_day0_to_day3,positive_days_count_3d,market_outperform_days_count_3d,momentum_rank_change_day0_to_day3,day3_momentum_rank,rs_change_day0_to_day3,day3_rs_market_pct,rs_positive_days_3d,institution_buy_days_day1_to_day3,institution_flow_day1_to_day3,institution_flow_acceleration_day3,volume_confirmation_day1_to_day3,volume_without_price_progress_day1_to_day3,trend_efficiency_day0_to_day3,max_drawdown_day0_to_day3,day3_top120_status,day3_source_count,day3_source_combination,breakout_hold_day3,reacceleration_by_day3,episode_return_day0_to_day10,episode_outcome,entry_close,future_trade_date_10d,promotion_reference_close,promotion_return_next_10d,promotion_outcome,promotion_maturity_date,pre_confirmation_return,price_move_before_confirmation,remaining_return_to_episode_day10,maximum_remaining_upside_10d,maximum_remaining_downside_10d,promotion_delay_sessions,feature_as_of_date,max_source_date,point_in_time_valid,data_status,date_split,D0_A_PASS,D0_B_PASS,D0_C_PASS,d3_relative_pass,d3_rs_health_pass,d3_rank_health_pass,D3_A_PASS,d3_flow_pass,D3_B_PASS,d3_controlled_pass,D3_C_PASS,day3_promotion_state,bundle_thresholds
6472,保瑞,2026-06-17,2026-06-23,DAY3,A,RANGE_NORMAL,6.545454545454543,3.8790866461472673,6.7748123436196845,3,2,,,31.35583663803635,91.55844155844156,3,3,490362009.0,124254664.0,1,0,1.0,0.0,False,0,,True,False,4.7272727272727355,NEUTRAL,412.5,2026-07-02,439.5,-3.1854379977246827,PROMOTION_NEUTRAL,2026-07-07,6.545454545454543,6.545454545454543,-1.7064846416382284,5.119453924914685,-6.825938566552903,3,2026-06-23,2026-06-23,True,RECONSTRUCTED_NOT_PRODUCTION_EXACT,DISCOVERY,False,False,False,True,True,False,False,True,False,True,False,REJECT_CONFIRMATION_SHADOW,"{""d0_fresh_rs_p40"": 1.0, ""d0_fresh_volume_p40"": 3.0, ""d0_rs_slope5_p70"": 6.708057106025629, ""d0_rank_change3_p50"": 114.0, ""d0_flow_buy_days5_p70"": 4.0, ""d0_trend_eff5_p50"": 0.5314861460957175, ""d0_close_progress3_p50"": 5.966850828729298, ""d1_market_excess_p70"": 0.033209940654632675, ""d1_rs_change_p40"": 0.04062997403032401, ""d1_rank_change_p40"": -22.4, ""d1_flow_p50"": 4943366.0, ""d1_close_location_p30"": 0.43671497584541175, ""d1_upper_shadow_p70"": 0.23815384615384746, ""d3_rs_change_p40"": -2.0465804520160695, ""d3_rank_change_p40"": -73.39999999999999, ""d3_flow_acceleration_p50"": -16293412.410000004, ""d3_trend_eff_p50"": 0.8554216867469907, ""d3_max_drawdown_p30"": -2.645937542246859}"
1531,高林股,2026-06-17,2026-06-23,DAY3,A,RANGE_NORMAL,-0.3861003861003742,-3.05246828540765,0.24882024882025844,0,1,18.0,94.0,18.179103417887788,69.11976911976912,2,3,2439390.0,1003235.0,0,0,1.0,-0.3861003861003742,True,1,A,False,False,-0.3861003861003742,NEUTRAL,12.95,2026-07-02,12.9,1.9379844961240345,PROMOTION_NEUTRAL,2026-07-07,-0.3861003861003742,-0.3861003861003742,0.0,3.48837209302324,-1.5503875968992276,3,2026-06-23,2026-06-23,True,RECONSTRUCTED_NOT_PRODUCTION_EXACT,DISCOVERY,False,False,False,False,True,True,False,True,False,True,False,REJECT_CONFIRMATION_SHADOW,"{""d0_fresh_rs_p40"": 1.0, ""d0_fresh_volume_p40"": 3.0, ""d0_rs_slope5_p70"": 6.708057106025629, ""d0_rank_change3_p50"": 114.0, ""d0_flow_buy_days5_p70"": 4.0, ""d0_trend_eff5_p50"": 0.5314861460957175, ""d0_close_progress3_p50"": 5.966850828729298, ""d1_market_excess_p70"": 0.033209940654632675, ""d1_rs_change_p40"": 0.04062997403032401, ""d1_rank_change_p40"": -22.4, ""d1_flow_p50"": 4943366.0, ""d1_close_location_p30"": 0.43671497584541175, ""d1_upper_shadow_p70"": 0.23815384615384746, ""d3_rs_change_p40"": -2.0465804520160695, ""d3_rank_change_p40"": -73.39999999999999, ""d3_flow_acceleration_p50"": -16293412.410000004, ""d3_trend_eff_p50"": 0.8554216867469907, ""d3_max_drawdown_p30"": -2.645937542246859}"
3535,晶彩科,2026-06-17,2026-06-23,DAY3,A,RANGE_NORMAL,-9.293680297397767,-11.960048196705042,-10.005931009648485,0,0,,,-51.99984129072407,15.945165945165945,0,1,-288420820.5,-351340645.5,0,0,1.0,-9.293680297397767,False,0,,False,False,-14.12639405204461,LOSER,134.5,2026-07-02,122.0,-13.934426229508201,PROMOTION_LOSER,2026-07-07,-9.293680297397767,-9.293680297397767,-5.327868852459017,2.868852459016402,-14.344262295081966,3,2026-06-23,2026-06-23,True,RECONSTRUCTED_NOT_PRODUCTION_EXACT,DISCOVERY,False,False,False,False,False,False,False,False,False,False,False,REJECT_CONFIRMATION_SHADOW,"{""d0_fresh_rs_p40"": 1.0, ""d0_fresh_volume_p40"": 3.0, ""d0_rs_slope5_p70"": 6.708057106025629, ""d0_rank_change3_p50"": 114.0, ""d0_flow_buy_days5_p70"": 4.0, ""d0_trend_eff5_p50"": 0.5314861460957175, ""d0_close_progress3_p50"": 5.966850828729298, ""d1_market_excess_p70"": 0.033209940654632675, ""d1_rs_change_p40"": 0.04062997403032401, ""d1_rank_change_p40"": -22.4, ""d1_flow_p50"": 4943366.0, ""d1_close_location_p30"": 0.43671497584541175, ""d1_upper_shadow_p70"": 0.23815384615384746, ""d3_rs_change_p40"": -2.0465804520160695, ""d3_rank_change_p40"": -73.39999999999999, ""d3_flow_acceleration_p50"": -16293412.410000004, ""d3_trend_eff_p50"": 0.8554216867469907, ""d3_max_drawdown_p30"": -2.645937542246859}"
2402,毅嘉,2026-06-17,2026-06-23,DAY3,A,RANGE_NORMAL,-3.667136812411864,-6.33350471171914,-4.379387524662581,1,0,,,-33.91711199236526,43.36219336219336,0,1,60821519.000000015,363231439.7,0,0,0.5000000000000013,-4.207573632538574,False,0,,False,False,-4.090267983074758,NEUTRAL,70.9,2026-07-02,68.3,-3.513909224011702,PROMOTION_NEUTRAL,2026-07-07,-3.667136812411864,-3.667136812411864,-0.43923865300146137,5.417276720351394,-7.17423133235725,3,2026-06-23,2026-06-23,True,RECONSTRUCTED_NOT_PRODUCTION_EXACT,DISCOVERY,True,False,False,False,False,False,False,True,False,False,False,REJECT_CONFIRMATION_SHADOW,"{""d0_fresh_rs_p40"": 1.0, ""d0_fresh_volume_p40"": 3.0, ""d0_rs_slope5_p70"": 6.708057106025629, ""d0_rank_change3_p50"": 114.0, ""d0_flow_buy_days5_p70"": 4.0, ""d0_trend_eff5_p50"": 0.5314861460957175, ""d0_close_progress3_p50"": 5.966850828729298, ""d1_market_excess_p70"": 0.033209940654632675, ""d1_rs_change_p40"": 0.04062997403032401, ""d1_rank_change_p40"": -22.4, ""d1_flow_p50"": 4943366.0, ""d1_close_location_p30"": 0.43671497584541175, ""d1_upper_shadow_p70"": 0.23815384615384746, ""d3_rs_change_p40"": -2.0465804520160695, ""d3_rank_change_p40"": -73.39999999999999, ""d3_flow_acceleration_p50"": -16293412.410000004, ""d3_trend_eff_p50"": 0.8554216867469907, ""d3_max_drawdown_p30"": -2.645937542246859}"
1465,偉全,2026-06-17,2026-06-23,DAY3,A,RANGE_NORMAL,0.0,-2.666367899307276,0.8080071318583404,2,1,,,16.756775946356264,60.533910533910536,2,2,-8276.350000000006,-815016.35,0,0,0.0,-0.8000000000000007,False,0,,False,False,1.2048192771084263,NEUTRAL,12.45,2026-07-02,12.45,8.835341365461868,PROMOTION_NEUTRAL,2026-07-07,0.0,0.0,1.2048192771084265,14.05622489959839,-0.40160642570280514,3,2026-06-23,2026-06-23,True,RECONSTRUCTED_NOT_PRODUCTION_EXACT,DISCOVERY,False,False,False,False,True,False,False,True,False,False,False,REJECT_CONFIRMATION_SHADOW,"{""d0_fresh_rs_p40"": 1.0, ""d0_fresh_volume_p40"": 3.0, ""d0_rs_slope5_p70"": 6.708057106025629, ""d0_rank_change3_p50"": 114.0, ""d0_flow_buy_days5_p70"": 4.0, ""d0_trend_eff5_p50"": 0.5314861460957175, ""d0_close_progress3_p50"": 5.966850828729298, ""d1_market_excess_p70"": 0.033209940654632675, ""d1_rs_change_p40"": 0.04062997403032401, ""d1_rank_change_p40"": -22.4, ""d1_flow_p50"": 4943366.0, ""d1_close_location_p30"": 0.43671497584541175, ""d1_upper_shadow_p70"": 0.23815384615384746, ""d3_rs_change_p40"": -2.0465804520160695, ""d3_rank_change_p40"": -73.39999999999999, ""d3_flow_acceleration_p50"": -16293412.410000004, ""d3_trend_eff_p50"": 0.8554216867469907, ""d3_max_drawdown_p30"": -2.645937542246859}"
8039,台虹,2026-06-17,2026-06-23,DAY3,A,RANGE_NORMAL,-0.3424657534246589,-3.008833652731935,-1.054716465675376,1,1,,,-53.690199493383275,24.963924963924963,0,1,34489614.0,243288248.0,0,0,0.03225806451612903,-4.90196078431373,False,0,,False,False,1.3698630136986356,NEUTRAL,146.0,2026-07-02,145.5,-3.0927835051546393,PROMOTION_NEUTRAL,2026-07-07,-0.3424657534246589,-0.3424657534246589,1.7182130584192379,9.965635738831624,-6.872852233676974,3,2026-06-23,2026-06-23,True,RECONSTRUCTED_NOT_PRODUCTION_EXACT,DISCOVERY,False,False,False,False,False,False,False,True,False,False,False,REJECT_CONFIRMATION_SHADOW,"{""d0_fresh_rs_p40"": 1.0, ""d0_fresh_volume_p40"": 3.0, ""d0_rs_slope5_p70"": 6.708057106025629, ""d0_rank_change3_p50"": 114.0, ""d0_flow_buy_days5_p70"": 4.0, ""d0_trend_eff5_p50"": 0.5314861460957175, ""d0_close_progress3_p50"": 5.966850828729298, ""d1_market_excess_p70"": 0.033209940654632675, ""d1_rs_change_p40"": 0.04062997403032401, ""d1_rank_change_p40"": -22.4, ""d1_flow_p50"": 4943366.0, ""d1_close_location_p30"": 0.43671497584541175, ""d1_upper_shadow_p70"": 0.23815384615384746, ""d3_rs_change_p40"": -2.0465804520160695, ""d3_rank_change_p40"": -73.39999999999999, ""d3_flow_acceleration_p50"": -16293412.410000004, ""d3_trend_eff_p50"": 0.8554216867469907, ""d3_max_drawdown_p30"": -2.645937542246859}"
0051,元大中型100,2026-06-18,2026-06-24,DAY3,A,BULL_NORMAL,0.5416384563304177,1.4489841688206218,,2,1,,,-7.000540864506121,68.68686868686869,1,2,1415170.799999998,-14532983.100000001,0,0,0.08695652173913178,-2.7722772277227636,False,0,,True,False,1.1171293161814422,NEUTRAL,147.7,2026-07-03,148.5,-3.1986531986532007,PROMOTION_NEUTRAL,2026-07-08,0.5416384563304177,0.5416384563304177,0.5723905723905576,2.0875420875420936,-4.343434343434338,3,2026-06-24,2026-06-24,True,RECONSTRUCTED_NOT_PRODUCTION_EXACT,DISCOVERY,False,False,False,True,False,False,False,True,False,False,False,REJECT_CONFIRMATION_SHADOW,"{""d0_fresh_rs_p40"": 1.0, ""d0_fresh_volume_p40"": 3.0, ""d0_rs_slope5_p70"": 6.708057106025629, ""d0_rank_change3_p50"": 114.0, ""d0_flow_buy_days5_p70"": 4.0, ""d0_trend_eff5_p50"": 0.5314861460957175, ""d0_close_progress3_p50"": 5.966850828729298, ""d1_market_excess_p70"": 0.033209940654632675, ""d1_rs_change_p40"": 0.04062997403032401, ""d1_rank_change_p40"": -22.4, ""d1_flow_p50"": 4943366.0, ""d1_close_location_p30"": 0.43671497584541175, ""d1_upper_shadow_p70"": 0.23815384615384746, ""d3_rs_change_p40"": -2.0465804520160695, ""d3_rank_change_p40"": -73.39999999999999, ""d3_flow_acceleration_p50"": -16293412.410000004, ""d3_trend_eff_p50"": 0.8554216867469907, ""d3_max_drawdown_p30"": -2.645937542246859}"
00946,群益科技高息成長,2026-06-18,2026-06-24,DAY3,A,BULL_NORMAL,-0.4545454545454519,0.4528002579447521,,1,2,,,-10.124085594418446,72.87157287157287,1,2,11690323.210000008,-65931237.03,1,1,0.07216494845360863,-3.2807570977917977,False,0,,False,False,1.9480519480519431,NEUTRAL,15.4,2026-07-03,15.33,0.5218525766470972,PROMOTION_NEUTRAL,2026-07-08,-0.4545454545454519,-0.4545454545454519,2.41356816699283,4.370515329419433,-3.3920417482061316,3,2026-06-24,2026-06-24,True,RECONSTRUCTED_NOT_PRODUCTION_EXACT,DISCOVERY,False,False,False,True,False,False,False,True,False,False,False,REJECT_CONFIRMATION_SHADOW,"{""d0_fresh_rs_p40"": 1.0, ""d0_fresh_volume_p40"": 3.0, ""d0_rs_slope5_p70"": 6.708057106025629, ""d0_rank_change3_p50"": 114.0, ""d0_flow_buy_days5_p70"": 4.0, ""d0_trend_eff5_p50"": 0.5314861460957175, ""d0_close_progress3_p50"": 5.966850828729298, ""d1_market_excess_p70"": 0.033209940654632675, ""d1_rs_change_p40"": 0.04062997403032401, ""d1_rank_change_p40"": -22.4, ""d1_flow_p50"": 4943366.0, ""d1_close_location_p30"": 0.43671497584541175, ""d1_upper_shadow_p70"": 0.23815384615384746, ""d3_rs_change_p40"": -2.0465804520160695, ""d3_rank_change_p40"": -73.39999999999999, ""d3_flow_acceleration_p50"": -16293412.410000004, ""d3_trend_eff_p50"": 0.8554216867469907, ""d3_max_drawdown_p30"": -2.645937542246859}"
00733,富邦臺灣中小,2026-06-18,2026-06-24,DAY3,A,BULL_NORMAL,-2.1086261980830745,-1.2012804855928705,,2,1,,,-36.00194627691009,38.67243867243867,1,3,47943753.449999996,-31755483.45000001,0,1,0.24444444444444632,-5.227131300560039,False,0,,False,False,0.575079872204487,NEUTRAL,78.25,2026-07-03,76.6,-5.22193211488251,PROMOTION_NEUTRAL,2026-07-08,-2.1086261980830745,-2.1086261980830745,2.741514360313335,4.046997389033957,-7.1148825065273975,3,2026-06-24,2026-06-24,True,RECONSTRUCTED_NOT_PRODUCTION_EXACT,DISCOVERY,False,False,False,False,False,False,False,True,False,False,False,REJECT_CONFIRMATION_SHADOW,"{""d0_fresh_rs_p40"": 1.0, ""d0_fresh_volume_p40"": 3.0, ""d0_rs_slope5_p70"": 6.708057106025629, ""d0_rank_change3_p50"": 114.0, ""d0_flow_buy_days5_p70"": 4.0, ""d0_trend_eff5_p50"": 0.5314861460957175, ""d0_close_progress3_p50"": 5.966850828729298, ""d1_market_excess_p70"": 0.033209940654632675, ""d1_rs_change_p40"": 0.04062997403032401, ""d1_rank_change_p40"": -22.4, ""d1_flow_p50"": 4943366.0, ""d1_close_location_p30"": 0.43671497584541175, ""d1_upper_shadow_p70"": 0.23815384615384746, ""d3_rs_change_p40"": -2.0465804520160695, ""d3_rank_change_p40"": -73.39999999999999, ""d3_flow_acceleration_p50"": -16293412.410000004, ""d3_trend_eff_p50"": 0.8554216867469907, ""d3_max_drawdown_p30"": -2.645937542246859}"
009803,玉山市值動能50,2026-06-18,2026-06-24,DAY3,A,BULL_NORMAL,-0.0910332271279013,0.8163124853623027,,1,3,,,-14.780010149040542,56.493506493506494,1,1,-39461044.72,-51745791.830000006,0,0,0.013157894736841829,-3.3890845070422504,False,0,,False,False,-0.0910332271279013,NEUTRAL,21.97,2026-07-03,21.95,-3.0068337129840583,PROMOTION_NEUTRAL,2026-07-08,-0.0910332271279013,-0.0910332271279013,0.0,1.3667425968109326,-4.692482915717533,3,2026-06-24,2026-06-24,True,RECONSTRUCTED_NOT_PRODUCTION_EXACT,DISCOVERY,False,False,False,True,False,False,False,False,False,False,False,REJECT_CONFIRMATION_SHADOW,"{""d0_fresh_rs_p40"": 1.0, ""d0_fresh_volume_p40"": 3.0, ""d0_rs_slope5_p70"": 6.708057106025629, ""d0_rank_change3_p50"": 114.0, ""d0_flow_buy_days5_p70"": 4.0, ""d0_trend_eff5_p50"": 0.5314861460957175, ""d0_close_progress3_p50"": 5.966850828729298, ""d1_market_excess_p70"": 0.033209940654632675, ""d1_rs_change_p40"": 0.04062997403032401, ""d1_rank_change_p40"": -22.4, ""d1_flow_p50"": 4943366.0, ""d1_close_location_p30"": 0.43671497584541175, ""d1_upper_shadow_p70"": 0.23815384615384746, ""d3_rs_change_p40"": -2.0465804520160695, ""d3_rank_change_p40"": -73.39999999999999, ""d3_flow_acceleration_p50"": -16293412.410000004, ""d3_trend_eff_p50"": 0.8554216867469907, ""d3_max_drawdown_p30"": -2.645937542246859}"
009808,華南永昌優選50,2026-06-18,2026-06-24,DAY3,A,BULL_NORMAL,-0.6874999999999964,0.21984571249020757,,1,2,,,-4.781430179404126,76.98412698412699,1,1,-2283425.16,-15049490.309999999,0,0,0.09734513274336211,-3.755299818291946,False,0,,True,False,0.0,NEUTRAL,32.0,2026-07-03,31.78,-1.4159848961611154,PROMOTION_NEUTRAL,2026-07-08,-0.6874999999999964,-0.6874999999999964,0.6922592825676421,2.265575833857758,-3.838892385147896,3,2026-06-24,2026-06-24,True,RECONSTRUCTED_NOT_PRODUCTION_EXACT,DISCOVERY,False,False,False,True,False,False,False,True,False,False,False,REJECT_CONFIRMATION_SHADOW,"{""d0_fresh_rs_p40"": 1.0, ""d0_fresh_volume_p40"": 3.0, ""d0_rs_slope5_p70"": 6.708057106025629, ""d0_rank_change3_p50"": 114.0, ""d0_flow_buy_days5_p70"": 4.0, ""d0_trend_eff5_p50"": 0.5314861460957175, ""d0_close_progress3_p50"": 5.966850828729298, ""d1_market_excess_p70"": 0.033209940654632675, ""d1_rs_change_p40"": 0.04062997403032401, ""d1_rank_change_p40"": -22.4, ""d1_flow_p50"": 4943366.0, ""d1_close_location_p30"": 0.43671497584541175, ""d1_upper_shadow_p70"": 0.23815384615384746, ""d3_rs_change_p40"": -2.0465804520160695, ""d3_rank_change_p40"": -73.39999999999999, ""d3_flow_acceleration_p50"": -16293412.410000004, ""d3_trend_eff_p50"": 0.8554216867469907, ""d3_max_drawdown_p30"": -2.645937542246859}"
00896,中信綠能及電動車,2026-06-18,2026-06-24,DAY3,A,BULL_NORMAL,0.3932785126921745,1.3006242251823785,,1,1,,,-21.754134272224,41.05339105339105,1,2,235251027.51,194958483.52999997,0,0,0.10476190476190379,-1.646234676007019,False,0,,False,False,1.2155881301394444,NEUTRAL,27.97,2026-07-03,28.08,-2.849002849002835,PROMOTION_NEUTRAL,2026-07-08,0.3932785126921745,0.3932785126921745,0.8190883190883236,2.564102564102577,-5.306267806267806,3,2026-06-24,2026-06-24,True,RECONSTRUCTED_NOT_PRODUCTION_EXACT,DISCOVERY,False,False,False,True,False,False,False,True,False,False,False,REJECT_CONFIRMATION_SHADOW,"{""d0_fresh_rs_p40"": 1.0, ""d0_fresh_volume_p40"": 3.0, ""d0_rs_slope5_p70"": 6.708057106025629, ""d0_rank_change3_p50"": 114.0, ""d0_flow_buy_days5_p70"": 4.0, ""d0_trend_eff5_p50"": 0.5314861460957175, ""d0_close_progress3_p50"": 5.966850828729298, ""d1_market_excess_p70"": 0.033209940654632675, ""d1_rs_change_p40"": 0.04062997403032401, ""d1_rank_change_p40"": -22.4, ""d1_flow_p50"": 4943366.0, ""d1_close_location_p30"": 0.43671497584541175, ""d1_upper_shadow_p70"": 0.23815384615384746, ""d3_rs_change_p40"": -2.0465804520160695, ""d3_rank_change_p40"": -73.39999999999999, ""d3_flow_acceleration_p50"": -16293412.410000004, ""d3_trend_eff_p50"": 0.8554216867469907, ""d3_max_drawdown_p30"": -2.645937542246859}"
00993A,主動安聯台灣,2026-06-18,2026-06-24,DAY3,A,BULL_NORMAL,-0.7697690692792136,0.1375766432109904,,1,1,,,-15.157675577357196,61.97691197691198,0,2,56684869.84,-185464240.74999997,0,0,0.13580246913580138,-3.1420765027322495,False,0,,True,False,0.7697690692792358,NEUTRAL,14.29,2026-07-03,14.18,-6.276445698166433,PROMOTION_LOSER,2026-07-08,-0.7697690692792136,-0.7697690692792136,1.5514809590973178,2.4682651622002894,-7.5458392101551475,3,2026-06-24,2026-06-24,True,RECONSTRUCTED_NOT_PRODUCTION_EXACT,DISCOVERY,True,True,False,True,False,False,False,True,False,False,False,REJECT_CONFIRMATION_SHADOW,"{""d0_fresh_rs_p40"": 1.0, ""d0_fresh_volume_p40"": 3.0, ""d0_rs_slope5_p70"": 6.708057106025629, ""d0_rank_change3_p50"": 114.0, ""d0_flow_buy_days5_p70"": 4.0, ""d0_trend_eff5_p50"": 0.5314861460957175, ""d0_close_progress3_p50"": 5.966850828729298, ""d1_market_excess_p70"": 0.033209940654632675, ""d1_rs_change_p40"": 0.04062997403032401, ""d1_rank_change_p40"": -22.4, ""d1_flow_p50"": 4943366.0, ""d1_close_location_p30"": 0.43671497584541175, ""d1_upper_shadow_p70"": 0.23815384615384746, ""d3_rs_change_p40"": -2.0465804520160695, ""d3_rank_change_p40"": -73.39999999999999, ""d3_flow_acceleration_p50"": -16293412.410000004, ""d3_trend_eff_p50"": 0.8554216867469907, ""d3_max_drawdown_p30"": -2.645937542246859}"
00762,元大全球AI,2026-06-18,2026-06-24,DAY3,A,BULL_NORMAL,-3.2456861133935977,-2.3383404009033937,,1,1,,,-12.047078183112923,62.265512265512264,0,1,-1876238.249999999,-19972210.2,0,1,0.5766423357664231,-4.3848964677222995,False,0,,False,False,-6.450287592440429,LOSER,121.7,2026-07-03,117.75,-5.095541401273884,PROMOTION_NEUTRAL,2026-07-08,-3.2456861133935977,-3.2456861133935977,-3.312101910828036,1.6135881104033967,-5.222929936305743,3,2026-06-24,2026-06-24,True,RECONSTRUCTED_NOT_PRODUCTION_EXACT,DISCOVERY,True,True,False,False,False,False,False,False,False,False,False,REJECT_CONFIRMATION_SHADOW,"{""d0_fresh_rs_p40"": 1.0, ""d0_fresh_volume_p40"": 3.0, ""d0_rs_slope5_p70"": 6.708057106025629, ""d0_rank_change3_p50"": 114.0, ""d0_flow_buy_days5_p70"": 4.0, ""d0_trend_eff5_p50"": 0.5314861460957175, ""d0_close_progress3_p50"": 5.966850828729298, ""d1_market_excess_p70"": 0.033209940654632675, ""d1_rs_change_p40"": 0.04062997403032401, ""d1_rank_change_p40"": -22.4, ""d1_flow_p50"": 4943366.0, ""d1_close_location_p30"": 0.43671497584541175, ""d1_upper_shadow_p70"": 0.23815384615384746, ""d3_rs_change_p40"": -2.0465804520160695, ""d3_rank_change_p40"": -73.39999999999999, ""d3_flow_acceleration_p50"": -16293412.410000004, ""d3_trend_eff_p50"": 0.8554216867469907, ""d3_max_drawdown_p30"": -2.645937542246859}"
00982A,主動群益台灣強棒,2026-06-18,2026-06-24,DAY3,A,BULL_NORMAL,-0.8457511075312008,0.06159460495900326,,1,1,,,-23.74436947519436,53.67965367965368,1,1,-504641780.58000004,-1108923066.88,0,0,0.14482758620689476,-3.261296660117874,False,0,,True,False,2.7386226339106035,NEUTRAL,24.83,2026-07-03,24.62,-3.208773354995953,PROMOTION_NEUTRAL,2026-07-08,-0.8457511075312008,-0.8457511075312008,3.6149471974004976,5.0365556458163985,-4.752233956133233,3,2026-06-24,2026-06-24,True,RECONSTRUCTED_NOT_PRODUCTION_EXACT,DISCOVERY,False,False,False,True,False,False,False,False,False,False,False,REJECT_CONFIRMATION_SHADOW,"{""d0_fresh_rs_p40"": 1.0, ""d0_fresh_volume_p40"": 3.0, ""d0_rs_slope5_p70"": 6.708057106025629, ""d0_rank_change3_p50"": 114.0, ""d0_flow_buy_days5_p70"": 4.0, ""d0_trend_eff5_p50"": 0.5314861460957175, ""d0_close_progress3_p50"": 5.966850828729298, ""d1_market_excess_p70"": 0.033209940654632675, ""d1_rs_change_p40"": 0.04062997403032401, ""d1_rank_change_p40"": -22.4, ""d1_flow_p50"": 4943366.0, ""d1_close_location_p30"": 0.43671497584541175, ""d1_upper_shadow_p70"": 0.23815384615384746, ""d3_rs_change_p40"": -2.0465804520160695, ""d3_rank_change_p40"": -73.39999999999999, ""d3_flow_acceleration_p50"": -16293412.410000004, ""d3_trend_eff_p50"": 0.8554216867469907, ""d3_max_drawdown_p30"": -2.645937542246859}"
1905,華紙,2026-06-22,2026-06-25,DAY3,A,BULL_NORMAL,-8.6720867208672,-5.558967760029976,-6.909972183422275,1,1,-19.0,63.0,-0.06887055926746655,97.69286229271809,2,0,-50076686.45000002,-111373264.25,1,1,0.5714285714285705,-9.214092140921403,True,1,B,False,False,-8.6720867208672,LOSER,18.45,2026-07-06,16.85,-6.528189910979232,PROMOTION_LOSER,2026-07-09,-8.6720867208672,-8.6720867208672,0.0,5.044510385756662,-8.3086053412463,3,2026-06-25,2026-06-25,True,RECONSTRUCTED_NOT_PRODUCTION_EXACT,DISCOVERY,False,False,False,False,True,True,False,False,False,False,False,REJECT_CONFIRMATION_SHADOW,"{""d0_fresh_rs_p40"": 1.0, ""d0_fresh_volume_p40"": 3.0, ""d0_rs_slope5_p70"": 6.708057106025629, ""d0_rank_change3_p50"": 114.0, ""d0_flow_buy_days5_p70"": 4.0, ""d0_trend_eff5_p50"": 0.5314861460957175, ""d0_close_progress3_p50"": 5.966850828729298, ""d1_market_excess_p70"": 0.033209940654632675, ""d1_rs_change_p40"": 0.04062997403032401, ""d1_rank_change_p40"": -22.4, ""d1_flow_p50"": 4943366.0, ""d1_close_location_p30"": 0.43671497584541175, ""d1_upper_shadow_p70"": 0.23815384615384746, ""d3_rs_change_p40"": -2.0465804520160695, ""d3_rank_change_p40"": -73.39999999999999, ""d3_flow_acceleration_p50"": -16293412.410000004, ""d3_trend_eff_p50"": 0.8554216867469907, ""d3_max_drawdown_p30"": -2.645937542246859}"
2415,錩新,2026-06-22,2026-06-25,DAY3,A,BULL_NORMAL,12.376237623762364,15.489356584599589,13.812161452892578,2,3,,,19.574074893479676,94.95313626532084,3,0,-18211731.299999997,-26835261.999999996,2,1,0.9493670886075942,-0.330033003300334,False,0,,True,False,37.45874587458744,WINNER,30.3,2026-07-06,34.05,12.481644640234958,PROMOTION_WINNER,2026-07-09,12.376237623762364,12.376237623762364,22.320117474302492,25.55066079295156,-2.2026431718061623,3,2026-06-25,2026-06-25,True,RECONSTRUCTED_NOT_PRODUCTION_EXACT,DISCOVERY,False,False,False,True,True,False,False,False,False,False,False,REJECT_CONFIRMATION_SHADOW,"{""d0_fresh_rs_p40"": 1.0, ""d0_fresh_volume_p40"": 3.0, ""d0_rs_slope5_p70"": 6.708057106025629, ""d0_rank_change3_p50"": 114.0, ""d0_flow_buy_days5_p70"": 4.0, ""d0_trend_eff5_p50"": 0.5314861460957175, ""d0_close_progress3_p50"": 5.966850828729298, ""d1_market_excess_p70"": 0.033209940654632675, ""d1_rs_change_p40"": 0.04062997403032401, ""d1_rank_change_p40"": -22.4, ""d1_flow_p50"": 4943366.0, ""d1_close_location_p30"": 0.43671497584541175, ""d1_upper_shadow_p70"": 0.23815384615384746, ""d3_rs_change_p40"": -2.0465804520160695, ""d3_rank_change_p40"": -73.39999999999999, ""d3_flow_acceleration_p50"": -16293412.410000004, ""d3_trend_eff_p50"": 0.8554216867469907, ""d3_max_drawdown_p30"": -2.645937542246859}"
