stock_id,stock_name,episode_start_date,confirmation_date,confirmation_unit,dataset,normal_subregime,return_day0_to_day3,market_excess_return_day0_to_day3,sector_excess_return_day0_to_day3,positive_days_count_3d,market_outperform_days_count_3d,momentum_rank_change_day0_to_day3,day3_momentum_rank,rs_change_day0_to_day3,day3_rs_market_pct,rs_positive_days_3d,institution_buy_days_day1_to_day3,institution_flow_day1_to_day3,institution_flow_acceleration_day3,volume_confirmation_day1_to_day3,volume_without_price_progress_day1_to_day3,trend_efficiency_day0_to_day3,max_drawdown_day0_to_day3,day3_top120_status,day3_source_count,day3_source_combination,breakout_hold_day3,reacceleration_by_day3,episode_return_day0_to_day10,episode_outcome,entry_close,future_trade_date_10d,promotion_reference_close,promotion_return_next_10d,promotion_outcome,promotion_maturity_date,pre_confirmation_return,price_move_before_confirmation,remaining_return_to_episode_day10,maximum_remaining_upside_10d,maximum_remaining_downside_10d,promotion_delay_sessions,feature_as_of_date,max_source_date,point_in_time_valid,data_status,date_split,D0_A_PASS,D0_B_PASS,D0_C_PASS,d3_relative_pass,d3_rs_health_pass,d3_rank_health_pass,D3_A_PASS,d3_flow_pass,D3_B_PASS,d3_controlled_pass,D3_C_PASS,day3_promotion_state,bundle_thresholds
00657,國泰日經225,2026-06-15,2026-06-18,DAY3,A,RANGE_NORMAL,2.5990099009901124,0.24596843282229663,,3,2,-140.0,252.0,3.2955714680073243,80.53545586107091,3,1,-872741.2999999997,-3467188.799999999,0,0,1.0,0.0,False,1,A,True,False,1.9183168316831756,NEUTRAL,80.8,2026-06-30,82.9,-1.9903498190591118,PROMOTION_NEUTRAL,2026-07-03,2.5990099009901124,2.5990099009901124,-0.663449939686378,2.171290711700835,-3.6791314837153366,3,2026-06-18,2026-06-18,True,RECONSTRUCTED_NOT_PRODUCTION_EXACT,DISCOVERY,False,False,False,True,True,False,False,True,False,True,False,REJECT_CONFIRMATION_SHADOW,"{""d0_fresh_rs_p40"": 1.0, ""d0_fresh_volume_p40"": 3.0, ""d0_rs_slope5_p70"": 6.708057106025629, ""d0_rank_change3_p50"": 114.0, ""d0_flow_buy_days5_p70"": 4.0, ""d0_trend_eff5_p50"": 0.5314861460957175, ""d0_close_progress3_p50"": 5.966850828729298, ""d1_market_excess_p70"": 0.033209940654632675, ""d1_rs_change_p40"": 0.04062997403032401, ""d1_rank_change_p40"": -22.4, ""d1_flow_p50"": 4943366.0, ""d1_close_location_p30"": 0.43671497584541175, ""d1_upper_shadow_p70"": 0.23815384615384746, ""d3_rs_change_p40"": -2.0465804520160695, ""d3_rank_change_p40"": -73.39999999999999, ""d3_flow_acceleration_p50"": -16293412.410000004, ""d3_trend_eff_p50"": 0.8554216867469907, ""d3_max_drawdown_p30"": -2.645937542246859}"
00944,野村趨勢動能高息,2026-06-15,2026-06-18,DAY3,A,RANGE_NORMAL,3.7921348314606806,1.4390933632928649,,3,2,53.0,60.0,2.724542633194744,85.383502170767,2,3,9117132.409999996,-1485585.9700000025,1,0,1.0,0.0,True,1,A,True,True,4.260299625468167,NEUTRAL,21.36,2026-06-30,22.17,0.36084799278304214,PROMOTION_NEUTRAL,2026-07-03,3.7921348314606806,3.7921348314606806,0.451059990978786,1.9846639603067207,-2.886783942264326,3,2026-06-18,2026-06-18,True,RECONSTRUCTED_NOT_PRODUCTION_EXACT,DISCOVERY,False,False,False,True,True,True,False,True,False,True,False,REJECT_CONFIRMATION_SHADOW,"{""d0_fresh_rs_p40"": 1.0, ""d0_fresh_volume_p40"": 3.0, ""d0_rs_slope5_p70"": 6.708057106025629, ""d0_rank_change3_p50"": 114.0, ""d0_flow_buy_days5_p70"": 4.0, ""d0_trend_eff5_p50"": 0.5314861460957175, ""d0_close_progress3_p50"": 5.966850828729298, ""d1_market_excess_p70"": 0.033209940654632675, ""d1_rs_change_p40"": 0.04062997403032401, ""d1_rank_change_p40"": -22.4, ""d1_flow_p50"": 4943366.0, ""d1_close_location_p30"": 0.43671497584541175, ""d1_upper_shadow_p70"": 0.23815384615384746, ""d3_rs_change_p40"": -2.0465804520160695, ""d3_rank_change_p40"": -73.39999999999999, ""d3_flow_acceleration_p50"": -16293412.410000004, ""d3_trend_eff_p50"": 0.8554216867469907, ""d3_max_drawdown_p30"": -2.645937542246859}"
006208,富邦台50,2026-06-15,2026-06-18,DAY3,A,RANGE_NORMAL,2.0483408439164297,-0.3047006242513861,,3,1,4.0,111.0,3.14688020210302,77.6410998552822,2,2,574554214.45,92124987.4500001,0,0,1.0,0.0,True,1,A,True,True,2.498975829578032,NEUTRAL,244.1,2026-06-30,249.1,0.9032517061421164,PROMOTION_NEUTRAL,2026-07-03,2.0483408439164297,2.0483408439164297,0.44158972300281096,4.41589723002811,-4.415897230028099,3,2026-06-18,2026-06-18,True,RECONSTRUCTED_NOT_PRODUCTION_EXACT,DISCOVERY,False,False,False,False,True,True,False,True,False,True,False,REJECT_CONFIRMATION_SHADOW,"{""d0_fresh_rs_p40"": 1.0, ""d0_fresh_volume_p40"": 3.0, ""d0_rs_slope5_p70"": 6.708057106025629, ""d0_rank_change3_p50"": 114.0, ""d0_flow_buy_days5_p70"": 4.0, ""d0_trend_eff5_p50"": 0.5314861460957175, ""d0_close_progress3_p50"": 5.966850828729298, ""d1_market_excess_p70"": 0.033209940654632675, ""d1_rs_change_p40"": 0.04062997403032401, ""d1_rank_change_p40"": -22.4, ""d1_flow_p50"": 4943366.0, ""d1_close_location_p30"": 0.43671497584541175, ""d1_upper_shadow_p70"": 0.23815384615384746, ""d3_rs_change_p40"": -2.0465804520160695, ""d3_rank_change_p40"": -73.39999999999999, ""d3_flow_acceleration_p50"": -16293412.410000004, ""d3_trend_eff_p50"": 0.8554216867469907, ""d3_max_drawdown_p30"": -2.645937542246859}"
00927,群益半導體收益,2026-06-15,2026-06-18,DAY3,A,RANGE_NORMAL,4.140368593789456,1.7873271256216405,,3,2,4.0,112.0,5.5408932350702145,84.29811866859623,1,2,212024489.99999997,56119108.599999934,0,0,1.0,0.0,True,1,A,False,True,5.402676091895997,NEUTRAL,39.61,2026-06-30,41.25,3.078787878787881,PROMOTION_NEUTRAL,2026-07-03,4.140368593789456,4.140368593789456,1.21212121212122,8.096969696969714,-3.9272727272727237,3,2026-06-18,2026-06-18,True,RECONSTRUCTED_NOT_PRODUCTION_EXACT,DISCOVERY,False,False,False,True,True,True,False,True,False,True,False,REJECT_CONFIRMATION_SHADOW,"{""d0_fresh_rs_p40"": 1.0, ""d0_fresh_volume_p40"": 3.0, ""d0_rs_slope5_p70"": 6.708057106025629, ""d0_rank_change3_p50"": 114.0, ""d0_flow_buy_days5_p70"": 4.0, ""d0_trend_eff5_p50"": 0.5314861460957175, ""d0_close_progress3_p50"": 5.966850828729298, ""d1_market_excess_p70"": 0.033209940654632675, ""d1_rs_change_p40"": 0.04062997403032401, ""d1_rank_change_p40"": -22.4, ""d1_flow_p50"": 4943366.0, ""d1_close_location_p30"": 0.43671497584541175, ""d1_upper_shadow_p70"": 0.23815384615384746, ""d3_rs_change_p40"": -2.0465804520160695, ""d3_rank_change_p40"": -73.39999999999999, ""d3_flow_acceleration_p50"": -16293412.410000004, ""d3_trend_eff_p50"": 0.8554216867469907, ""d3_max_drawdown_p30"": -2.645937542246859}"
3044,健鼎,2026-06-15,2026-06-18,DAY3,A,RANGE_NORMAL,10.1923076923077,7.839266224139885,7.54079254079254,3,2,79.0,38.0,12.26201032264541,85.31114327062228,2,3,2266821775.0,911163738.0,3,0,1.0,0.0,True,2,AC,True,True,-0.3846153846153832,NEUTRAL,520.0,2026-06-30,573.0,-9.24956369982548,PROMOTION_LOSER,2026-07-03,10.1923076923077,10.1923076923077,-9.598603839441534,4.363001745200701,-13.089005235602091,3,2026-06-18,2026-06-18,True,RECONSTRUCTED_NOT_PRODUCTION_EXACT,DISCOVERY,True,True,False,True,True,True,True,True,True,True,True,PROMOTE_DAY3_SHADOW,"{""d0_fresh_rs_p40"": 1.0, ""d0_fresh_volume_p40"": 3.0, ""d0_rs_slope5_p70"": 6.708057106025629, ""d0_rank_change3_p50"": 114.0, ""d0_flow_buy_days5_p70"": 4.0, ""d0_trend_eff5_p50"": 0.5314861460957175, ""d0_close_progress3_p50"": 5.966850828729298, ""d1_market_excess_p70"": 0.033209940654632675, ""d1_rs_change_p40"": 0.04062997403032401, ""d1_rank_change_p40"": -22.4, ""d1_flow_p50"": 4943366.0, ""d1_close_location_p30"": 0.43671497584541175, ""d1_upper_shadow_p70"": 0.23815384615384746, ""d3_rs_change_p40"": -2.0465804520160695, ""d3_rank_change_p40"": -73.39999999999999, ""d3_flow_acceleration_p50"": -16293412.410000004, ""d3_trend_eff_p50"": 0.8554216867469907, ""d3_max_drawdown_p30"": -2.645937542246859}"
00861,元大全球未來通訊,2026-06-16,2026-06-22,DAY3,A,RANGE_NORMAL,1.987447698744771,-2.2307452009768802,,2,1,-83.0,129.0,-3.2624391775231487,80.4332129963899,1,3,13494462.5,15814484.6,0,0,0.4634146341463435,-1.1506276150627603,False,1,A,True,False,1.5167364016736462,NEUTRAL,95.6,2026-07-01,97.5,-5.589743589743589,PROMOTION_NEUTRAL,2026-07-06,1.987447698744771,1.987447698744771,-0.4615384615384688,1.025641025641022,-7.641025641025645,3,2026-06-22,2026-06-22,True,RECONSTRUCTED_NOT_PRODUCTION_EXACT,DISCOVERY,False,False,False,False,False,False,False,True,False,False,False,REJECT_CONFIRMATION_SHADOW,"{""d0_fresh_rs_p40"": 1.0, ""d0_fresh_volume_p40"": 3.0, ""d0_rs_slope5_p70"": 6.708057106025629, ""d0_rank_change3_p50"": 114.0, ""d0_flow_buy_days5_p70"": 4.0, ""d0_trend_eff5_p50"": 0.5314861460957175, ""d0_close_progress3_p50"": 5.966850828729298, ""d1_market_excess_p70"": 0.033209940654632675, ""d1_rs_change_p40"": 0.04062997403032401, ""d1_rank_change_p40"": -22.4, ""d1_flow_p50"": 4943366.0, ""d1_close_location_p30"": 0.43671497584541175, ""d1_upper_shadow_p70"": 0.23815384615384746, ""d3_rs_change_p40"": -2.0465804520160695, ""d3_rank_change_p40"": -73.39999999999999, ""d3_flow_acceleration_p50"": -16293412.410000004, ""d3_trend_eff_p50"": 0.8554216867469907, ""d3_max_drawdown_p30"": -2.645937542246859}"
00913,兆豐台灣晶圓製造,2026-06-16,2026-06-22,DAY3,A,RANGE_NORMAL,8.749999999999991,4.53180710027834,,3,2,-79.0,131.0,1.4071574321142606,91.62454873646209,2,0,-220793279.0,-190341442.94,2,0,1.0,0.0,False,1,A,True,False,5.09615384615385,NEUTRAL,52.0,2026-07-01,56.55,-4.1556145004420735,PROMOTION_NEUTRAL,2026-07-06,8.749999999999991,8.749999999999991,-3.3598585322723196,2.1220159151193796,-8.84173297966402,3,2026-06-22,2026-06-22,True,RECONSTRUCTED_NOT_PRODUCTION_EXACT,DISCOVERY,False,False,False,True,True,False,False,False,False,True,False,REJECT_CONFIRMATION_SHADOW,"{""d0_fresh_rs_p40"": 1.0, ""d0_fresh_volume_p40"": 3.0, ""d0_rs_slope5_p70"": 6.708057106025629, ""d0_rank_change3_p50"": 114.0, ""d0_flow_buy_days5_p70"": 4.0, ""d0_trend_eff5_p50"": 0.5314861460957175, ""d0_close_progress3_p50"": 5.966850828729298, ""d1_market_excess_p70"": 0.033209940654632675, ""d1_rs_change_p40"": 0.04062997403032401, ""d1_rank_change_p40"": -22.4, ""d1_flow_p50"": 4943366.0, ""d1_close_location_p30"": 0.43671497584541175, ""d1_upper_shadow_p70"": 0.23815384615384746, ""d3_rs_change_p40"": -2.0465804520160695, ""d3_rank_change_p40"": -73.39999999999999, ""d3_flow_acceleration_p50"": -16293412.410000004, ""d3_trend_eff_p50"": 0.8554216867469907, ""d3_max_drawdown_p30"": -2.645937542246859}"
00892,富邦台灣半導體,2026-06-16,2026-06-22,DAY3,A,RANGE_NORMAL,5.556790397866185,1.3385974981445337,,3,3,-127.0,187.0,-1.8610369905300104,73.64620938628158,1,2,27790434.599999998,-58085074.22,0,0,1.0,0.0,False,1,A,True,False,3.2451655923538603,NEUTRAL,44.99,2026-07-01,47.49,-4.232469993682885,PROMOTION_NEUTRAL,2026-07-06,5.556790397866185,5.556790397866185,-2.189934723099596,2.1478205938092243,-9.559907348915564,3,2026-06-22,2026-06-22,True,RECONSTRUCTED_NOT_PRODUCTION_EXACT,DISCOVERY,False,False,False,True,True,False,False,True,False,True,False,REJECT_CONFIRMATION_SHADOW,"{""d0_fresh_rs_p40"": 1.0, ""d0_fresh_volume_p40"": 3.0, ""d0_rs_slope5_p70"": 6.708057106025629, ""d0_rank_change3_p50"": 114.0, ""d0_flow_buy_days5_p70"": 4.0, ""d0_trend_eff5_p50"": 0.5314861460957175, ""d0_close_progress3_p50"": 5.966850828729298, ""d1_market_excess_p70"": 0.033209940654632675, ""d1_rs_change_p40"": 0.04062997403032401, ""d1_rank_change_p40"": -22.4, ""d1_flow_p50"": 4943366.0, ""d1_close_location_p30"": 0.43671497584541175, ""d1_upper_shadow_p70"": 0.23815384615384746, ""d3_rs_change_p40"": -2.0465804520160695, ""d3_rank_change_p40"": -73.39999999999999, ""d3_flow_acceleration_p50"": -16293412.410000004, ""d3_trend_eff_p50"": 0.8554216867469907, ""d3_max_drawdown_p30"": -2.645937542246859}"
00991A,主動復華未來50,2026-06-16,2026-06-22,DAY3,A,RANGE_NORMAL,7.510080645161277,3.2918877454396256,,3,3,-182.0,250.0,0.28148380683305163,82.31046931407943,1,0,-2146047527.2899997,-2818548430.7799997,1,0,1.0,0.0,False,1,A,True,False,5.191532258064524,NEUTRAL,19.84,2026-07-01,21.33,-6.0009376465072535,PROMOTION_LOSER,2026-07-06,7.510080645161277,7.510080645161277,-2.1565869667135362,0.14064697609001975,-8.907641819034218,3,2026-06-22,2026-06-22,True,RECONSTRUCTED_NOT_PRODUCTION_EXACT,DISCOVERY,False,False,False,True,True,False,False,False,False,True,False,REJECT_CONFIRMATION_SHADOW,"{""d0_fresh_rs_p40"": 1.0, ""d0_fresh_volume_p40"": 3.0, ""d0_rs_slope5_p70"": 6.708057106025629, ""d0_rank_change3_p50"": 114.0, ""d0_flow_buy_days5_p70"": 4.0, ""d0_trend_eff5_p50"": 0.5314861460957175, ""d0_close_progress3_p50"": 5.966850828729298, ""d1_market_excess_p70"": 0.033209940654632675, ""d1_rs_change_p40"": 0.04062997403032401, ""d1_rank_change_p40"": -22.4, ""d1_flow_p50"": 4943366.0, ""d1_close_location_p30"": 0.43671497584541175, ""d1_upper_shadow_p70"": 0.23815384615384746, ""d3_rs_change_p40"": -2.0465804520160695, ""d3_rank_change_p40"": -73.39999999999999, ""d3_flow_acceleration_p50"": -16293412.410000004, ""d3_trend_eff_p50"": 0.8554216867469907, ""d3_max_drawdown_p30"": -2.645937542246859}"
0053,元大電子,2026-06-16,2026-06-22,DAY3,A,RANGE_NORMAL,4.280397022332494,0.06220412261084274,,3,1,-116.0,190.0,-1.7987757024014996,76.46209386281589,1,1,186024.75000000023,8688182.35,0,0,1.0,0.0,False,1,A,True,False,3.3912324234904867,NEUTRAL,241.8,2026-07-01,252.15,-2.220900257783065,PROMOTION_NEUTRAL,2026-07-06,4.280397022332494,4.280397022332494,-0.8526670632559963,0.9319849296054006,-7.3963910370811075,3,2026-06-22,2026-06-22,True,RECONSTRUCTED_NOT_PRODUCTION_EXACT,DISCOVERY,False,False,False,True,True,False,False,True,False,True,False,REJECT_CONFIRMATION_SHADOW,"{""d0_fresh_rs_p40"": 1.0, ""d0_fresh_volume_p40"": 3.0, ""d0_rs_slope5_p70"": 6.708057106025629, ""d0_rank_change3_p50"": 114.0, ""d0_flow_buy_days5_p70"": 4.0, ""d0_trend_eff5_p50"": 0.5314861460957175, ""d0_close_progress3_p50"": 5.966850828729298, ""d1_market_excess_p70"": 0.033209940654632675, ""d1_rs_change_p40"": 0.04062997403032401, ""d1_rank_change_p40"": -22.4, ""d1_flow_p50"": 4943366.0, ""d1_close_location_p30"": 0.43671497584541175, ""d1_upper_shadow_p70"": 0.23815384615384746, ""d3_rs_change_p40"": -2.0465804520160695, ""d3_rank_change_p40"": -73.39999999999999, ""d3_flow_acceleration_p50"": -16293412.410000004, ""d3_trend_eff_p50"": 0.8554216867469907, ""d3_max_drawdown_p30"": -2.645937542246859}"
00881,國泰台灣科技龍頭,2026-06-16,2026-06-22,DAY3,A,RANGE_NORMAL,4.557885141294449,0.33969224157279765,,3,2,-94.0,170.0,-1.1510490242243492,77.68953068592057,1,2,268909383.3,-224663090.24999994,0,0,1.0,0.0,False,1,A,True,False,1.823154056517784,NEUTRAL,54.85,2026-07-01,57.35,-3.574542284219706,PROMOTION_NEUTRAL,2026-07-06,4.557885141294449,4.557885141294449,-2.615518744551004,1.0462074978204061,-8.369659982563215,3,2026-06-22,2026-06-22,True,RECONSTRUCTED_NOT_PRODUCTION_EXACT,DISCOVERY,False,False,False,True,True,False,False,True,False,True,False,REJECT_CONFIRMATION_SHADOW,"{""d0_fresh_rs_p40"": 1.0, ""d0_fresh_volume_p40"": 3.0, ""d0_rs_slope5_p70"": 6.708057106025629, ""d0_rank_change3_p50"": 114.0, ""d0_flow_buy_days5_p70"": 4.0, ""d0_trend_eff5_p50"": 0.5314861460957175, ""d0_close_progress3_p50"": 5.966850828729298, ""d1_market_excess_p70"": 0.033209940654632675, ""d1_rs_change_p40"": 0.04062997403032401, ""d1_rank_change_p40"": -22.4, ""d1_flow_p50"": 4943366.0, ""d1_close_location_p30"": 0.43671497584541175, ""d1_upper_shadow_p70"": 0.23815384615384746, ""d3_rs_change_p40"": -2.0465804520160695, ""d3_rank_change_p40"": -73.39999999999999, ""d3_flow_acceleration_p50"": -16293412.410000004, ""d3_trend_eff_p50"": 0.8554216867469907, ""d3_max_drawdown_p30"": -2.645937542246859}"
009816,凱基台灣TOP50,2026-06-16,2026-06-22,DAY3,A,RANGE_NORMAL,4.255319148936176,0.03712624921452523,,3,2,-210.0,287.0,-0.14937477109820918,81.2274368231047,1,0,-1014691239.75,-2022938410.17,0,0,1.0,0.0,False,1,A,True,False,2.063185041908455,NEUTRAL,15.51,2026-07-01,16.17,-3.2158317872603703,PROMOTION_NEUTRAL,2026-07-06,4.255319148936176,4.255319148936176,-2.102659245516403,0.9276437847866248,-7.3593073593073655,3,2026-06-22,2026-06-22,True,RECONSTRUCTED_NOT_PRODUCTION_EXACT,DISCOVERY,False,False,False,True,True,False,False,False,False,True,False,REJECT_CONFIRMATION_SHADOW,"{""d0_fresh_rs_p40"": 1.0, ""d0_fresh_volume_p40"": 3.0, ""d0_rs_slope5_p70"": 6.708057106025629, ""d0_rank_change3_p50"": 114.0, ""d0_flow_buy_days5_p70"": 4.0, ""d0_trend_eff5_p50"": 0.5314861460957175, ""d0_close_progress3_p50"": 5.966850828729298, ""d1_market_excess_p70"": 0.033209940654632675, ""d1_rs_change_p40"": 0.04062997403032401, ""d1_rank_change_p40"": -22.4, ""d1_flow_p50"": 4943366.0, ""d1_close_location_p30"": 0.43671497584541175, ""d1_upper_shadow_p70"": 0.23815384615384746, ""d3_rs_change_p40"": -2.0465804520160695, ""d3_rank_change_p40"": -73.39999999999999, ""d3_flow_acceleration_p50"": -16293412.410000004, ""d3_trend_eff_p50"": 0.8554216867469907, ""d3_max_drawdown_p30"": -2.645937542246859}"
1456,怡華,2026-06-16,2026-06-22,DAY3,A,RANGE_NORMAL,7.216494845360821,2.99830194563917,7.494243707394865,3,2,-52.0,130.0,21.26903154920734,89.74729241877256,3,1,1021100.0,237430.80000000005,3,0,1.0,0.0,False,1,A,True,False,-3.7800687285223455,NEUTRAL,14.55,2026-07-01,15.6,-8.333333333333325,PROMOTION_LOSER,2026-07-06,7.216494845360821,7.216494845360821,-10.256410256410254,1.2820512820512997,-14.423076923076927,3,2026-06-22,2026-06-22,True,RECONSTRUCTED_NOT_PRODUCTION_EXACT,DISCOVERY,False,False,False,True,True,True,False,True,False,True,False,REJECT_CONFIRMATION_SHADOW,"{""d0_fresh_rs_p40"": 1.0, ""d0_fresh_volume_p40"": 3.0, ""d0_rs_slope5_p70"": 6.708057106025629, ""d0_rank_change3_p50"": 114.0, ""d0_flow_buy_days5_p70"": 4.0, ""d0_trend_eff5_p50"": 0.5314861460957175, ""d0_close_progress3_p50"": 5.966850828729298, ""d1_market_excess_p70"": 0.033209940654632675, ""d1_rs_change_p40"": 0.04062997403032401, ""d1_rank_change_p40"": -22.4, ""d1_flow_p50"": 4943366.0, ""d1_close_location_p30"": 0.43671497584541175, ""d1_upper_shadow_p70"": 0.23815384615384746, ""d3_rs_change_p40"": -2.0465804520160695, ""d3_rank_change_p40"": -73.39999999999999, ""d3_flow_acceleration_p50"": -16293412.410000004, ""d3_trend_eff_p50"": 0.8554216867469907, ""d3_max_drawdown_p30"": -2.645937542246859}"
00851,台新全球AI,2026-06-16,2026-06-22,DAY3,A,RANGE_NORMAL,0.4739336492891155,-3.7442592504325356,,2,0,-102.0,184.0,-3.0406006383090016,79.2057761732852,1,2,591850.0,-1489950.0,0,0,0.22580645161290913,-0.8124576844955933,False,1,A,True,False,1.8280297901151157,NEUTRAL,73.85,2026-07-01,74.2,-2.964959568733161,PROMOTION_NEUTRAL,2026-07-06,0.4739336492891155,0.4739336492891155,1.3477088948786964,1.3477088948786964,-4.380053908355796,3,2026-06-22,2026-06-22,True,RECONSTRUCTED_NOT_PRODUCTION_EXACT,DISCOVERY,False,False,False,False,False,False,False,True,False,False,False,REJECT_CONFIRMATION_SHADOW,"{""d0_fresh_rs_p40"": 1.0, ""d0_fresh_volume_p40"": 3.0, ""d0_rs_slope5_p70"": 6.708057106025629, ""d0_rank_change3_p50"": 114.0, ""d0_flow_buy_days5_p70"": 4.0, ""d0_trend_eff5_p50"": 0.5314861460957175, ""d0_close_progress3_p50"": 5.966850828729298, ""d1_market_excess_p70"": 0.033209940654632675, ""d1_rs_change_p40"": 0.04062997403032401, ""d1_rank_change_p40"": -22.4, ""d1_flow_p50"": 4943366.0, ""d1_close_location_p30"": 0.43671497584541175, ""d1_upper_shadow_p70"": 0.23815384615384746, ""d3_rs_change_p40"": -2.0465804520160695, ""d3_rank_change_p40"": -73.39999999999999, ""d3_flow_acceleration_p50"": -16293412.410000004, ""d3_trend_eff_p50"": 0.8554216867469907, ""d3_max_drawdown_p30"": -2.645937542246859}"
00911,兆豐洲際半導體,2026-06-16,2026-06-22,DAY3,A,RANGE_NORMAL,1.573033707865168,-2.645159191856483,,2,1,23.0,63.0,-3.8008161983989908,89.02527075812274,1,1,-31548939.0,-36800890.35,0,0,0.22580645161290303,-2.696629213483137,True,1,A,True,False,2.4719101123595655,NEUTRAL,66.75,2026-07-01,67.8,-6.4896755162241915,PROMOTION_LOSER,2026-07-06,1.573033707865168,1.573033707865168,0.884955752212413,2.359882005899716,-7.522123893805299,3,2026-06-22,2026-06-22,True,RECONSTRUCTED_NOT_PRODUCTION_EXACT,DISCOVERY,False,False,False,False,False,True,False,False,False,False,False,REJECT_CONFIRMATION_SHADOW,"{""d0_fresh_rs_p40"": 1.0, ""d0_fresh_volume_p40"": 3.0, ""d0_rs_slope5_p70"": 6.708057106025629, ""d0_rank_change3_p50"": 114.0, ""d0_flow_buy_days5_p70"": 4.0, ""d0_trend_eff5_p50"": 0.5314861460957175, ""d0_close_progress3_p50"": 5.966850828729298, ""d1_market_excess_p70"": 0.033209940654632675, ""d1_rs_change_p40"": 0.04062997403032401, ""d1_rank_change_p40"": -22.4, ""d1_flow_p50"": 4943366.0, ""d1_close_location_p30"": 0.43671497584541175, ""d1_upper_shadow_p70"": 0.23815384615384746, ""d3_rs_change_p40"": -2.0465804520160695, ""d3_rank_change_p40"": -73.39999999999999, ""d3_flow_acceleration_p50"": -16293412.410000004, ""d3_trend_eff_p50"": 0.8554216867469907, ""d3_max_drawdown_p30"": -2.645937542246859}"
00983A,主動中信ARK創新,2026-06-16,2026-06-22,DAY3,A,RANGE_NORMAL,0.9212730318258089,-3.2969198678958422,,2,0,-118.0,206.0,-6.420760738764187,52.12996389891697,1,3,94212441.72000001,-88872119.67999999,0,0,0.47826086956522545,-0.5025125628140614,False,1,A,False,False,3.433835845896138,NEUTRAL,11.94,2026-07-01,12.05,3.4854771784232463,PROMOTION_NEUTRAL,2026-07-06,0.9212730318258089,0.9212730318258089,2.4896265560165887,3.4854771784232463,-3.4024896265560156,3,2026-06-22,2026-06-22,True,RECONSTRUCTED_NOT_PRODUCTION_EXACT,DISCOVERY,True,True,False,False,False,False,False,True,False,False,False,REJECT_CONFIRMATION_SHADOW,"{""d0_fresh_rs_p40"": 1.0, ""d0_fresh_volume_p40"": 3.0, ""d0_rs_slope5_p70"": 6.708057106025629, ""d0_rank_change3_p50"": 114.0, ""d0_flow_buy_days5_p70"": 4.0, ""d0_trend_eff5_p50"": 0.5314861460957175, ""d0_close_progress3_p50"": 5.966850828729298, ""d1_market_excess_p70"": 0.033209940654632675, ""d1_rs_change_p40"": 0.04062997403032401, ""d1_rank_change_p40"": -22.4, ""d1_flow_p50"": 4943366.0, ""d1_close_location_p30"": 0.43671497584541175, ""d1_upper_shadow_p70"": 0.23815384615384746, ""d3_rs_change_p40"": -2.0465804520160695, ""d3_rank_change_p40"": -73.39999999999999, ""d3_flow_acceleration_p50"": -16293412.410000004, ""d3_trend_eff_p50"": 0.8554216867469907, ""d3_max_drawdown_p30"": -2.645937542246859}"
00989A,主動摩根美國科技,2026-06-16,2026-06-22,DAY3,A,RANGE_NORMAL,-0.16339869281046804,-4.38159159253212,,1,0,-194.0,283.0,-11.069690786375759,55.234657039711195,1,2,7106201.419999994,-20338988.300000012,1,0,0.04477611940298713,-1.9063180827886606,False,1,A,False,False,2.8322440087146017,NEUTRAL,18.36,2026-07-01,18.33,-1.8548827059465367,PROMOTION_NEUTRAL,2026-07-06,-0.16339869281046804,-0.16339869281046804,3.000545553737055,3.000545553737055,-3.65521003818875,3,2026-06-22,2026-06-22,True,RECONSTRUCTED_NOT_PRODUCTION_EXACT,DISCOVERY,False,False,False,False,False,False,False,True,False,False,False,REJECT_CONFIRMATION_SHADOW,"{""d0_fresh_rs_p40"": 1.0, ""d0_fresh_volume_p40"": 3.0, ""d0_rs_slope5_p70"": 6.708057106025629, ""d0_rank_change3_p50"": 114.0, ""d0_flow_buy_days5_p70"": 4.0, ""d0_trend_eff5_p50"": 0.5314861460957175, ""d0_close_progress3_p50"": 5.966850828729298, ""d1_market_excess_p70"": 0.033209940654632675, ""d1_rs_change_p40"": 0.04062997403032401, ""d1_rank_change_p40"": -22.4, ""d1_flow_p50"": 4943366.0, ""d1_close_location_p30"": 0.43671497584541175, ""d1_upper_shadow_p70"": 0.23815384615384746, ""d3_rs_change_p40"": -2.0465804520160695, ""d3_rank_change_p40"": -73.39999999999999, ""d3_flow_acceleration_p50"": -16293412.410000004, ""d3_trend_eff_p50"": 0.8554216867469907, ""d3_max_drawdown_p30"": -2.645937542246859}"
