policy_family,policy,evaluation_scope,availability,selected_count,selected_dates,eligible_dates,average_selected_per_day,median_selected_per_day,zero_primary_date_rate,coverage,winner_count,winner_rate,neutral_count,neutral_rate,loser_count,loser_rate,loser_rate_wilson_low,loser_rate_wilson_high,safe_rate,winner_dominance,winner_recall,neutral_removal_rate,loser_removal_rate,mean_episode_return,median_episode_return,confirmation_precision,promotion_completed_count,promotion_winner_count,promotion_winner_rate,promotion_neutral_count,promotion_neutral_rate,promotion_loser_count,promotion_loser_rate,promotion_safe_rate,false_confirmation_rate,promotion_delay_median,pre_confirmation_return_mean,pre_confirmation_return_median,post_promotion_mean_return,post_promotion_median_return,late_confirmation_rate,promotion_damage_rate,point_in_time_valid_rate,date_distribution
DAY0,P0_NORMAL_PHASE2_BASELINE,DISCOVERY,AVAILABLE,105,5,5,21.0,20.0,0.0,1.0,7,0.06666666666666667,90,0.8571428571428571,8,0.0761904761904762,0.03911065222971561,0.14318623247977152,0.9238095238095239,0.07216494845360824,1.0,0.0,0.0,3.210741107948848,1.9183168316831756,0.06666666666666667,105,7,0.06666666666666667,90,0.8571428571428571,8,0.0761904761904762,0.9238095238095239,0.9333333333333333,0.0,0.0,0.0,3.210741107948848,1.9183168316831756,0.0,0.0,1.0,"{""2026-06-15"": 50, ""2026-06-16"": 21, ""2026-06-17"": 20, ""2026-06-18"": 9, ""2026-06-22"": 5}"
DAY0,P1_D0_A,DISCOVERY,AVAILABLE,23,5,5,4.6,2.0,0.0,0.21904761904761905,3,0.13043478260869565,16,0.6956521739130435,4,0.17391304347826086,0.0697865351446468,0.3713764781499663,0.8260869565217391,0.15789473684210525,0.42857142857142855,0.8222222222222222,0.5,4.062289211675285,2.8169014084507005,0.13043478260869565,23,3,0.13043478260869565,16,0.6956521739130435,4,0.17391304347826086,0.8260869565217391,0.8695652173913043,0.0,0.0,0.0,4.062289211675285,2.8169014084507005,0.0,0.0,1.0,"{""2026-06-15"": 9, ""2026-06-16"": 2, ""2026-06-17"": 8, ""2026-06-18"": 2, ""2026-06-22"": 2}"
DAY0,P2_D0_B,DISCOVERY,AVAILABLE,22,5,5,4.4,2.0,0.0,0.20952380952380953,3,0.13636363636363635,15,0.6818181818181818,4,0.18181818181818182,0.07306884532528965,0.3851660761507122,0.8181818181818182,0.16666666666666666,0.42857142857142855,0.8333333333333334,0.5,4.432859993254832,3.1253686271734193,0.13636363636363635,22,3,0.13636363636363635,15,0.6818181818181818,4,0.18181818181818182,0.8181818181818182,0.8636363636363636,0.0,0.0,0.0,4.432859993254832,3.1253686271734193,0.0,0.0,1.0,"{""2026-06-15"": 9, ""2026-06-16"": 2, ""2026-06-17"": 7, ""2026-06-18"": 2, ""2026-06-22"": 2}"
DAY0,P3_D0_C,DISCOVERY,AVAILABLE,15,3,5,3.0,1.0,0.4,0.14285714285714285,3,0.2,10,0.6666666666666666,2,0.13333333333333333,0.03736125876428492,0.37881983053980567,0.8666666666666667,0.23076923076923078,0.42857142857142855,0.8888888888888888,0.75,7.394137375878798,4.924242424242431,0.2,15,3,0.2,10,0.6666666666666666,2,0.13333333333333333,0.8666666666666667,0.8,0.0,0.0,0.0,7.394137375878798,4.924242424242431,0.0,0.0,1.0,"{""2026-06-15"": 8, ""2026-06-16"": 0, ""2026-06-17"": 6, ""2026-06-18"": 0, ""2026-06-22"": 1}"
DAY0,P0_NORMAL_PHASE2_BASELINE,VALIDATION,AVAILABLE,39,2,2,19.5,19.5,0.0,1.0,7,0.1794871794871795,25,0.6410256410256411,7,0.1794871794871795,0.08977265424428486,0.3266804579321853,0.8205128205128205,0.21875,1.0,0.0,0.0,3.316726672683989,0.2000000000000001,0.1794871794871795,39,7,0.1794871794871795,25,0.6410256410256411,7,0.1794871794871795,0.8205128205128205,0.8205128205128205,0.0,0.0,0.0,3.316726672683989,0.2000000000000001,0.0,0.0,1.0,"{""2026-06-23"": 20, ""2026-06-24"": 19}"
DAY0,P1_D0_A,VALIDATION,AVAILABLE,16,2,2,8.0,8.0,0.0,0.41025641025641024,3,0.1875,7,0.4375,6,0.375,0.18481232451546453,0.6135895962338866,0.625,0.3,0.42857142857142855,0.72,0.14285714285714285,4.8834097105019705,-1.8667544503811029,0.1875,16,3,0.1875,7,0.4375,6,0.375,0.625,0.8125,0.0,0.0,0.0,4.8834097105019705,-1.8667544503811029,0.0,0.0,1.0,"{""2026-06-23"": 7, ""2026-06-24"": 9}"
DAY0,P2_D0_B,VALIDATION,AVAILABLE,10,2,2,5.0,5.0,0.0,0.2564102564102564,2,0.2,4,0.4,4,0.4,0.1681803285264069,0.6873262320788047,0.6,0.3333333333333333,0.2857142857142857,0.84,0.42857142857142855,3.1449370997606123,-1.8667544503811029,0.2,10,2,0.2,4,0.4,4,0.4,0.6,0.8,0.0,0.0,0.0,3.1449370997606123,-1.8667544503811029,0.0,0.0,1.0,"{""2026-06-23"": 5, ""2026-06-24"": 5}"
DAY0,P3_D0_C,VALIDATION,AVAILABLE,6,2,2,3.0,3.0,0.0,0.15384615384615385,2,0.3333333333333333,1,0.16666666666666666,3,0.5,0.18761630498040816,0.8123836950195918,0.5,0.6666666666666666,0.2857142857142857,0.96,0.5714285714285714,5.235729390647691,-5.15368958498637,0.3333333333333333,6,2,0.3333333333333333,1,0.16666666666666666,3,0.5,0.5,0.6666666666666666,0.0,0.0,0.0,5.235729390647691,-5.15368958498637,0.0,0.0,1.0,"{""2026-06-23"": 4, ""2026-06-24"": 2}"
DAY0,P0_NORMAL_PHASE2_BASELINE,LOCKED_EVALUATION,AVAILABLE,24,2,2,12.0,12.0,0.0,1.0,1,0.041666666666666664,19,0.7916666666666666,4,0.16666666666666666,0.06678676282131818,0.3585307082129004,0.8333333333333334,0.05,1.0,0.0,0.0,-1.2175663999537756,-0.9880290838234607,0.041666666666666664,24,1,0.041666666666666664,19,0.7916666666666666,4,0.16666666666666666,0.8333333333333334,0.9583333333333334,0.0,0.0,0.0,-1.2175663999537756,-0.9880290838234607,0.0,0.0,1.0,"{""2026-06-25"": 14, ""2026-07-01"": 10}"
DAY0,P1_D0_A,LOCKED_EVALUATION,AVAILABLE,15,2,2,7.5,7.5,0.0,0.625,0,0.0,13,0.8666666666666667,2,0.13333333333333333,0.03736125876428492,0.37881983053980567,0.8666666666666667,0.0,0.0,0.3157894736842105,0.5,-1.1415294019479,-0.6696428571428492,0.0,15,0,0.0,13,0.8666666666666667,2,0.13333333333333333,0.8666666666666667,1.0,0.0,0.0,0.0,-1.1415294019479,-0.6696428571428492,,,1.0,"{""2026-06-25"": 9, ""2026-07-01"": 6}"
DAY0,P2_D0_B,LOCKED_EVALUATION,AVAILABLE,11,2,2,5.5,5.5,0.0,0.4583333333333333,0,0.0,9,0.8181818181818182,2,0.18181818181818182,0.051367689278583956,0.47698056435423286,0.8181818181818182,0.0,0.0,0.5263157894736842,0.5,-1.9909596802434122,-0.8177570093457764,0.0,11,0,0.0,9,0.8181818181818182,2,0.18181818181818182,0.8181818181818182,1.0,0.0,0.0,0.0,-1.9909596802434122,-0.8177570093457764,,,1.0,"{""2026-06-25"": 5, ""2026-07-01"": 6}"
DAY0,P3_D0_C,LOCKED_EVALUATION,AVAILABLE,4,1,2,2.0,2.0,0.5,0.16666666666666666,0,0.0,3,0.75,1,0.25,0.04558726029536886,0.6993581599030918,0.75,0.0,0.0,0.8421052631578947,0.75,-3.4334101169981,-1.1901285046728882,0.0,4,0,0.0,3,0.75,1,0.25,0.75,1.0,0.0,0.0,0.0,-3.4334101169981,-1.1901285046728882,,,1.0,"{""2026-06-25"": 0, ""2026-07-01"": 4}"
DAY0,P0_NORMAL_PHASE2_BASELINE,ALL_NORMAL_A,AVAILABLE,168,9,9,18.666666666666668,19.0,0.0,1.0,15,0.08928571428571429,134,0.7976190476190477,19,0.1130952380952381,0.07360824777409578,0.1698804839539041,0.8869047619047619,0.10067114093959731,1.0,0.0,0.0,2.60272954149056,1.4524020414188654,0.08928571428571429,168,15,0.08928571428571429,134,0.7976190476190477,19,0.1130952380952381,0.8869047619047619,0.9107142857142857,0.0,0.0,0.0,2.60272954149056,1.4524020414188654,0.0,0.0,1.0,"{""2026-06-15"": 50, ""2026-06-16"": 21, ""2026-06-17"": 20, ""2026-06-18"": 9, ""2026-06-22"": 5, ""2026-06-23"": 20, ""2026-06-24"": 19, ""2026-06-25"": 14, ""2026-07-01"": 10}"
DAY0,P1_D0_A,ALL_NORMAL_A,AVAILABLE,54,9,9,6.0,7.0,0.0,0.32142857142857145,6,0.1111111111111111,36,0.6666666666666666,12,0.2222222222222222,0.13195416512439617,0.3493867176917355,0.7777777777777778,0.14285714285714285,0.4,0.7313432835820896,0.3684210526315789,2.8600790038397133,-0.22866280045500392,0.1111111111111111,54,6,0.1111111111111111,36,0.6666666666666666,12,0.2222222222222222,0.7777777777777778,0.8888888888888888,0.0,0.0,0.0,2.8600790038397133,-0.22866280045500392,0.0,0.0,1.0,"{""2026-06-15"": 9, ""2026-06-16"": 2, ""2026-06-17"": 8, ""2026-06-18"": 2, ""2026-06-22"": 2, ""2026-06-23"": 7, ""2026-06-24"": 9, ""2026-06-25"": 9, ""2026-07-01"": 6}"
