stock_id,stock_name,episode_start_date,dataset,normal_subregime,production_market_regime,market_path_state,entry_close,episode_return_day0_to_day10,episode_outcome,future_trade_date_10d,maturity_status,data_status
7799,禾榮科,2026-06-24,A,RANGE_NORMAL,VOLATILE_RANGE,NORMAL,413.0,7.021791767554486,NEUTRAL,2026-07-08,MATURED,RECONSTRUCTED_NOT_PRODUCTION_EXACT
4119,旭富,2026-06-24,A,RANGE_NORMAL,VOLATILE_RANGE,NORMAL,44.25,1.1299435028248483,NEUTRAL,2026-07-08,MATURED,RECONSTRUCTED_NOT_PRODUCTION_EXACT
4164,承業醫,2026-06-24,A,RANGE_NORMAL,VOLATILE_RANGE,NORMAL,30.55,-5.237315875613757,NEUTRAL,2026-07-08,MATURED,RECONSTRUCTED_NOT_PRODUCTION_EXACT
2910,統領,2026-06-24,A,RANGE_NORMAL,VOLATILE_RANGE,NORMAL,22.7,-3.3039647577092546,NEUTRAL,2026-07-08,MATURED,RECONSTRUCTED_NOT_PRODUCTION_EXACT
6505,台塑化,2026-06-24,A,RANGE_NORMAL,VOLATILE_RANGE,NORMAL,55.2,7.608695652173902,NEUTRAL,2026-07-08,MATURED,RECONSTRUCTED_NOT_PRODUCTION_EXACT
9944,新麗,2026-06-24,A,RANGE_NORMAL,VOLATILE_RANGE,NORMAL,17.85,0.0,NEUTRAL,2026-07-08,MATURED,RECONSTRUCTED_NOT_PRODUCTION_EXACT
1234,黑松,2026-06-24,A,RANGE_NORMAL,VOLATILE_RANGE,NORMAL,35.15,-5.832147937411092,NEUTRAL,2026-07-08,MATURED,RECONSTRUCTED_NOT_PRODUCTION_EXACT
Plastics,塑膠類指數,2026-06-24,A,RANGE_NORMAL,VOLATILE_RANGE,NORMAL,285.32,13.321884200196266,WINNER,2026-07-08,MATURED,RECONSTRUCTED_NOT_PRODUCTION_EXACT
2352,佳世達,2026-06-24,A,RANGE_NORMAL,VOLATILE_RANGE,NORMAL,30.6,12.418300653594772,WINNER,2026-07-08,MATURED,RECONSTRUCTED_NOT_PRODUCTION_EXACT
4306,炎洲,2026-06-25,A,RANGE_NORMAL,VOLATILE_RANGE,NORMAL,15.9,-2.515723270440251,NEUTRAL,2026-07-09,MATURED,RECONSTRUCTED_NOT_PRODUCTION_EXACT
1709,和益,2026-06-25,A,RANGE_NORMAL,VOLATILE_RANGE,NORMAL,21.4,14.018691588785035,WINNER,2026-07-09,MATURED,RECONSTRUCTED_NOT_PRODUCTION_EXACT
5880,合庫金,2026-06-25,A,RANGE_NORMAL,VOLATILE_RANGE,NORMAL,25.1,0.1992031872509736,NEUTRAL,2026-07-09,MATURED,RECONSTRUCTED_NOT_PRODUCTION_EXACT
8464,億豐,2026-06-25,A,RANGE_NORMAL,VOLATILE_RANGE,NORMAL,355.5,1.265822784810133,NEUTRAL,2026-07-09,MATURED,RECONSTRUCTED_NOT_PRODUCTION_EXACT
1776,展宇,2026-06-25,A,RANGE_NORMAL,VOLATILE_RANGE,NORMAL,19.95,-2.0050125313283096,NEUTRAL,2026-07-09,MATURED,RECONSTRUCTED_NOT_PRODUCTION_EXACT
1725,元禎,2026-06-25,A,RANGE_NORMAL,VOLATILE_RANGE,NORMAL,35.05,-9.843081312410828,LOSER,2026-07-09,MATURED,RECONSTRUCTED_NOT_PRODUCTION_EXACT
2458,義隆,2026-06-25,A,RANGE_NORMAL,VOLATILE_RANGE,NORMAL,180.0,1.9444444444444375,NEUTRAL,2026-07-09,MATURED,RECONSTRUCTED_NOT_PRODUCTION_EXACT
2103,台橡,2026-06-25,A,RANGE_NORMAL,VOLATILE_RANGE,NORMAL,21.45,7.459207459207473,NEUTRAL,2026-07-09,MATURED,RECONSTRUCTED_NOT_PRODUCTION_EXACT
00674R,期元大S&P黃金反1,2026-06-25,A,RANGE_NORMAL,VOLATILE_RANGE,NORMAL,30.82,-1.9792342634652793,NEUTRAL,2026-07-09,MATURED,RECONSTRUCTED_NOT_PRODUCTION_EXACT
1313,聯成,2026-06-25,A,RANGE_NORMAL,VOLATILE_RANGE,NORMAL,12.55,-0.3984063745020028,NEUTRAL,2026-07-09,MATURED,RECONSTRUCTED_NOT_PRODUCTION_EXACT
3591,艾笛森,2026-06-25,A,RANGE_NORMAL,VOLATILE_RANGE,NORMAL,27.25,-6.238532110091743,LOSER,2026-07-09,MATURED,RECONSTRUCTED_NOT_PRODUCTION_EXACT
6582,申豐,2026-06-25,A,RANGE_NORMAL,VOLATILE_RANGE,NORMAL,32.9,-0.3039513677811634,NEUTRAL,2026-07-09,MATURED,RECONSTRUCTED_NOT_PRODUCTION_EXACT
2107,厚生,2026-06-25,A,RANGE_NORMAL,VOLATILE_RANGE,NORMAL,25.9,-1.1583011583011449,NEUTRAL,2026-07-09,MATURED,RECONSTRUCTED_NOT_PRODUCTION_EXACT
4414,如興,2026-06-25,A,RANGE_NORMAL,VOLATILE_RANGE,NORMAL,8.6,1.5116279069767424,NEUTRAL,2026-07-09,MATURED,RECONSTRUCTED_NOT_PRODUCTION_EXACT
2345,智邦,2026-07-01,A,RANGE_NORMAL,VOLATILE_RANGE,NORMAL,2660.0,-12.781954887218047,LOSER,2026-07-16,MATURED,RECONSTRUCTED_NOT_PRODUCTION_EXACT
9935,慶豐富,2026-07-01,A,RANGE_NORMAL,VOLATILE_RANGE,NORMAL,19.7,-4.822335025380708,NEUTRAL,2026-07-16,MATURED,RECONSTRUCTED_NOT_PRODUCTION_EXACT
8466,美吉吉-KY,2026-07-01,A,RANGE_NORMAL,VOLATILE_RANGE,NORMAL,17.5,1.4285714285714235,NEUTRAL,2026-07-16,MATURED,RECONSTRUCTED_NOT_PRODUCTION_EXACT
2528,皇普,2026-07-01,A,RANGE_NORMAL,VOLATILE_RANGE,NORMAL,22.4,-0.6696428571428492,NEUTRAL,2026-07-16,MATURED,RECONSTRUCTED_NOT_PRODUCTION_EXACT
00938,凱基優選30,2026-07-01,A,RANGE_NORMAL,VOLATILE_RANGE,NORMAL,24.39,1.0660106601065866,NEUTRAL,2026-07-16,MATURED,RECONSTRUCTED_NOT_PRODUCTION_EXACT
00643,群益深証中小,2026-07-01,A,RANGE_NORMAL,VOLATILE_RANGE,NORMAL,20.84,-4.270633397312862,NEUTRAL,2026-07-16,MATURED,RECONSTRUCTED_NOT_PRODUCTION_EXACT
3605,宏致,2026-07-01,A,RANGE_NORMAL,VOLATILE_RANGE,NORMAL,85.6,-0.8177570093457764,NEUTRAL,2026-07-16,MATURED,RECONSTRUCTED_NOT_PRODUCTION_EXACT
2429,銘旺科,2026-07-01,A,RANGE_NORMAL,VOLATILE_RANGE,NORMAL,48.0,-1.5625,NEUTRAL,2026-07-16,MATURED,RECONSTRUCTED_NOT_PRODUCTION_EXACT
00728,第一金工業30,2026-07-01,A,RANGE_NORMAL,VOLATILE_RANGE,NORMAL,66.05,-2.4981074943224657,NEUTRAL,2026-07-16,MATURED,RECONSTRUCTED_NOT_PRODUCTION_EXACT
2433,互盛電,2026-07-01,A,RANGE_NORMAL,VOLATILE_RANGE,NORMAL,44.8,-6.249999999999989,LOSER,2026-07-16,MATURED,RECONSTRUCTED_NOT_PRODUCTION_EXACT
