stock_id,stock_name,episode_start_date,dataset,normal_subregime,production_market_regime,market_path_state,entry_close,episode_return_day0_to_day10,episode_outcome,future_trade_date_10d,maturity_status,data_status
1529,樂事綠能,2026-06-23,A,RANGE_NORMAL,VOLATILE_RANGE,NORMAL,22.95,-1.7429193899782036,NEUTRAL,2026-07-07,MATURED,RECONSTRUCTED_NOT_PRODUCTION_EXACT
9940,信義,2026-06-23,A,RANGE_NORMAL,VOLATILE_RANGE,NORMAL,19.25,2.0779220779220786,NEUTRAL,2026-07-07,MATURED,RECONSTRUCTED_NOT_PRODUCTION_EXACT
8046,南電,2026-06-23,A,RANGE_NORMAL,VOLATILE_RANGE,NORMAL,909.0,13.311331133113312,WINNER,2026-07-07,MATURED,RECONSTRUCTED_NOT_PRODUCTION_EXACT
9930,中聯資源,2026-06-23,A,RANGE_NORMAL,VOLATILE_RANGE,NORMAL,70.1,-9.985734664764612,LOSER,2026-07-07,MATURED,RECONSTRUCTED_NOT_PRODUCTION_EXACT
1437,勤益控,2026-06-23,A,RANGE_NORMAL,VOLATILE_RANGE,NORMAL,30.05,2.4958402662229595,NEUTRAL,2026-07-07,MATURED,RECONSTRUCTED_NOT_PRODUCTION_EXACT
3712,永崴投控,2026-06-23,A,RANGE_NORMAL,VOLATILE_RANGE,NORMAL,17.95,-2.228412256267398,NEUTRAL,2026-07-07,MATURED,RECONSTRUCTED_NOT_PRODUCTION_EXACT
1535,中宇,2026-06-23,A,RANGE_NORMAL,VOLATILE_RANGE,NORMAL,50.0,0.2000000000000001,NEUTRAL,2026-07-07,MATURED,RECONSTRUCTED_NOT_PRODUCTION_EXACT
3588,通嘉,2026-06-24,A,RANGE_NORMAL,VOLATILE_RANGE,NORMAL,75.9,-10.408432147562586,LOSER,2026-07-08,MATURED,RECONSTRUCTED_NOT_PRODUCTION_EXACT
1216,統一,2026-06-24,A,RANGE_NORMAL,VOLATILE_RANGE,NORMAL,75.1,4.6604527296937315,NEUTRAL,2026-07-08,MATURED,RECONSTRUCTED_NOT_PRODUCTION_EXACT
1310,台苯,2026-06-24,A,RANGE_NORMAL,VOLATILE_RANGE,NORMAL,9.93,11.278952668680777,NEUTRAL,2026-07-08,MATURED,RECONSTRUCTED_NOT_PRODUCTION_EXACT
1236,宏亞,2026-06-24,A,RANGE_NORMAL,VOLATILE_RANGE,NORMAL,25.8,1.9379844961240345,NEUTRAL,2026-07-08,MATURED,RECONSTRUCTED_NOT_PRODUCTION_EXACT
6909,創控,2026-06-24,A,RANGE_NORMAL,VOLATILE_RANGE,NORMAL,60.4,-12.74834437086092,LOSER,2026-07-08,MATURED,RECONSTRUCTED_NOT_PRODUCTION_EXACT
4169,泰宗,2026-06-24,A,RANGE_NORMAL,VOLATILE_RANGE,NORMAL,193.0,44.55958549222798,WINNER,2026-07-08,MATURED,RECONSTRUCTED_NOT_PRODUCTION_EXACT
2539,櫻花建,2026-06-24,A,RANGE_NORMAL,VOLATILE_RANGE,NORMAL,39.1,0.127877237851659,NEUTRAL,2026-07-08,MATURED,RECONSTRUCTED_NOT_PRODUCTION_EXACT
1315,達新,2026-06-24,A,RANGE_NORMAL,VOLATILE_RANGE,NORMAL,62.3,2.4077046548956593,NEUTRAL,2026-07-08,MATURED,RECONSTRUCTED_NOT_PRODUCTION_EXACT
1475,業旺,2026-06-24,A,RANGE_NORMAL,VOLATILE_RANGE,NORMAL,27.0,0.7407407407407307,NEUTRAL,2026-07-08,MATURED,RECONSTRUCTED_NOT_PRODUCTION_EXACT
1449,佳和,2026-06-24,A,RANGE_NORMAL,VOLATILE_RANGE,NORMAL,14.95,-6.688963210702337,LOSER,2026-07-08,MATURED,RECONSTRUCTED_NOT_PRODUCTION_EXACT
