stock_id,stock_name,episode_start_date,evaluation_date,dataset,production_market_regime,market_path_state,normal_winner_enrichment_eligible,day0_state,day1_state,day3_state,episode_outcome,promotion_outcome,maturity_status,selection_use,point_in_time_valid
00709,富邦歐洲,2026-07-22,2026-07-22,C,RISK_OFF,RISK_OFF,False,EXCLUDED_NON_NORMAL_PHASE3G_SURVIVAL_DOMAIN,,,,,PENDING_FORWARD,EXCLUDED_FROM_THRESHOLD_AND_POLICY_SELECTION,True
00710B,復華彭博非投等債,2026-07-22,2026-07-22,C,RISK_OFF,RISK_OFF,False,EXCLUDED_NON_NORMAL_PHASE3G_SURVIVAL_DOMAIN,,,,,PENDING_FORWARD,EXCLUDED_FROM_THRESHOLD_AND_POLICY_SELECTION,True
00752,中信中國50,2026-07-22,2026-07-22,C,RISK_OFF,RISK_OFF,False,EXCLUDED_NON_NORMAL_PHASE3G_SURVIVAL_DOMAIN,,,,,PENDING_FORWARD,EXCLUDED_FROM_THRESHOLD_AND_POLICY_SELECTION,True
00763U,期街口道瓊銅,2026-07-22,2026-07-22,C,RISK_OFF,RISK_OFF,False,EXCLUDED_NON_NORMAL_PHASE3G_SURVIVAL_DOMAIN,,,,,PENDING_FORWARD,EXCLUDED_FROM_THRESHOLD_AND_POLICY_SELECTION,True
00917,中信特選金融,2026-07-22,2026-07-22,C,RISK_OFF,RISK_OFF,False,EXCLUDED_NON_NORMAL_PHASE3G_SURVIVAL_DOMAIN,,,,,PENDING_FORWARD,EXCLUDED_FROM_THRESHOLD_AND_POLICY_SELECTION,True
00924,復華S&P500成長,2026-07-22,2026-07-22,C,RISK_OFF,RISK_OFF,False,EXCLUDED_NON_NORMAL_PHASE3G_SURVIVAL_DOMAIN,,,,,PENDING_FORWARD,EXCLUDED_FROM_THRESHOLD_AND_POLICY_SELECTION,True
00926,凱基全球菁英55,2026-07-22,2026-07-22,C,RISK_OFF,RISK_OFF,False,EXCLUDED_NON_NORMAL_PHASE3G_SURVIVAL_DOMAIN,,,,,PENDING_FORWARD,EXCLUDED_FROM_THRESHOLD_AND_POLICY_SELECTION,True
00945B,凱基美國非投等債,2026-07-22,2026-07-22,C,RISK_OFF,RISK_OFF,False,EXCLUDED_NON_NORMAL_PHASE3G_SURVIVAL_DOMAIN,,,,,PENDING_FORWARD,EXCLUDED_FROM_THRESHOLD_AND_POLICY_SELECTION,True
00953B,群益優選非投等債,2026-07-22,2026-07-22,C,RISK_OFF,RISK_OFF,False,EXCLUDED_NON_NORMAL_PHASE3G_SURVIVAL_DOMAIN,,,,,PENDING_FORWARD,EXCLUDED_FROM_THRESHOLD_AND_POLICY_SELECTION,True
00956,中信日經高股息,2026-07-22,2026-07-22,C,RISK_OFF,RISK_OFF,False,EXCLUDED_NON_NORMAL_PHASE3G_SURVIVAL_DOMAIN,,,,,PENDING_FORWARD,EXCLUDED_FROM_THRESHOLD_AND_POLICY_SELECTION,True
00960,野村全球航運龍頭,2026-07-22,2026-07-22,C,RISK_OFF,RISK_OFF,False,EXCLUDED_NON_NORMAL_PHASE3G_SURVIVAL_DOMAIN,,,,,PENDING_FORWARD,EXCLUDED_FROM_THRESHOLD_AND_POLICY_SELECTION,True
00961,FT臺灣永續高息,2026-07-22,2026-07-22,C,RISK_OFF,RISK_OFF,False,EXCLUDED_NON_NORMAL_PHASE3G_SURVIVAL_DOMAIN,,,,,PENDING_FORWARD,EXCLUDED_FROM_THRESHOLD_AND_POLICY_SELECTION,True
00972,野村日本動能高息,2026-07-22,2026-07-22,C,RISK_OFF,RISK_OFF,False,EXCLUDED_NON_NORMAL_PHASE3G_SURVIVAL_DOMAIN,,,,,PENDING_FORWARD,EXCLUDED_FROM_THRESHOLD_AND_POLICY_SELECTION,True
009810,玉山全球藍籌100,2026-07-22,2026-07-22,C,RISK_OFF,RISK_OFF,False,EXCLUDED_NON_NORMAL_PHASE3G_SURVIVAL_DOMAIN,,,,,PENDING_FORWARD,EXCLUDED_FROM_THRESHOLD_AND_POLICY_SELECTION,True
009811,統一美國50,2026-07-22,2026-07-22,C,RISK_OFF,RISK_OFF,False,EXCLUDED_NON_NORMAL_PHASE3G_SURVIVAL_DOMAIN,,,,,PENDING_FORWARD,EXCLUDED_FROM_THRESHOLD_AND_POLICY_SELECTION,True
009813,貝萊德標普卓越50,2026-07-22,2026-07-22,C,RISK_OFF,RISK_OFF,False,EXCLUDED_NON_NORMAL_PHASE3G_SURVIVAL_DOMAIN,,,,,PENDING_FORWARD,EXCLUDED_FROM_THRESHOLD_AND_POLICY_SELECTION,True
009817,國泰日本不動產,2026-07-22,2026-07-22,C,RISK_OFF,RISK_OFF,False,EXCLUDED_NON_NORMAL_PHASE3G_SURVIVAL_DOMAIN,,,,,PENDING_FORWARD,EXCLUDED_FROM_THRESHOLD_AND_POLICY_SELECTION,True
1463,強盛新,2026-07-22,2026-07-22,C,RISK_OFF,RISK_OFF,False,EXCLUDED_NON_NORMAL_PHASE3G_SURVIVAL_DOMAIN,,,,,PENDING_FORWARD,EXCLUDED_FROM_THRESHOLD_AND_POLICY_SELECTION,True
3665,貿聯-KY,2026-07-22,2026-07-22,C,RISK_OFF,RISK_OFF,False,EXCLUDED_NON_NORMAL_PHASE3G_SURVIVAL_DOMAIN,,,,,PENDING_FORWARD,EXCLUDED_FROM_THRESHOLD_AND_POLICY_SELECTION,True
3669,圓展,2026-07-22,2026-07-22,C,RISK_OFF,RISK_OFF,False,EXCLUDED_NON_NORMAL_PHASE3G_SURVIVAL_DOMAIN,,,,,PENDING_FORWARD,EXCLUDED_FROM_THRESHOLD_AND_POLICY_SELECTION,True
00640L,富邦日本正2,2026-07-23,2026-07-23,C,RISK_OFF,RISK_OFF,False,EXCLUDED_NON_NORMAL_PHASE3G_SURVIVAL_DOMAIN,,,,,PENDING_FORWARD,EXCLUDED_FROM_THRESHOLD_AND_POLICY_SELECTION,True
00650L,復華香港正2,2026-07-23,2026-07-23,C,RISK_OFF,RISK_OFF,False,EXCLUDED_NON_NORMAL_PHASE3G_SURVIVAL_DOMAIN,,,,,PENDING_FORWARD,EXCLUDED_FROM_THRESHOLD_AND_POLICY_SELECTION,True
00882,中信中國高股息,2026-07-23,2026-07-23,C,RISK_OFF,RISK_OFF,False,EXCLUDED_NON_NORMAL_PHASE3G_SURVIVAL_DOMAIN,,,,,PENDING_FORWARD,EXCLUDED_FROM_THRESHOLD_AND_POLICY_SELECTION,True
1325,恆大,2026-07-23,2026-07-23,C,RISK_OFF,RISK_OFF,False,EXCLUDED_NON_NORMAL_PHASE3G_SURVIVAL_DOMAIN,,,,,PENDING_FORWARD,EXCLUDED_FROM_THRESHOLD_AND_POLICY_SELECTION,True
1418,東華,2026-07-23,2026-07-23,C,RISK_OFF,RISK_OFF,False,EXCLUDED_NON_NORMAL_PHASE3G_SURVIVAL_DOMAIN,,,,,PENDING_FORWARD,EXCLUDED_FROM_THRESHOLD_AND_POLICY_SELECTION,True
6504,南六,2026-07-23,2026-07-23,C,RISK_OFF,RISK_OFF,False,EXCLUDED_NON_NORMAL_PHASE3G_SURVIVAL_DOMAIN,,,,,PENDING_FORWARD,EXCLUDED_FROM_THRESHOLD_AND_POLICY_SELECTION,True
8271,宇瞻,2026-07-23,2026-07-23,C,RISK_OFF,RISK_OFF,False,EXCLUDED_NON_NORMAL_PHASE3G_SURVIVAL_DOMAIN,,,,,PENDING_FORWARD,EXCLUDED_FROM_THRESHOLD_AND_POLICY_SELECTION,True
00681R,元大美債20反1,2026-07-24,2026-07-24,C,RISK_OFF,RISK_OFF,False,EXCLUDED_NON_NORMAL_PHASE3G_SURVIVAL_DOMAIN,,,,,PENDING_FORWARD,EXCLUDED_FROM_THRESHOLD_AND_POLICY_SELECTION,True
2002,中鋼,2026-07-24,2026-07-24,C,RISK_OFF,RISK_OFF,False,EXCLUDED_NON_NORMAL_PHASE3G_SURVIVAL_DOMAIN,,,,,PENDING_FORWARD,EXCLUDED_FROM_THRESHOLD_AND_POLICY_SELECTION,True
2385,群光,2026-07-24,2026-07-24,C,RISK_OFF,RISK_OFF,False,EXCLUDED_NON_NORMAL_PHASE3G_SURVIVAL_DOMAIN,,,,,PENDING_FORWARD,EXCLUDED_FROM_THRESHOLD_AND_POLICY_SELECTION,True
2605,新興,2026-07-24,2026-07-24,C,RISK_OFF,RISK_OFF,False,EXCLUDED_NON_NORMAL_PHASE3G_SURVIVAL_DOMAIN,,,,,PENDING_FORWARD,EXCLUDED_FROM_THRESHOLD_AND_POLICY_SELECTION,True
2609,陽明,2026-07-24,2026-07-24,C,RISK_OFF,RISK_OFF,False,EXCLUDED_NON_NORMAL_PHASE3G_SURVIVAL_DOMAIN,,,,,PENDING_FORWARD,EXCLUDED_FROM_THRESHOLD_AND_POLICY_SELECTION,True
2616,山隆,2026-07-24,2026-07-24,C,RISK_OFF,RISK_OFF,False,EXCLUDED_NON_NORMAL_PHASE3G_SURVIVAL_DOMAIN,,,,,PENDING_FORWARD,EXCLUDED_FROM_THRESHOLD_AND_POLICY_SELECTION,True
2701,萬企,2026-07-24,2026-07-24,C,RISK_OFF,RISK_OFF,False,EXCLUDED_NON_NORMAL_PHASE3G_SURVIVAL_DOMAIN,,,,,PENDING_FORWARD,EXCLUDED_FROM_THRESHOLD_AND_POLICY_SELECTION,True
2712,遠雄來,2026-07-24,2026-07-24,C,RISK_OFF,RISK_OFF,False,EXCLUDED_NON_NORMAL_PHASE3G_SURVIVAL_DOMAIN,,,,,PENDING_FORWARD,EXCLUDED_FROM_THRESHOLD_AND_POLICY_SELECTION,True
7765,中華資安,2026-07-24,2026-07-24,C,RISK_OFF,RISK_OFF,False,EXCLUDED_NON_NORMAL_PHASE3G_SURVIVAL_DOMAIN,,,,,PENDING_FORWARD,EXCLUDED_FROM_THRESHOLD_AND_POLICY_SELECTION,True
9919,康那香,2026-07-24,2026-07-24,C,RISK_OFF,RISK_OFF,False,EXCLUDED_NON_NORMAL_PHASE3G_SURVIVAL_DOMAIN,,,,,PENDING_FORWARD,EXCLUDED_FROM_THRESHOLD_AND_POLICY_SELECTION,True
