unit,stock_id,episode_start_date,confirmation_date,feature_as_of_date,max_source_date,promotion_reference_close,point_in_time_valid,future_feature_used,outcome_used_in_decision,audit_status
DAY1,0053,2026-06-16,2026-06-17,2026-06-17,2026-06-17,242.0,True,False,False,POINT_IN_TIME_VALID
DAY1,00881,2026-06-16,2026-06-17,2026-06-17,2026-06-17,54.95,True,False,False,POINT_IN_TIME_VALID
DAY1,009816,2026-06-16,2026-06-17,2026-06-17,2026-06-17,15.55,True,False,False,POINT_IN_TIME_VALID
DAY1,1456,2026-06-16,2026-06-17,2026-06-17,2026-06-17,15.15,True,False,False,POINT_IN_TIME_VALID
DAY1,00851,2026-06-16,2026-06-17,2026-06-17,2026-06-17,73.25,True,False,False,POINT_IN_TIME_VALID
DAY1,00911,2026-06-16,2026-06-17,2026-06-17,2026-06-17,64.95,True,False,False,POINT_IN_TIME_VALID
DAY1,00983A,2026-06-16,2026-06-17,2026-06-17,2026-06-17,11.88,True,False,False,POINT_IN_TIME_VALID
DAY1,00989A,2026-06-16,2026-06-17,2026-06-17,2026-06-17,18.02,True,False,False,POINT_IN_TIME_VALID
DAY1,009809,2026-06-16,2026-06-17,2026-06-17,2026-06-17,17.38,True,False,False,POINT_IN_TIME_VALID
DAY1,00898,2026-06-16,2026-06-17,2026-06-17,2026-06-17,8.39,True,False,False,POINT_IN_TIME_VALID
DAY1,00893,2026-06-16,2026-06-17,2026-06-17,2026-06-17,46.63,True,False,False,POINT_IN_TIME_VALID
DAY1,0052,2026-06-16,2026-06-17,2026-06-17,2026-06-17,62.15,True,False,False,POINT_IN_TIME_VALID
DAY1,00922,2026-06-16,2026-06-17,2026-06-17,2026-06-17,40.61,True,False,False,POINT_IN_TIME_VALID
DAY1,0057,2026-06-16,2026-06-17,2026-06-17,2026-06-17,313.65,True,False,False,POINT_IN_TIME_VALID
DAY1,00980A,2026-06-16,2026-06-17,2026-06-17,2026-06-17,24.69,True,False,False,POINT_IN_TIME_VALID
DAY1,00995A,2026-06-16,2026-06-17,2026-06-17,2026-06-17,18.03,True,False,False,POINT_IN_TIME_VALID
DAY1,2340,2026-06-16,2026-06-17,2026-06-17,2026-06-17,38.5,True,False,False,POINT_IN_TIME_VALID
DAY1,1515,2026-06-17,2026-06-18,2026-06-18,2026-06-18,25.9,True,False,False,POINT_IN_TIME_VALID
DAY1,7786,2026-06-17,2026-06-18,2026-06-18,2026-06-18,130.0,True,False,False,POINT_IN_TIME_VALID
DAY1,9136,2026-06-17,2026-06-18,2026-06-18,2026-06-18,16.7,True,False,False,POINT_IN_TIME_VALID
DAY1,5469,2026-06-17,2026-06-18,2026-06-18,2026-06-18,86.8,True,False,False,POINT_IN_TIME_VALID
DAY1,2460,2026-06-17,2026-06-18,2026-06-18,2026-06-18,34.8,True,False,False,POINT_IN_TIME_VALID
DAY1,2489,2026-06-17,2026-06-18,2026-06-18,2026-06-18,48.15,True,False,False,POINT_IN_TIME_VALID
DAY1,4722,2026-06-17,2026-06-18,2026-06-18,2026-06-18,277.5,True,False,False,POINT_IN_TIME_VALID
DAY1,6213,2026-06-17,2026-06-18,2026-06-18,2026-06-18,280.0,True,False,False,POINT_IN_TIME_VALID
DAY1,2611,2026-06-17,2026-06-18,2026-06-18,2026-06-18,14.0,True,False,False,POINT_IN_TIME_VALID
DAY1,7795,2026-06-17,2026-06-18,2026-06-18,2026-06-18,410.0,True,False,False,POINT_IN_TIME_VALID
DAY1,1301,2026-06-17,2026-06-18,2026-06-18,2026-06-18,51.7,True,False,False,POINT_IN_TIME_VALID
DAY1,1802,2026-06-17,2026-06-18,2026-06-18,2026-06-18,71.3,True,False,False,POINT_IN_TIME_VALID
DAY1,1541,2026-06-17,2026-06-18,2026-06-18,2026-06-18,22.0,True,False,False,POINT_IN_TIME_VALID
DAY1,00403A,2026-06-17,2026-06-18,2026-06-18,2026-06-18,11.03,True,False,False,POINT_IN_TIME_VALID
DAY1,6472,2026-06-17,2026-06-18,2026-06-18,2026-06-18,422.5,True,False,False,POINT_IN_TIME_VALID
DAY1,1531,2026-06-17,2026-06-18,2026-06-18,2026-06-18,12.9,True,False,False,POINT_IN_TIME_VALID
DAY1,3535,2026-06-17,2026-06-18,2026-06-18,2026-06-18,134.0,True,False,False,POINT_IN_TIME_VALID
DAY1,2402,2026-06-17,2026-06-18,2026-06-18,2026-06-18,70.0,True,False,False,POINT_IN_TIME_VALID
DAY1,1465,2026-06-17,2026-06-18,2026-06-18,2026-06-18,12.5,True,False,False,POINT_IN_TIME_VALID
DAY1,8039,2026-06-17,2026-06-18,2026-06-18,2026-06-18,145.5,True,False,False,POINT_IN_TIME_VALID
DAY1,0051,2026-06-18,2026-06-22,2026-06-22,2026-06-22,151.5,True,False,False,POINT_IN_TIME_VALID
DAY1,00946,2026-06-18,2026-06-22,2026-06-22,2026-06-22,15.85,True,False,False,POINT_IN_TIME_VALID
DAY1,00733,2026-06-18,2026-06-22,2026-06-22,2026-06-22,80.35,True,False,False,POINT_IN_TIME_VALID
DAY1,009803,2026-06-18,2026-06-22,2026-06-22,2026-06-22,22.72,True,False,False,POINT_IN_TIME_VALID
DAY1,009808,2026-06-18,2026-06-22,2026-06-22,2026-06-22,33.02,True,False,False,POINT_IN_TIME_VALID
DAY1,00896,2026-06-18,2026-06-22,2026-06-22,2026-06-22,28.55,True,False,False,POINT_IN_TIME_VALID
DAY1,00993A,2026-06-18,2026-06-22,2026-06-22,2026-06-22,14.64,True,False,False,POINT_IN_TIME_VALID
DAY1,00762,2026-06-18,2026-06-22,2026-06-22,2026-06-22,123.15,True,False,False,POINT_IN_TIME_VALID
DAY1,00982A,2026-06-18,2026-06-22,2026-06-22,2026-06-22,25.45,True,False,False,POINT_IN_TIME_VALID
DAY1,1905,2026-06-22,2026-06-23,2026-06-23,2026-06-23,16.75,True,False,False,POINT_IN_TIME_VALID
DAY1,2415,2026-06-22,2026-06-23,2026-06-23,2026-06-23,30.2,True,False,False,POINT_IN_TIME_VALID
DAY1,8072,2026-06-22,2026-06-23,2026-06-23,2026-06-23,30.6,True,False,False,POINT_IN_TIME_VALID
DAY1,6919,2026-06-22,2026-06-23,2026-06-23,2026-06-23,108.0,True,False,False,POINT_IN_TIME_VALID
DAY1,00639,2026-06-22,2026-06-23,2026-06-23,2026-06-23,18.56,True,False,False,POINT_IN_TIME_VALID
DAY1,6573,2026-06-23,2026-06-24,2026-06-24,2026-06-24,21.5,True,False,False,POINT_IN_TIME_VALID
DAY1,5283,2026-06-23,2026-06-24,2026-06-24,2026-06-24,57.5,True,False,False,POINT_IN_TIME_VALID
DAY1,6715,2026-06-23,2026-06-24,2026-06-24,2026-06-24,513.0,True,False,False,POINT_IN_TIME_VALID
DAY1,2832,2026-06-23,2026-06-24,2026-06-24,2026-06-24,56.0,True,False,False,POINT_IN_TIME_VALID
DAY1,6243,2026-06-23,2026-06-24,2026-06-24,2026-06-24,45.65,True,False,False,POINT_IN_TIME_VALID
DAY1,3530,2026-06-23,2026-06-24,2026-06-24,2026-06-24,73.2,True,False,False,POINT_IN_TIME_VALID
DAY1,2634,2026-06-23,2026-06-24,2026-06-24,2026-06-24,49.3,True,False,False,POINT_IN_TIME_VALID
DAY1,2466,2026-06-23,2026-06-24,2026-06-24,2026-06-24,59.0,True,False,False,POINT_IN_TIME_VALID
DAY1,2330,2026-06-23,2026-06-24,2026-06-24,2026-06-24,2390.0,True,False,False,POINT_IN_TIME_VALID
DAY1,2646,2026-06-23,2026-06-24,2026-06-24,2026-06-24,21.7,True,False,False,POINT_IN_TIME_VALID
DAY1,6257,2026-06-23,2026-06-24,2026-06-24,2026-06-24,242.5,True,False,False,POINT_IN_TIME_VALID
DAY1,2399,2026-06-23,2026-06-24,2026-06-24,2026-06-24,54.3,True,False,False,POINT_IN_TIME_VALID
DAY1,8438,2026-06-23,2026-06-24,2026-06-24,2026-06-24,97.1,True,False,False,POINT_IN_TIME_VALID
DAY1,1529,2026-06-23,2026-06-24,2026-06-24,2026-06-24,22.75,True,False,False,POINT_IN_TIME_VALID
DAY1,9940,2026-06-23,2026-06-24,2026-06-24,2026-06-24,19.2,True,False,False,POINT_IN_TIME_VALID
DAY1,8046,2026-06-23,2026-06-24,2026-06-24,2026-06-24,955.0,True,False,False,POINT_IN_TIME_VALID
DAY1,9930,2026-06-23,2026-06-24,2026-06-24,2026-06-24,67.0,True,False,False,POINT_IN_TIME_VALID
DAY1,1437,2026-06-23,2026-06-24,2026-06-24,2026-06-24,30.05,True,False,False,POINT_IN_TIME_VALID
DAY1,3712,2026-06-23,2026-06-24,2026-06-24,2026-06-24,17.95,True,False,False,POINT_IN_TIME_VALID
DAY1,1535,2026-06-23,2026-06-24,2026-06-24,2026-06-24,50.1,True,False,False,POINT_IN_TIME_VALID
DAY1,3588,2026-06-24,2026-06-25,2026-06-25,2026-06-25,72.0,True,False,False,POINT_IN_TIME_VALID
DAY1,1216,2026-06-24,2026-06-25,2026-06-25,2026-06-25,75.6,True,False,False,POINT_IN_TIME_VALID
DAY1,1310,2026-06-24,2026-06-25,2026-06-25,2026-06-25,10.1,True,False,False,POINT_IN_TIME_VALID
DAY1,1236,2026-06-24,2026-06-25,2026-06-25,2026-06-25,25.85,True,False,False,POINT_IN_TIME_VALID
DAY1,6909,2026-06-24,2026-06-25,2026-06-25,2026-06-25,58.4,True,False,False,POINT_IN_TIME_VALID
DAY1,4169,2026-06-24,2026-06-25,2026-06-25,2026-06-25,191.0,True,False,False,POINT_IN_TIME_VALID
DAY1,2539,2026-06-24,2026-06-25,2026-06-25,2026-06-25,38.95,True,False,False,POINT_IN_TIME_VALID
DAY1,1315,2026-06-24,2026-06-25,2026-06-25,2026-06-25,62.3,True,False,False,POINT_IN_TIME_VALID
DAY1,1475,2026-06-24,2026-06-25,2026-06-25,2026-06-25,27.3,True,False,False,POINT_IN_TIME_VALID
DAY1,1449,2026-06-24,2026-06-25,2026-06-25,2026-06-25,14.75,True,False,False,POINT_IN_TIME_VALID
DAY1,7799,2026-06-24,2026-06-25,2026-06-25,2026-06-25,393.0,True,False,False,POINT_IN_TIME_VALID
DAY1,4119,2026-06-24,2026-06-25,2026-06-25,2026-06-25,44.65,True,False,False,POINT_IN_TIME_VALID
DAY1,4164,2026-06-24,2026-06-25,2026-06-25,2026-06-25,30.15,True,False,False,POINT_IN_TIME_VALID
DAY1,2910,2026-06-24,2026-06-25,2026-06-25,2026-06-25,,True,False,False,POINT_IN_TIME_VALID
DAY1,6505,2026-06-24,2026-06-25,2026-06-25,2026-06-25,55.9,True,False,False,POINT_IN_TIME_VALID
DAY1,9944,2026-06-24,2026-06-25,2026-06-25,2026-06-25,17.85,True,False,False,POINT_IN_TIME_VALID
DAY1,1234,2026-06-24,2026-06-25,2026-06-25,2026-06-25,35.15,True,False,False,POINT_IN_TIME_VALID
DAY1,Plastics,2026-06-24,2026-06-25,2026-06-25,2026-06-25,288.82,True,False,False,POINT_IN_TIME_VALID
DAY1,2352,2026-06-24,2026-06-25,2026-06-25,2026-06-25,30.5,True,False,False,POINT_IN_TIME_VALID
DAY1,4306,2026-06-25,2026-06-26,2026-06-26,2026-06-26,15.9,True,False,False,POINT_IN_TIME_VALID
DAY1,1709,2026-06-25,2026-06-26,2026-06-26,2026-06-26,21.05,True,False,False,POINT_IN_TIME_VALID
DAY1,5880,2026-06-25,2026-06-26,2026-06-26,2026-06-26,24.7,True,False,False,POINT_IN_TIME_VALID
DAY1,8464,2026-06-25,2026-06-26,2026-06-26,2026-06-26,350.5,True,False,False,POINT_IN_TIME_VALID
DAY1,1776,2026-06-25,2026-06-26,2026-06-26,2026-06-26,19.85,True,False,False,POINT_IN_TIME_VALID
DAY1,1725,2026-06-25,2026-06-26,2026-06-26,2026-06-26,34.6,True,False,False,POINT_IN_TIME_VALID
DAY1,2458,2026-06-25,2026-06-26,2026-06-26,2026-06-26,172.0,True,False,False,POINT_IN_TIME_VALID
DAY1,2103,2026-06-25,2026-06-26,2026-06-26,2026-06-26,20.25,True,False,False,POINT_IN_TIME_VALID
DAY1,00674R,2026-06-25,2026-06-26,2026-06-26,2026-06-26,30.59,True,False,False,POINT_IN_TIME_VALID
DAY1,1313,2026-06-25,2026-06-26,2026-06-26,2026-06-26,12.35,True,False,False,POINT_IN_TIME_VALID
DAY1,3591,2026-06-25,2026-06-26,2026-06-26,2026-06-26,26.45,True,False,False,POINT_IN_TIME_VALID
DAY1,6582,2026-06-25,2026-06-26,2026-06-26,2026-06-26,33.5,True,False,False,POINT_IN_TIME_VALID
DAY1,2107,2026-06-25,2026-06-26,2026-06-26,2026-06-26,25.4,True,False,False,POINT_IN_TIME_VALID
DAY1,4414,2026-06-25,2026-06-26,2026-06-26,2026-06-26,8.38,True,False,False,POINT_IN_TIME_VALID
DAY1,2345,2026-07-01,2026-07-02,2026-07-02,2026-07-02,2750.0,True,False,False,POINT_IN_TIME_VALID
DAY1,9935,2026-07-01,2026-07-02,2026-07-02,2026-07-02,20.05,True,False,False,POINT_IN_TIME_VALID
DAY1,8466,2026-07-01,2026-07-02,2026-07-02,2026-07-02,17.25,True,False,False,POINT_IN_TIME_VALID
DAY1,2528,2026-07-01,2026-07-02,2026-07-02,2026-07-02,23.0,True,False,False,POINT_IN_TIME_VALID
DAY1,00938,2026-07-01,2026-07-02,2026-07-02,2026-07-02,24.12,True,False,False,POINT_IN_TIME_VALID
DAY1,00643,2026-07-01,2026-07-02,2026-07-02,2026-07-02,20.14,True,False,False,POINT_IN_TIME_VALID
DAY1,3605,2026-07-01,2026-07-02,2026-07-02,2026-07-02,90.1,True,False,False,POINT_IN_TIME_VALID
DAY1,2429,2026-07-01,2026-07-02,2026-07-02,2026-07-02,44.3,True,False,False,POINT_IN_TIME_VALID
DAY1,00728,2026-07-01,2026-07-02,2026-07-02,2026-07-02,65.75,True,False,False,POINT_IN_TIME_VALID
DAY1,2433,2026-07-01,2026-07-02,2026-07-02,2026-07-02,42.05,True,False,False,POINT_IN_TIME_VALID
DAY3,0055,2026-06-15,2026-06-18,2026-06-18,2026-06-18,43.46,True,False,False,POINT_IN_TIME_VALID
DAY3,2891,2026-06-15,2026-06-18,2026-06-18,2026-06-18,71.9,True,False,False,POINT_IN_TIME_VALID
DAY3,00990A,2026-06-15,2026-06-18,2026-06-18,2026-06-18,20.97,True,False,False,POINT_IN_TIME_VALID
DAY3,00701,2026-06-15,2026-06-18,2026-06-18,2026-06-18,39.38,True,False,False,POINT_IN_TIME_VALID
DAY3,00876,2026-06-15,2026-06-18,2026-06-18,2026-06-18,101.65,True,False,False,POINT_IN_TIME_VALID
DAY3,6202,2026-06-15,2026-06-18,2026-06-18,2026-06-18,67.0,True,False,False,POINT_IN_TIME_VALID
DAY3,00941,2026-06-15,2026-06-18,2026-06-18,2026-06-18,28.6,True,False,False,POINT_IN_TIME_VALID
DAY3,00663L,2026-06-15,2026-06-18,2026-06-18,2026-06-18,111.9,True,False,False,POINT_IN_TIME_VALID
DAY3,00661,2026-06-15,2026-06-18,2026-06-18,2026-06-18,91.95,True,False,False,POINT_IN_TIME_VALID
DAY3,00675L,2026-06-15,2026-06-18,2026-06-18,2026-06-18,338.45,True,False,False,POINT_IN_TIME_VALID
DAY3,00685L,2026-06-15,2026-06-18,2026-06-18,2026-06-18,306.75,True,False,False,POINT_IN_TIME_VALID
DAY3,4952,2026-06-15,2026-06-18,2026-06-18,2026-06-18,57.9,True,False,False,POINT_IN_TIME_VALID
DAY3,00731,2026-06-15,2026-06-18,2026-06-18,2026-06-18,91.55,True,False,False,POINT_IN_TIME_VALID
DAY3,00915,2026-06-15,2026-06-18,2026-06-18,2026-06-18,32.28,True,False,False,POINT_IN_TIME_VALID
DAY3,00929,2026-06-15,2026-06-18,2026-06-18,2026-06-18,31.1,True,False,False,POINT_IN_TIME_VALID
DAY3,00901,2026-06-15,2026-06-18,2026-06-18,2026-06-18,47.5,True,False,False,POINT_IN_TIME_VALID
DAY3,00918,2026-06-15,2026-06-18,2026-06-18,2026-06-18,32.0,True,False,False,POINT_IN_TIME_VALID
DAY3,00939,2026-06-15,2026-06-18,2026-06-18,2026-06-18,21.95,True,False,False,POINT_IN_TIME_VALID
DAY3,00690,2026-06-15,2026-06-18,2026-06-18,2026-06-18,82.3,True,False,False,POINT_IN_TIME_VALID
DAY3,00954,2026-06-15,2026-06-18,2026-06-18,2026-06-18,21.84,True,False,False,POINT_IN_TIME_VALID
DAY3,00935,2026-06-15,2026-06-18,2026-06-18,2026-06-18,62.25,True,False,False,POINT_IN_TIME_VALID
DAY3,00830,2026-06-15,2026-06-18,2026-06-18,2026-06-18,97.0,True,False,False,POINT_IN_TIME_VALID
DAY3,00951,2026-06-15,2026-06-18,2026-06-18,2026-06-18,20.46,True,False,False,POINT_IN_TIME_VALID
DAY3,00735,2026-06-15,2026-06-18,2026-06-18,2026-06-18,118.4,True,False,False,POINT_IN_TIME_VALID
DAY3,5471,2026-06-15,2026-06-18,2026-06-18,2026-06-18,60.9,True,False,False,POINT_IN_TIME_VALID
DAY3,009804,2026-06-15,2026-06-18,2026-06-18,2026-06-18,24.37,True,False,False,POINT_IN_TIME_VALID
DAY3,4551,2026-06-15,2026-06-18,2026-06-18,2026-06-18,221.5,True,False,False,POINT_IN_TIME_VALID
DAY3,00930,2026-06-15,2026-06-18,2026-06-18,2026-06-18,25.51,True,False,False,POINT_IN_TIME_VALID
DAY3,00900,2026-06-15,2026-06-18,2026-06-18,2026-06-18,19.58,True,False,False,POINT_IN_TIME_VALID
DAY3,009802,2026-06-15,2026-06-18,2026-06-18,2026-06-18,19.89,True,False,False,POINT_IN_TIME_VALID
DAY3,00631L,2026-06-15,2026-06-18,2026-06-18,2026-06-18,38.33,True,False,False,POINT_IN_TIME_VALID
DAY3,0050,2026-06-15,2026-06-18,2026-06-18,2026-06-18,107.3,True,False,False,POINT_IN_TIME_VALID
DAY3,00907,2026-06-15,2026-06-18,2026-06-18,2026-06-18,16.66,True,False,False,POINT_IN_TIME_VALID
DAY3,00905,2026-06-15,2026-06-18,2026-06-18,2026-06-18,28.42,True,False,False,POINT_IN_TIME_VALID
DAY3,3041,2026-06-15,2026-06-18,2026-06-18,2026-06-18,28.15,True,False,False,POINT_IN_TIME_VALID
DAY3,00988A,2026-06-15,2026-06-18,2026-06-18,2026-06-18,22.96,True,False,False,POINT_IN_TIME_VALID
DAY3,00912,2026-06-15,2026-06-18,2026-06-18,2026-06-18,34.74,True,False,False,POINT_IN_TIME_VALID
DAY3,5434,2026-06-15,2026-06-18,2026-06-18,2026-06-18,475.5,True,False,False,POINT_IN_TIME_VALID
DAY3,00850,2026-06-15,2026-06-18,2026-06-18,2026-06-18,92.45,True,False,False,POINT_IN_TIME_VALID
DAY3,00947,2026-06-15,2026-06-18,2026-06-18,2026-06-18,41.3,True,False,False,POINT_IN_TIME_VALID
DAY3,00923,2026-06-15,2026-06-18,2026-06-18,2026-06-18,43.18,True,False,False,POINT_IN_TIME_VALID
DAY3,00692,2026-06-15,2026-06-18,2026-06-18,2026-06-18,92.8,True,False,False,POINT_IN_TIME_VALID
DAY3,6191,2026-06-15,2026-06-18,2026-06-18,2026-06-18,100.5,True,False,False,POINT_IN_TIME_VALID
DAY3,00908,2026-06-15,2026-06-18,2026-06-18,2026-06-18,14.82,True,False,False,POINT_IN_TIME_VALID
DAY3,006204,2026-06-15,2026-06-18,2026-06-18,2026-06-18,231.8,True,False,False,POINT_IN_TIME_VALID
DAY3,00657,2026-06-15,2026-06-18,2026-06-18,2026-06-18,82.9,True,False,False,POINT_IN_TIME_VALID
DAY3,00944,2026-06-15,2026-06-18,2026-06-18,2026-06-18,22.17,True,False,False,POINT_IN_TIME_VALID
DAY3,006208,2026-06-15,2026-06-18,2026-06-18,2026-06-18,249.1,True,False,False,POINT_IN_TIME_VALID
DAY3,00927,2026-06-15,2026-06-18,2026-06-18,2026-06-18,41.25,True,False,False,POINT_IN_TIME_VALID
DAY3,3044,2026-06-15,2026-06-18,2026-06-18,2026-06-18,573.0,True,False,False,POINT_IN_TIME_VALID
DAY3,00861,2026-06-16,2026-06-22,2026-06-22,2026-06-22,97.5,True,False,False,POINT_IN_TIME_VALID
DAY3,00913,2026-06-16,2026-06-22,2026-06-22,2026-06-22,56.55,True,False,False,POINT_IN_TIME_VALID
DAY3,00892,2026-06-16,2026-06-22,2026-06-22,2026-06-22,47.49,True,False,False,POINT_IN_TIME_VALID
DAY3,00991A,2026-06-16,2026-06-22,2026-06-22,2026-06-22,21.33,True,False,False,POINT_IN_TIME_VALID
DAY3,0053,2026-06-16,2026-06-22,2026-06-22,2026-06-22,252.15,True,False,False,POINT_IN_TIME_VALID
DAY3,00881,2026-06-16,2026-06-22,2026-06-22,2026-06-22,57.35,True,False,False,POINT_IN_TIME_VALID
DAY3,009816,2026-06-16,2026-06-22,2026-06-22,2026-06-22,16.17,True,False,False,POINT_IN_TIME_VALID
DAY3,1456,2026-06-16,2026-06-22,2026-06-22,2026-06-22,15.6,True,False,False,POINT_IN_TIME_VALID
DAY3,00851,2026-06-16,2026-06-22,2026-06-22,2026-06-22,74.2,True,False,False,POINT_IN_TIME_VALID
DAY3,00911,2026-06-16,2026-06-22,2026-06-22,2026-06-22,67.8,True,False,False,POINT_IN_TIME_VALID
DAY3,00983A,2026-06-16,2026-06-22,2026-06-22,2026-06-22,12.05,True,False,False,POINT_IN_TIME_VALID
DAY3,00989A,2026-06-16,2026-06-22,2026-06-22,2026-06-22,18.33,True,False,False,POINT_IN_TIME_VALID
DAY3,009809,2026-06-16,2026-06-22,2026-06-22,2026-06-22,18.33,True,False,False,POINT_IN_TIME_VALID
DAY3,00898,2026-06-16,2026-06-22,2026-06-22,2026-06-22,8.45,True,False,False,POINT_IN_TIME_VALID
DAY3,00893,2026-06-16,2026-06-22,2026-06-22,2026-06-22,47.43,True,False,False,POINT_IN_TIME_VALID
DAY3,0052,2026-06-16,2026-06-22,2026-06-22,2026-06-22,65.25,True,False,False,POINT_IN_TIME_VALID
DAY3,00922,2026-06-16,2026-06-22,2026-06-22,2026-06-22,42.64,True,False,False,POINT_IN_TIME_VALID
DAY3,0057,2026-06-16,2026-06-22,2026-06-22,2026-06-22,324.95,True,False,False,POINT_IN_TIME_VALID
DAY3,00980A,2026-06-16,2026-06-22,2026-06-22,2026-06-22,25.71,True,False,False,POINT_IN_TIME_VALID
DAY3,00995A,2026-06-16,2026-06-22,2026-06-22,2026-06-22,18.77,True,False,False,POINT_IN_TIME_VALID
DAY3,2340,2026-06-16,2026-06-22,2026-06-22,2026-06-22,42.8,True,False,False,POINT_IN_TIME_VALID
DAY3,1515,2026-06-17,2026-06-23,2026-06-23,2026-06-23,26.8,True,False,False,POINT_IN_TIME_VALID
DAY3,7786,2026-06-17,2026-06-23,2026-06-23,2026-06-23,126.5,True,False,False,POINT_IN_TIME_VALID
DAY3,9136,2026-06-17,2026-06-23,2026-06-23,2026-06-23,16.25,True,False,False,POINT_IN_TIME_VALID
DAY3,5469,2026-06-17,2026-06-23,2026-06-23,2026-06-23,86.8,True,False,False,POINT_IN_TIME_VALID
DAY3,2460,2026-06-17,2026-06-23,2026-06-23,2026-06-23,36.8,True,False,False,POINT_IN_TIME_VALID
DAY3,2489,2026-06-17,2026-06-23,2026-06-23,2026-06-23,47.35,True,False,False,POINT_IN_TIME_VALID
DAY3,4722,2026-06-17,2026-06-23,2026-06-23,2026-06-23,274.0,True,False,False,POINT_IN_TIME_VALID
DAY3,6213,2026-06-17,2026-06-23,2026-06-23,2026-06-23,281.0,True,False,False,POINT_IN_TIME_VALID
DAY3,2611,2026-06-17,2026-06-23,2026-06-23,2026-06-23,13.65,True,False,False,POINT_IN_TIME_VALID
DAY3,7795,2026-06-17,2026-06-23,2026-06-23,2026-06-23,431.5,True,False,False,POINT_IN_TIME_VALID
DAY3,1301,2026-06-17,2026-06-23,2026-06-23,2026-06-23,49.55,True,False,False,POINT_IN_TIME_VALID
DAY3,1802,2026-06-17,2026-06-23,2026-06-23,2026-06-23,69.9,True,False,False,POINT_IN_TIME_VALID
DAY3,1541,2026-06-17,2026-06-23,2026-06-23,2026-06-23,21.85,True,False,False,POINT_IN_TIME_VALID
DAY3,00403A,2026-06-17,2026-06-23,2026-06-23,2026-06-23,11.1,True,False,False,POINT_IN_TIME_VALID
DAY3,6472,2026-06-17,2026-06-23,2026-06-23,2026-06-23,439.5,True,False,False,POINT_IN_TIME_VALID
DAY3,1531,2026-06-17,2026-06-23,2026-06-23,2026-06-23,12.9,True,False,False,POINT_IN_TIME_VALID
DAY3,3535,2026-06-17,2026-06-23,2026-06-23,2026-06-23,122.0,True,False,False,POINT_IN_TIME_VALID
DAY3,2402,2026-06-17,2026-06-23,2026-06-23,2026-06-23,68.3,True,False,False,POINT_IN_TIME_VALID
DAY3,1465,2026-06-17,2026-06-23,2026-06-23,2026-06-23,12.45,True,False,False,POINT_IN_TIME_VALID
DAY3,8039,2026-06-17,2026-06-23,2026-06-23,2026-06-23,145.5,True,False,False,POINT_IN_TIME_VALID
DAY3,0051,2026-06-18,2026-06-24,2026-06-24,2026-06-24,148.5,True,False,False,POINT_IN_TIME_VALID
DAY3,00946,2026-06-18,2026-06-24,2026-06-24,2026-06-24,15.33,True,False,False,POINT_IN_TIME_VALID
DAY3,00733,2026-06-18,2026-06-24,2026-06-24,2026-06-24,76.6,True,False,False,POINT_IN_TIME_VALID
DAY3,009803,2026-06-18,2026-06-24,2026-06-24,2026-06-24,21.95,True,False,False,POINT_IN_TIME_VALID
DAY3,009808,2026-06-18,2026-06-24,2026-06-24,2026-06-24,31.78,True,False,False,POINT_IN_TIME_VALID
DAY3,00896,2026-06-18,2026-06-24,2026-06-24,2026-06-24,28.08,True,False,False,POINT_IN_TIME_VALID
DAY3,00993A,2026-06-18,2026-06-24,2026-06-24,2026-06-24,14.18,True,False,False,POINT_IN_TIME_VALID
DAY3,00762,2026-06-18,2026-06-24,2026-06-24,2026-06-24,117.75,True,False,False,POINT_IN_TIME_VALID
DAY3,00982A,2026-06-18,2026-06-24,2026-06-24,2026-06-24,24.62,True,False,False,POINT_IN_TIME_VALID
DAY3,1905,2026-06-22,2026-06-25,2026-06-25,2026-06-25,16.85,True,False,False,POINT_IN_TIME_VALID
DAY3,2415,2026-06-22,2026-06-25,2026-06-25,2026-06-25,34.05,True,False,False,POINT_IN_TIME_VALID
DAY3,8072,2026-06-22,2026-06-25,2026-06-25,2026-06-25,30.05,True,False,False,POINT_IN_TIME_VALID
DAY3,6919,2026-06-22,2026-06-25,2026-06-25,2026-06-25,99.3,True,False,False,POINT_IN_TIME_VALID
DAY3,00639,2026-06-22,2026-06-25,2026-06-25,2026-06-25,18.92,True,False,False,POINT_IN_TIME_VALID
DAY3,6573,2026-06-23,2026-06-26,2026-06-26,2026-06-26,19.85,True,False,False,POINT_IN_TIME_VALID
DAY3,5283,2026-06-23,2026-06-26,2026-06-26,2026-06-26,52.5,True,False,False,POINT_IN_TIME_VALID
DAY3,6715,2026-06-23,2026-06-26,2026-06-26,2026-06-26,455.0,True,False,False,POINT_IN_TIME_VALID
DAY3,2832,2026-06-23,2026-06-26,2026-06-26,2026-06-26,55.8,True,False,False,POINT_IN_TIME_VALID
DAY3,6243,2026-06-23,2026-06-26,2026-06-26,2026-06-26,43.0,True,False,False,POINT_IN_TIME_VALID
DAY3,3530,2026-06-23,2026-06-26,2026-06-26,2026-06-26,67.6,True,False,False,POINT_IN_TIME_VALID
DAY3,2634,2026-06-23,2026-06-26,2026-06-26,2026-06-26,49.2,True,False,False,POINT_IN_TIME_VALID
DAY3,2466,2026-06-23,2026-06-26,2026-06-26,2026-06-26,58.0,True,False,False,POINT_IN_TIME_VALID
