policy_family,policy,evaluation_scope,availability,selected_count,selected_dates,eligible_dates,average_selected_per_day,median_selected_per_day,zero_primary_date_rate,coverage,winner_count,winner_rate,neutral_count,neutral_rate,loser_count,loser_rate,loser_rate_wilson_low,loser_rate_wilson_high,safe_rate,winner_dominance,winner_recall,neutral_removal_rate,loser_removal_rate,mean_episode_return,median_episode_return,confirmation_precision,promotion_completed_count,promotion_winner_count,promotion_winner_rate,promotion_neutral_count,promotion_neutral_rate,promotion_loser_count,promotion_loser_rate,promotion_safe_rate,false_confirmation_rate,promotion_delay_median,pre_confirmation_return_mean,pre_confirmation_return_median,post_promotion_mean_return,post_promotion_median_return,late_confirmation_rate,promotion_damage_rate,point_in_time_valid_rate,date_distribution
DAY3,P0_NORMAL_PHASE2_BASELINE,DISCOVERY,AVAILABLE,105,5,5,21.0,20.0,0.0,1.0,7,0.06666666666666667,90,0.8571428571428571,8,0.0761904761904762,0.03911065222971561,0.14318623247977152,0.9238095238095239,0.07216494845360824,1.0,0.0,0.0,3.210741107948848,1.9183168316831756,0.06666666666666667,105,7,0.06666666666666667,90,0.8571428571428571,8,0.0761904761904762,0.9238095238095239,0.9333333333333333,0.0,0.0,0.0,3.210741107948848,1.9183168316831756,0.0,0.0,1.0,"{""2026-06-15"": 50, ""2026-06-16"": 21, ""2026-06-17"": 20, ""2026-06-18"": 9, ""2026-06-22"": 5}"
DAY3,P7_D3_A,DISCOVERY,AVAILABLE,10,3,5,2.0,1.0,0.4,0.09523809523809523,3,0.3,6,0.6,1,0.1,0.017876212896073995,0.4041500295247722,0.9,0.3333333333333333,0.42857142857142855,0.9333333333333333,0.875,12.88100988085938,6.222731967429684,0.3,10,3,0.3,5,0.5,2,0.2,0.8,0.7,3.0,8.112596051819628,4.269707450641302,6.757898771253727,1.612404765157871,0.3333333333333333,0.0,1.0,"{""2026-06-15"": 6, ""2026-06-16"": 1, ""2026-06-17"": 3, ""2026-06-18"": 0, ""2026-06-22"": 0}"
DAY3,P8_D3_B,DISCOVERY,AVAILABLE,7,3,5,1.4,1.0,0.4,0.06666666666666667,2,0.2857142857142857,4,0.5714285714285714,1,0.14285714285714285,0.025679624057823897,0.5131278321392249,0.8571428571428571,0.3333333333333333,0.2857142857142857,0.9555555555555556,0.875,9.094017770248692,5.9259259259259345,0.2857142857142857,7,2,0.2857142857142857,3,0.42857142857142855,2,0.2857142857142857,0.7142857142857143,0.7142857142857143,3.0,9.59332959881463,4.2592592592592515,2.797166284117175,0.9157509157509125,0.5,0.0,1.0,"{""2026-06-15"": 4, ""2026-06-16"": 1, ""2026-06-17"": 2, ""2026-06-18"": 0, ""2026-06-22"": 0}"
DAY3,P9_D3_C,DISCOVERY,AVAILABLE,2,1,5,0.4,0.0,0.8,0.01904761904761905,1,0.5,1,0.5,0,0.0,0.0,0.6576197760453506,1.0,0.5,0.14285714285714285,0.9888888888888889,1.0,17.172961768770158,17.172961768770158,0.5,2,1,0.5,0,0.0,1,0.5,0.5,0.5,3.0,21.413519115614932,21.413519115614932,5.194631242638049,5.194631242638049,1.0,0.0,1.0,"{""2026-06-15"": 2, ""2026-06-16"": 0, ""2026-06-17"": 0, ""2026-06-18"": 0, ""2026-06-22"": 0}"
DAY3,P0_NORMAL_PHASE2_BASELINE,VALIDATION,AVAILABLE,39,2,2,19.5,19.5,0.0,1.0,7,0.1794871794871795,25,0.6410256410256411,7,0.1794871794871795,0.08977265424428486,0.3266804579321853,0.8205128205128205,0.21875,1.0,0.0,0.0,3.316726672683989,0.2000000000000001,0.1794871794871795,39,7,0.1794871794871795,25,0.6410256410256411,7,0.1794871794871795,0.8205128205128205,0.8205128205128205,0.0,0.0,0.0,3.316726672683989,0.2000000000000001,0.0,0.0,1.0,"{""2026-06-23"": 20, ""2026-06-24"": 19}"
DAY3,P7_D3_A,VALIDATION,AVAILABLE,9,2,2,4.5,4.5,0.0,0.23076923076923078,3,0.3333333333333333,6,0.6666666666666666,0,0.0,0.0,0.299145051727044,1.0,0.3333333333333333,0.42857142857142855,0.76,1.0,15.965813643107472,4.6604527296937315,0.3333333333333333,9,4,0.4444444444444444,4,0.4444444444444444,1,0.1111111111111111,0.8888888888888888,0.5555555555555556,3.0,0.9888803798545412,0.7989347536617952,14.48116318686607,3.6988110964332854,0.0,0.0,1.0,"{""2026-06-23"": 4, ""2026-06-24"": 5}"
DAY3,P8_D3_B,VALIDATION,AVAILABLE,8,2,2,4.0,4.0,0.0,0.20512820512820512,3,0.375,5,0.625,0,0.0,0.0,0.3244075683414076,1.0,0.375,0.42857142857142855,0.8,1.0,18.444213615822637,6.134574190933817,0.375,8,4,0.5,3,0.375,1,0.125,0.875,0.5,3.0,2.1397181501086355,1.1667308039408741,16.4126678085253,9.98337684008267,0.0,0.0,1.0,"{""2026-06-23"": 3, ""2026-06-24"": 5}"
DAY3,P9_D3_C,VALIDATION,AVAILABLE,0,0,2,0.0,0.0,1.0,0.0,0,,0,,0,,,,,,0.0,1.0,1.0,,,,0,0,,0,,0,,,,,,,,,,,1.0,"{""2026-06-23"": 0, ""2026-06-24"": 0}"
DAY3,P0_NORMAL_PHASE2_BASELINE,LOCKED_EVALUATION,AVAILABLE,24,2,2,12.0,12.0,0.0,1.0,1,0.041666666666666664,19,0.7916666666666666,4,0.16666666666666666,0.06678676282131818,0.3585307082129004,0.8333333333333334,0.05,1.0,0.0,0.0,-1.2175663999537756,-0.9880290838234607,0.041666666666666664,24,1,0.041666666666666664,19,0.7916666666666666,4,0.16666666666666666,0.8333333333333334,0.9583333333333334,0.0,0.0,0.0,-1.2175663999537756,-0.9880290838234607,0.0,0.0,1.0,"{""2026-06-25"": 14, ""2026-07-01"": 10}"
DAY3,P7_D3_A,LOCKED_EVALUATION,AVAILABLE,6,2,2,3.0,3.0,0.0,0.25,0,0.0,6,1.0,0,0.0,0.0,0.39033429165637346,1.0,0.0,0.0,0.6842105263157895,1.0,-0.5195674284416307,-0.6080816919238896,0.0,6,0,0.0,5,0.8333333333333334,1,0.16666666666666666,0.8333333333333334,1.0,3.0,1.557098071137921,1.245725683890575,-3.650820400532693,-2.4319320457754587,,,1.0,"{""2026-06-25"": 4, ""2026-07-01"": 2}"
