unit,feature,outcome,n,median,p25,p75,mean,effect_size_winner_vs_neutral,observed_winner_direction,dates_with_winner_neutral_comparison,direction_consistency_by_date,single_date_risk,discovery_p25,discovery_p75,winner_top_quartile_rate,winner_bottom_quartile_rate,neutral_top_quartile_rate,loser_top_quartile_rate
DAY0,rs_slope_5d,WINNER,15,6.655156019317869,2.806059595247336,12.05606816053199,6.428370143377461,0.35736896915932986,HIGHER,6,0.3333333333333333,False,1.0284104220287709,7.3190173540010335,0.4,0.13333333333333333,0.26865671641791045,0.5263157894736842
DAY0,rs_slope_5d,NEUTRAL,134,3.3421783506576563,1.098344262911739,7.674241060659184,4.781594702909118,0.35736896915932986,HIGHER,6,0.3333333333333333,False,1.0284104220287709,7.3190173540010335,0.4,0.13333333333333333,0.26865671641791045,0.5263157894736842
DAY0,rs_slope_5d,LOSER,18,9.04367498955195,4.419835408792913,13.90401956799216,9.282365465969107,0.35736896915932986,HIGHER,6,0.3333333333333333,False,1.0284104220287709,7.3190173540010335,0.4,0.13333333333333333,0.26865671641791045,0.5263157894736842
DAY0,rs_slope_10d,WINNER,15,3.090382942368501,0.9277108183782683,5.086197671320051,3.21038949013934,0.6309654452614616,HIGHER,6,0.8333333333333334,False,-0.009506321467821975,1.9609261939218525,0.6,0.13333333333333333,0.34328358208955223,0.7894736842105263
DAY0,rs_slope_10d,NEUTRAL,133,1.0033085738074903,0.07015696703776086,2.8256534981046917,1.7250692249680755,0.6309654452614616,HIGHER,6,0.8333333333333334,False,-0.009506321467821975,1.9609261939218525,0.6,0.13333333333333333,0.34328358208955223,0.7894736842105263
DAY0,rs_slope_10d,LOSER,18,4.630969609261939,3.2501034216019438,7.097190222170156,4.712911155965822,0.6309654452614616,HIGHER,6,0.8333333333333334,False,-0.009506321467821975,1.9609261939218525,0.6,0.13333333333333333,0.34328358208955223,0.7894736842105263
DAY0,rs_positive_change_days_5d,WINNER,15,4.0,2.5,4.5,3.6,0.2717135219826944,HIGHER,6,0.16666666666666666,False,3.0,4.0,0.6,0.4,0.3805970149253731,0.631578947368421
DAY0,rs_positive_change_days_5d,NEUTRAL,134,3.0,3.0,4.0,3.3582089552238807,0.2717135219826944,HIGHER,6,0.16666666666666666,False,3.0,4.0,0.6,0.4,0.3805970149253731,0.631578947368421
DAY0,rs_positive_change_days_5d,LOSER,19,4.0,3.0,4.0,3.526315789473684,0.2717135219826944,HIGHER,6,0.16666666666666666,False,3.0,4.0,0.6,0.4,0.3805970149253731,0.631578947368421
DAY0,rs_acceleration_3d_vs_5d,WINNER,15,0.4563687462518855,-1.4568318160723646,3.2772605800956556,0.596369369799315,-0.2658687406838647,LOWER,6,0.6666666666666666,False,-0.8209195601353928,5.55859027703985,0.13333333333333333,0.4,0.20149253731343283,0.3157894736842105
DAY0,rs_acceleration_3d_vs_5d,NEUTRAL,134,1.1805602110996787,-0.7131250457719533,4.540120763750858,1.797473878400621,-0.2658687406838647,LOWER,6,0.6666666666666666,False,-0.8209195601353928,5.55859027703985,0.13333333333333333,0.4,0.20149253731343283,0.3157894736842105
DAY0,rs_acceleration_3d_vs_5d,LOSER,18,2.080438774676633,-1.4289090991764803,6.75756382202128,2.4446580176138295,-0.2658687406838647,LOWER,6,0.6666666666666666,False,-0.8209195601353928,5.55859027703985,0.13333333333333333,0.4,0.20149253731343283,0.3157894736842105
DAY0,rs_distance_from_recent_peak,WINNER,15,0.0,-4.319111050313431,0.0,-3.5724025638330077,-0.21081746062835907,HIGHER,6,0.3333333333333333,False,-3.377168145305049,0.0,0.6,0.3333333333333333,0.4925373134328358,0.6842105263157895
DAY0,rs_distance_from_recent_peak,NEUTRAL,134,-0.08573592044686507,-3.124526020662614,0.0,-2.5773160965032016,-0.21081746062835907,HIGHER,6,0.3333333333333333,False,-3.377168145305049,0.0,0.6,0.3333333333333333,0.4925373134328358,0.6842105263157895
DAY0,rs_distance_from_recent_peak,LOSER,19,0.0,-3.5100790813299767,0.0,-1.6908439658171157,-0.21081746062835907,HIGHER,6,0.3333333333333333,False,-3.377168145305049,0.0,0.6,0.3333333333333333,0.4925373134328358,0.6842105263157895
DAY0,market_excess_return_1d,WINNER,15,3.5202122943685743,0.5902350821300084,6.700984901733726,3.6117053405505164,0.740417405119189,HIGHER,6,0.6666666666666666,False,-0.14618169035875983,2.417966496046242,0.6,0.13333333333333333,0.2537313432835821,0.5263157894736842
DAY0,market_excess_return_1d,NEUTRAL,134,0.7671348093313435,-0.10697798952456483,2.435046014523998,1.5500987010510863,0.740417405119189,HIGHER,6,0.6666666666666666,False,-0.14618169035875983,2.417966496046242,0.6,0.13333333333333333,0.2537313432835821,0.5263157894736842
DAY0,market_excess_return_1d,LOSER,19,3.477585171893105,0.841249548388523,5.440701497716405,3.3979073914330926,0.740417405119189,HIGHER,6,0.6666666666666666,False,-0.14618169035875983,2.417966496046242,0.6,0.13333333333333333,0.2537313432835821,0.5263157894736842
DAY0,market_excess_return_3d,WINNER,15,2.6480026817674474,1.0849062866692127,10.80777355331235,6.5786935466534,0.6963737339881759,HIGHER,6,0.6666666666666666,False,-0.493890616523629,5.018388159412113,0.4,0.13333333333333333,0.2537313432835821,0.631578947368421
