stock_name,primary_sector,sub_sector,classification_confidence,source_combination,momentum_score,momentum_rank,market_excess_return_1d,market_excess_return_3d,market_excess_return_5d,market_down_day_outperformance_count_5d,market_down_day_outperformance_count_10d,market_down_days_5d,market_down_days_10d,rs_market_pct_day0,rs_market_pct_day_minus_3,rs_market_pct_day_minus_5,rs_slope_3d,rs_slope_5d,momentum_rank_change_1d,momentum_rank_change_3d,trend_efficiency_5d,trend_efficiency_10d,max_drawdown_prior_5d,max_drawdown_prior_10d,institution_buy_days_5d,institution_buy_days_10d,institution_flow_3d,institution_flow_previous_3d,institution_flow_acceleration,flow_support_on_market_down_days,return_1d,return_3d,return_5d,volume_ratio_1d_20d,production_market_regime,market_path_state,down_survival_ratio,institution_flow_persistence,down_survival_ratio_top120_percentile,down_survival_ratio_state_percentile,momentum_rank_change_3d_top120_percentile,momentum_rank_change_3d_state_percentile,trend_efficiency_10d_top120_percentile,trend_efficiency_10d_state_percentile,institution_flow_persistence_top120_percentile,institution_flow_persistence_state_percentile,primary_pocket_state,primary_pocket_strength_streak,sub_pocket_state,sub_pocket_strength_streak,pocket_state,down_survival_ratio_pocket_percentile,bundle_A,bundle_B,bundle_C,stock_id,evaluation_date,episode_start_date,episode_kind,missing_top120_sessions_before_entry,comparable_phase3e_cohort,dataset,entry_close,outcome,policy0,policy0_data_source,policy1,policy2,policy3,policy3_bundle_chosen_on_dataset_a,cohort_source,future_trade_date_1d,future_trade_date_3d,future_trade_date_5d,future_trade_date_10d,future_return_1d,future_return_3d,future_return_5d,future_return_10d,episode_outcome,mfe_10d,mae_10d,observed_mfe_to_date,observed_mae_to_date,barrier_outcome,available_forward_sessions,maturity_status,branch_r_eligible,branch_exclusion_state,outcome_maturity_status,branch_maturity_status,missing_required_feature,survival_threshold,survival_pass,market_threshold,market_gate_pass,r1_market_plus_survival_pass,r2_survival_only_pass,shadow_state,decision_date,feature_as_of_date,max_source_date,point_in_time_valid,predicate_trace
桂盟,STEEL,金屬製品,HIGH,A,72.5,66.0,1.979023038841221,5.895405697320366,6.667682199766278,3,4,3,5,66.13718411552347,63.381294964028775,60.8507570295602,0.9186297171648974,1.0572854171926536,,,0.5999999999999958,0.5294117647058806,-0.9205983889528312,-0.9205983889528312,4,8,14724505.8,132410.90000000014,14592094.9,0.8,0.5630630630630629,3.716608594657389,2.7617951668584384,1.98720750975136,RISK_OFF,RISK_OFF,0.8,0.8,70.41666666666667,70.41666666666667,,,77.5,77.5,84.58333333333333,84.58333333333333,EMERGING_POCKET,0.0,EMERGING_POCKET,0.0,EMERGING_POCKET,68.51851851851852,True,True,True,5306,2026-07-14,2026-07-14,WINDOW_FIRST_SEEN,,True,C,89.3,,1.0,RECONSTRUCTED_TOP120_FIRST_SEEN_PROXY,0.0,0.0,0.0,bundle_A,EXISTING_PENDING,2026-07-15,2026-07-17,2026-07-21,,1.2318029115341744,7.3908174692049355,3.5834266517357216,,,,,11.982082866741317,-0.5599104143337086,,9,PENDING_DAY10,True,ELIGIBLE_WEAK_MARKET,PENDING_DAY10,PENDING_DAY10,False,70.0,True,90.0,False,False,True,FILTERED_BY_RISK_CONTROL_SHADOW,2026-07-14,2026-07-14,2026-07-14,True,"[{""predicate"": ""BRANCH_R_MARKET_STATE"", ""feature"": ""market_path_state"", ""raw"": ""RISK_OFF"", ""pass"": true}, {""predicate"": ""MARKET_PUBLISHING"", ""feature"": ""down_survival_ratio_top120_percentile"", ""raw"": 70.41666666666667, ""comparison"": "">="", ""threshold"": 90.0, ""pass"": false}, {""predicate"": ""SURVIVAL_BUNDLE_A"", ""feature"": ""down_survival_ratio_top120_percentile"", ""raw"": 70.41666666666667, ""comparison"": "">="", ""threshold"": 70.0, ""pass"": true}]"
順天,BUILDING_MATERIALS_CONSTRUCTION,建設業,HIGH,D,63.0,114.0,0.7402843001024895,3.325586093488675,4.821218840688157,3,4,3,5,52.27436823104693,58.1294964028777,24.945926459985586,-1.951709390610257,5.465688354212269,28.0,,0.2499999999999989,0.4193548387096766,-0.6864988558352492,-0.6944444444444531,3,7,1043000.0,781.0,1042219.0,0.4,-0.6756756756756688,1.146788990825698,0.9153318077803174,0.997369520179459,RISK_OFF,RISK_OFF,0.8,0.7,70.41666666666667,70.41666666666667,,,62.5,62.5,67.5,67.5,EMERGING_POCKET,0.0,NARROW_LEADERSHIP,0.0,NARROW_LEADERSHIP,70.0,True,False,False,5525,2026-07-14,2026-07-14,WINDOW_FIRST_SEEN,,True,C,22.05,,1.0,RECONSTRUCTED_TOP120_FIRST_SEEN_PROXY,0.0,0.0,0.0,bundle_A,EXISTING_PENDING,2026-07-15,2026-07-17,2026-07-21,,0.22675736961450532,-1.13378684807256,5.668934240362811,,,,,8.39002267573694,-2.4943310657596363,,9,PENDING_DAY10,True,ELIGIBLE_WEAK_MARKET,PENDING_DAY10,PENDING_DAY10,False,70.0,True,90.0,False,False,True,FILTERED_BY_RISK_CONTROL_SHADOW,2026-07-14,2026-07-14,2026-07-14,True,"[{""predicate"": ""BRANCH_R_MARKET_STATE"", ""feature"": ""market_path_state"", ""raw"": ""RISK_OFF"", ""pass"": true}, {""predicate"": ""MARKET_PUBLISHING"", ""feature"": ""down_survival_ratio_top120_percentile"", ""raw"": 70.41666666666667, ""comparison"": "">="", ""threshold"": 90.0, ""pass"": false}, {""predicate"": ""SURVIVAL_BUNDLE_A"", ""feature"": ""down_survival_ratio_top120_percentile"", ""raw"": 70.41666666666667, ""comparison"": "">="", ""threshold"": 70.0, ""pass"": true}]"
東明-KY,STEEL,螺絲螺帽,HIGH,AC,67.2,90.0,2.017463735176672,4.472375084314351,4.9632888455966695,3,4,3,5,77.9783393501805,65.89928057553956,19.033886085075704,4.026352924880314,11.78889065302096,,,0.2121212121212131,0.2839506172839522,-1.9490254872563728,-3.539823008849541,3,7,700750.0000000001,731499.9999999999,-30749.999999999767,0.8,0.601503759398514,2.2935779816513735,1.0574018126888296,0.4499238173683872,RISK_OFF,RISK_OFF,0.8,0.7,70.41666666666667,70.41666666666667,,,41.66666666666667,41.66666666666667,67.5,67.5,EMERGING_POCKET,0.0,,,EMERGING_POCKET,68.51851851851852,True,True,True,5538,2026-07-14,2026-07-14,WINDOW_FIRST_SEEN,,True,C,33.45,,1.0,RECONSTRUCTED_TOP120_FIRST_SEEN_PROXY,0.0,0.0,0.0,bundle_A,EXISTING_PENDING,2026-07-15,2026-07-17,2026-07-21,,4.932735426008961,4.035874439461873,5.231689088191338,,,,,7.473841554559035,-3.288490284005985,,9,PENDING_DAY10,True,ELIGIBLE_WEAK_MARKET,PENDING_DAY10,PENDING_DAY10,False,70.0,True,90.0,False,False,True,FILTERED_BY_RISK_CONTROL_SHADOW,2026-07-14,2026-07-14,2026-07-14,True,"[{""predicate"": ""BRANCH_R_MARKET_STATE"", ""feature"": ""market_path_state"", ""raw"": ""RISK_OFF"", ""pass"": true}, {""predicate"": ""MARKET_PUBLISHING"", ""feature"": ""down_survival_ratio_top120_percentile"", ""raw"": 70.41666666666667, ""comparison"": "">="", ""threshold"": 90.0, ""pass"": false}, {""predicate"": ""SURVIVAL_BUNDLE_A"", ""feature"": ""down_survival_ratio_top120_percentile"", ""raw"": 70.41666666666667, ""comparison"": "">="", ""threshold"": 70.0, ""pass"": true}]"
正瀚-創,PETROCHEMICAL,農藥,HIGH,A,64.5,100.0,1.9535943843803083,3.259878183744047,7.564423618273697,3,5,3,5,82.52707581227436,72.23021582733813,43.403028118240805,3.4322866616454113,7.824809538806711,74.0,,1.0,0.5925925925925909,0.0,-1.2101210121012174,3,6,960392.0,6070929.6,-5110537.6,0.6,0.5376344086021501,1.08108108108107,3.658536585365857,1.6093293147517724,RISK_OFF,RISK_OFF,1.0,0.6,91.25,91.25,,,85.0,85.0,47.5,47.5,EMERGING_POCKET,0.0,,,EMERGING_POCKET,91.66666666666666,True,True,False,6534,2026-07-14,2026-07-14,WINDOW_FIRST_SEEN,,True,C,93.5,,1.0,RECONSTRUCTED_TOP120_FIRST_SEEN_PROXY,1.0,0.0,0.0,bundle_A,EXISTING_PENDING,2026-07-15,2026-07-17,2026-07-21,,0.21390374331551332,-1.8181818181818188,0.0,,,,,1.6042780748663166,-2.887700534759363,,9,PENDING_DAY10,True,ELIGIBLE_WEAK_MARKET,PENDING_DAY10,PENDING_DAY10,False,70.0,True,90.0,True,True,True,RISK_CONTROL_PRIMARY_SHADOW,2026-07-14,2026-07-14,2026-07-14,True,"[{""predicate"": ""BRANCH_R_MARKET_STATE"", ""feature"": ""market_path_state"", ""raw"": ""RISK_OFF"", ""pass"": true}, {""predicate"": ""MARKET_PUBLISHING"", ""feature"": ""down_survival_ratio_top120_percentile"", ""raw"": 91.25, ""comparison"": "">="", ""threshold"": 90.0, ""pass"": true}, {""predicate"": ""SURVIVAL_BUNDLE_A"", ""feature"": ""down_survival_ratio_top120_percentile"", ""raw"": 91.25, ""comparison"": "">="", ""threshold"": 70.0, ""pass"": true}]"
福貞-KY,STEEL,金屬製品,HIGH,A,70.3,77.0,3.022385678589401,4.194926134921051,5.922016065165914,3,5,3,5,80.72202166064982,61.007194244604314,62.07642393655372,6.571609138681834,3.72911954481922,,,0.7142857142857186,0.7777777777777817,-0.4016064257028051,-0.4098360655737654,3,4,556450.0,-185950.0,742400.0,0.6,1.6064257028112428,2.016129032258074,2.016129032258074,1.8905283096523864,RISK_OFF,RISK_OFF,1.0,0.4,91.25,91.25,,,93.33333333333331,93.33333333333331,11.666666666666666,11.666666666666666,EMERGING_POCKET,0.0,EMERGING_POCKET,0.0,EMERGING_POCKET,91.66666666666666,True,True,False,8411,2026-07-14,2026-07-14,WINDOW_FIRST_SEEN,,True,C,12.65,,1.0,RECONSTRUCTED_TOP120_FIRST_SEEN_PROXY,1.0,0.0,0.0,bundle_A,EXISTING_PENDING,2026-07-15,2026-07-17,2026-07-21,,0.0,-1.1857707509881465,0.39525691699604515,,,,,3.9525691699604737,-2.766798418972327,,9,PENDING_DAY10,True,ELIGIBLE_WEAK_MARKET,PENDING_DAY10,PENDING_DAY10,False,70.0,True,90.0,True,True,True,RISK_CONTROL_PRIMARY_SHADOW,2026-07-14,2026-07-14,2026-07-14,True,"[{""predicate"": ""BRANCH_R_MARKET_STATE"", ""feature"": ""market_path_state"", ""raw"": ""RISK_OFF"", ""pass"": true}, {""predicate"": ""MARKET_PUBLISHING"", ""feature"": ""down_survival_ratio_top120_percentile"", ""raw"": 91.25, ""comparison"": "">="", ""threshold"": 90.0, ""pass"": true}, {""predicate"": ""SURVIVAL_BUNDLE_A"", ""feature"": ""down_survival_ratio_top120_percentile"", ""raw"": 91.25, ""comparison"": "">="", ""threshold"": 70.0, ""pass"": true}]"
柏文,LEISURE_TOURISM,娛樂服務業,HIGH,A,90.7,1.0,5.790959975778154,9.230079153945026,14.501913522974077,3,5,3,5,93.5740072202166,87.84172661870504,81.75919250180245,1.910760200503854,2.362962943682831,,,1.0,1.0,0.0,0.0,5,10,107846881.0,30596732.0,77250149.0,1.0,4.374999999999996,7.051282051282048,10.596026490066237,4.120996224765809,RISK_OFF,RISK_OFF,1.0,1.0,91.25,91.25,,,100.0,100.0,100.0,100.0,EMERGING_POCKET,0.0,EMERGING_POCKET,0.0,EMERGING_POCKET,91.66666666666666,True,True,True,8462,2026-07-14,2026-07-14,WINDOW_FIRST_SEEN,,True,C,167.0,,1.0,RECONSTRUCTED_TOP120_FIRST_SEEN_PROXY,1.0,0.0,0.0,bundle_A,EXISTING_PENDING,2026-07-15,2026-07-17,2026-07-21,,-3.59281437125748,-6.287425149700598,-5.988023952095811,,,,,0.5988023952095745,-8.383233532934131,,9,PENDING_DAY10,True,ELIGIBLE_WEAK_MARKET,PENDING_DAY10,PENDING_DAY10,False,70.0,True,90.0,True,True,True,RISK_CONTROL_PRIMARY_SHADOW,2026-07-14,2026-07-14,2026-07-14,True,"[{""predicate"": ""BRANCH_R_MARKET_STATE"", ""feature"": ""market_path_state"", ""raw"": ""RISK_OFF"", ""pass"": true}, {""predicate"": ""MARKET_PUBLISHING"", ""feature"": ""down_survival_ratio_top120_percentile"", ""raw"": 91.25, ""comparison"": "">="", ""threshold"": 90.0, ""pass"": true}, {""predicate"": ""SURVIVAL_BUNDLE_A"", ""feature"": ""down_survival_ratio_top120_percentile"", ""raw"": 91.25, ""comparison"": "">="", ""threshold"": 70.0, ""pass"": true}]"
政伸,LEISURE_TOURISM,高爾夫球具業,HIGH,A,63.6,106.0,1.7709895615769633,2.4152037220483313,4.6184761065420465,3,5,3,5,67.5812274368231,70.93525179856115,59.336697909156456,-1.1180081205793515,1.6489059055333286,,,0.6000000000000114,0.8000000000000085,-0.236406619385332,-0.236406619385332,3,7,170050.0,41300.00000000006,128749.99999999994,1.0,0.355029585798805,0.2364066193853542,0.7125890736342066,1.1598639929120451,RISK_OFF,RISK_OFF,1.0,0.7,91.25,91.25,,,96.66666666666669,96.66666666666669,67.5,67.5,EMERGING_POCKET,0.0,,,EMERGING_POCKET,91.66666666666666,True,False,False,8481,2026-07-14,2026-07-14,WINDOW_FIRST_SEEN,,True,C,42.4,,1.0,RECONSTRUCTED_TOP120_FIRST_SEEN_PROXY,1.0,0.0,0.0,bundle_A,EXISTING_PENDING,2026-07-15,2026-07-17,2026-07-21,,3.5377358490566113,-1.8867924528301772,-5.07075471698113,,,,,4.952830188679247,-7.783018867924518,,9,PENDING_DAY10,True,ELIGIBLE_WEAK_MARKET,PENDING_DAY10,PENDING_DAY10,False,70.0,True,90.0,True,True,True,RISK_CONTROL_PRIMARY_SHADOW,2026-07-14,2026-07-14,2026-07-14,True,"[{""predicate"": ""BRANCH_R_MARKET_STATE"", ""feature"": ""market_path_state"", ""raw"": ""RISK_OFF"", ""pass"": true}, {""predicate"": ""MARKET_PUBLISHING"", ""feature"": ""down_survival_ratio_top120_percentile"", ""raw"": 91.25, ""comparison"": "">="", ""threshold"": 90.0, ""pass"": true}, {""predicate"": ""SURVIVAL_BUNDLE_A"", ""feature"": ""down_survival_ratio_top120_percentile"", ""raw"": 91.25, ""comparison"": "">="", ""threshold"": 70.0, ""pass"": true}]"
康師傅-DR,FOOD,食品飲料集團,HIGH,C,65.4,98.0,3.41595997577816,4.178797102662979,1.7736908708609334,2,4,3,5,86.28158844765343,19.85611510791367,18.16870944484499,22.14182444657992,13.622575800561687,24.0,,0.3571428571428575,0.4095238095238092,-4.051172707889128,-4.051172707889128,4,6,1651500.0,1927350.0,-275850.0,0.6,2.0000000000000018,2.0000000000000018,-2.1321961620469065,2.0520060401969293,RISK_OFF,RISK_OFF,0.8,0.6,70.41666666666667,70.41666666666667,,,60.0,60.0,47.5,47.5,NARROW_LEADERSHIP,0.0,,,NARROW_LEADERSHIP,70.0,True,True,False,910322,2026-07-14,2026-07-14,WINDOW_FIRST_SEEN,,True,C,22.95,,1.0,RECONSTRUCTED_TOP120_FIRST_SEEN_PROXY,0.0,0.0,0.0,bundle_A,EXISTING_PENDING,2026-07-15,2026-07-17,2026-07-21,,-0.21786492374727962,2.178649237472774,1.7429193899782147,,,,,5.664488017429203,-0.21786492374727962,,9,PENDING_DAY10,True,ELIGIBLE_WEAK_MARKET,PENDING_DAY10,PENDING_DAY10,False,70.0,True,90.0,False,False,True,FILTERED_BY_RISK_CONTROL_SHADOW,2026-07-14,2026-07-14,2026-07-14,True,"[{""predicate"": ""BRANCH_R_MARKET_STATE"", ""feature"": ""market_path_state"", ""raw"": ""RISK_OFF"", ""pass"": true}, {""predicate"": ""MARKET_PUBLISHING"", ""feature"": ""down_survival_ratio_top120_percentile"", ""raw"": 70.41666666666667, ""comparison"": "">="", ""threshold"": 90.0, ""pass"": false}, {""predicate"": ""SURVIVAL_BUNDLE_A"", ""feature"": ""down_survival_ratio_top120_percentile"", ""raw"": 70.41666666666667, ""comparison"": "">="", ""threshold"": 70.0, ""pass"": true}]"
豐興,STEEL,鋼胚,HIGH,A,65.0,119.0,-0.5711913193301665,3.4543419805249,3.0572938483408807,1,4,2,5,57.03971119133574,39.66882649388049,51.33574007220216,5.790294899151751,1.1407942238267157,16.0,,0.538461538461539,0.5593220338983054,-1.4423076923076872,-1.4423076923076872,4,7,58021978.7,771517.7000000002,57250461.0,0.6,1.4263074484944571,4.065040650406515,3.392568659127626,1.2190370551333,RISK_OFF,RISK_OFF,0.8,0.7,69.16666666666667,69.16666666666667,,,80.0,80.0,68.33333333333333,68.33333333333333,EMERGING_POCKET,1.0,EMERGING_POCKET,1.0,EMERGING_POCKET,68.42105263157895,False,False,False,2015,2026-07-15,2026-07-15,WINDOW_FIRST_SEEN,,True,C,64.0,,1.0,RECONSTRUCTED_TOP120_FIRST_SEEN_PROXY,0.0,0.0,0.0,bundle_A,EXISTING_PENDING,2026-07-16,2026-07-20,2026-07-22,,0.46874999999999556,-0.46874999999999556,-2.0312499999999956,,,,,1.2499999999999956,-2.0312499999999956,,8,PENDING_DAY10,True,ELIGIBLE_WEAK_MARKET,PENDING_DAY10,PENDING_DAY10,False,70.0,False,90.0,False,False,False,FILTERED_BY_RISK_CONTROL_SHADOW,2026-07-15,2026-07-15,2026-07-15,True,"[{""predicate"": ""BRANCH_R_MARKET_STATE"", ""feature"": ""market_path_state"", ""raw"": ""RISK_OFF"", ""pass"": true}, {""predicate"": ""MARKET_PUBLISHING"", ""feature"": ""down_survival_ratio_top120_percentile"", ""raw"": 69.16666666666667, ""comparison"": "">="", ""threshold"": 90.0, ""pass"": false}, {""predicate"": ""SURVIVAL_BUNDLE_A"", ""feature"": ""down_survival_ratio_top120_percentile"", ""raw"": 69.16666666666667, ""comparison"": "">="", ""threshold"": 70.0, ""pass"": false}]"
台數科,COMMUNICATION_NETWORK,有線電視/電信服務,HIGH,A,66.9,106.0,-1.1000628703887294,0.8068271033142782,0.5621610866491489,2,5,2,5,64.62093862815884,39.956803455723545,39.711191335740075,8.221378390811765,4.9819494584837525,,,0.4666666666666641,0.1555555555555557,-0.5128205128205221,-1.6666666666666607,5,5,9257390.0,3650500.0,5606890.0,0.4,0.8974358974358942,1.4175257731958937,0.8974358974358942,4.501950396088426,RISK_OFF,RISK_OFF,1.0,0.5,92.08333333333331,92.08333333333331,,,18.333333333333332,18.333333333333332,28.749999999999996,28.749999999999996,NO_POCKET,0.0,,,NO_POCKET,90.0,True,True,False,6464,2026-07-15,2026-07-15,WINDOW_FIRST_SEEN,,True,C,78.7,,1.0,RECONSTRUCTED_TOP120_FIRST_SEEN_PROXY,1.0,0.0,0.0,bundle_A,EXISTING_PENDING,2026-07-16,2026-07-20,2026-07-22,,-0.3811944091486663,0.3811944091486552,0.7623888182973326,,,,,2.414231257941535,-5.20965692503178,,8,PENDING_DAY10,True,ELIGIBLE_WEAK_MARKET,PENDING_DAY10,PENDING_DAY10,False,70.0,True,90.0,True,True,True,RISK_CONTROL_PRIMARY_SHADOW,2026-07-15,2026-07-15,2026-07-15,True,"[{""predicate"": ""BRANCH_R_MARKET_STATE"", ""feature"": ""market_path_state"", ""raw"": ""RISK_OFF"", ""pass"": true}, {""predicate"": ""MARKET_PUBLISHING"", ""feature"": ""down_survival_ratio_top120_percentile"", ""raw"": 92.08333333333331, ""comparison"": "">="", ""threshold"": 90.0, ""pass"": true}, {""predicate"": ""SURVIVAL_BUNDLE_A"", ""feature"": ""down_survival_ratio_top120_percentile"", ""raw"": 92.08333333333331, ""comparison"": "">="", ""threshold"": 70.0, ""pass"": true}]"
ABC-KY,MEDICAL_DEVICE,醫療院所、醫療器材專賣店、藥局等通路,HIGH,AC,77.6,26.0,7.876450812007295,13.831314459221211,13.60808030903895,1,4,2,5,82.74368231046931,10.367170626349893,14.945848375451265,24.125503894706473,13.55956678700361,150.0,,0.5614035087719298,0.4647887323943657,-4.225352112676061,-4.225352112676061,3,4,8161438.0,-1607814.5,9769252.5,0.4,9.87394957983192,14.442013129102826,13.943355119825696,4.36789485025803,RISK_OFF,RISK_OFF,0.8,0.4,69.16666666666667,69.16666666666667,,,67.5,67.5,15.416666666666668,15.416666666666668,EMERGING_POCKET,0.0,EMERGING_POCKET,0.0,EMERGING_POCKET,68.42105263157895,False,False,False,6598,2026-07-15,2026-07-15,WINDOW_FIRST_SEEN,,True,C,26.15,,1.0,RECONSTRUCTED_TOP120_FIRST_SEEN_PROXY,0.0,0.0,0.0,bundle_A,EXISTING_PENDING,2026-07-16,2026-07-20,2026-07-22,,-3.632887189292544,2.103250478011476,6.5009560229445595,,,,,16.44359464627152,-5.927342256214141,,8,PENDING_DAY10,True,ELIGIBLE_WEAK_MARKET,PENDING_DAY10,PENDING_DAY10,False,70.0,False,90.0,False,False,False,FILTERED_BY_RISK_CONTROL_SHADOW,2026-07-15,2026-07-15,2026-07-15,True,"[{""predicate"": ""BRANCH_R_MARKET_STATE"", ""feature"": ""market_path_state"", ""raw"": ""RISK_OFF"", ""pass"": true}, {""predicate"": ""MARKET_PUBLISHING"", ""feature"": ""down_survival_ratio_top120_percentile"", ""raw"": 69.16666666666667, ""comparison"": "">="", ""threshold"": 90.0, ""pass"": false}, {""predicate"": ""SURVIVAL_BUNDLE_A"", ""feature"": ""down_survival_ratio_top120_percentile"", ""raw"": 69.16666666666667, ""comparison"": "">="", ""threshold"": 70.0, ""pass"": false}]"
緯穎,AI,運算設備,HIGH,AC,71.3,75.0,1.8760996011865985,0.4805711713882221,1.2599395461424745,2,4,2,5,80.50541516245487,40.028797696184306,18.050541516245488,13.492205822090186,12.490974729241875,,87.0,0.2162162162162162,0.368,-2.871287128712874,-6.8376068376068355,4,8,1298478120.0,3732517320.0,-2434039200.0,0.8,3.873598369011222,1.0912698412698374,1.59521435692922,0.5435212333898137,RISK_OFF,RISK_OFF,0.8,0.8,69.16666666666667,69.16666666666667,95.23809523809524,95.23809523809524,50.83333333333333,50.83333333333333,82.08333333333333,82.08333333333333,EMERGING_POCKET,1.0,,,EMERGING_POCKET,68.42105263157895,False,False,False,6669,2026-07-15,2026-07-15,WINDOW_FIRST_SEEN,,True,C,5095.0,,1.0,RECONSTRUCTED_TOP120_FIRST_SEEN_PROXY,0.0,0.0,0.0,bundle_A,EXISTING_PENDING,2026-07-16,2026-07-20,2026-07-22,,0.39254170755642637,-8.047105004906774,7.948969578017673,,,,,14.524043179587842,-9.322865554465166,,8,PENDING_DAY10,True,ELIGIBLE_WEAK_MARKET,PENDING_DAY10,PENDING_DAY10,False,70.0,False,90.0,False,False,False,FILTERED_BY_RISK_CONTROL_SHADOW,2026-07-15,2026-07-15,2026-07-15,True,"[{""predicate"": ""BRANCH_R_MARKET_STATE"", ""feature"": ""market_path_state"", ""raw"": ""RISK_OFF"", ""pass"": true}, {""predicate"": ""MARKET_PUBLISHING"", ""feature"": ""down_survival_ratio_top120_percentile"", ""raw"": 69.16666666666667, ""comparison"": "">="", ""threshold"": 90.0, ""pass"": false}, {""predicate"": ""SURVIVAL_BUNDLE_A"", ""feature"": ""down_survival_ratio_top120_percentile"", ""raw"": 69.16666666666667, ""comparison"": "">="", ""threshold"": 70.0, ""pass"": false}]"
寶綠特-KY,ENVIRONMENTAL_SERVICES,,HIGH,C,67.2,103.0,7.974800401150439,16.844922631893546,17.120346490988414,1,3,2,5,93.28519855595668,18.430525557955363,30.830324909747297,24.95155766600044,12.49097472924188,,,0.7195121951219516,0.3773584905660374,-2.826379542395685,-5.980528511821992,4,6,1947472.2,-338700.0,2286172.2,0.6,9.972299168975065,17.45562130177516,17.45562130177516,2.8286251482269553,RISK_OFF,RISK_OFF,0.6,0.6,39.166666666666664,39.166666666666664,,,52.5,52.5,47.5,47.5,EMERGING_POCKET,0.0,,,EMERGING_POCKET,36.84210526315789,False,False,False,6887,2026-07-15,2026-07-15,WINDOW_FIRST_SEEN,,True,C,39.7,,1.0,RECONSTRUCTED_TOP120_FIRST_SEEN_PROXY,0.0,0.0,0.0,bundle_A,EXISTING_PENDING,2026-07-16,2026-07-20,2026-07-22,,-5.41561712846349,-9.697732997481111,-4.785894206549135,,,,,2.896725440806036,-11.838790931989928,,8,PENDING_DAY10,True,ELIGIBLE_WEAK_MARKET,PENDING_DAY10,PENDING_DAY10,False,70.0,False,90.0,False,False,False,FILTERED_BY_RISK_CONTROL_SHADOW,2026-07-15,2026-07-15,2026-07-15,True,"[{""predicate"": ""BRANCH_R_MARKET_STATE"", ""feature"": ""market_path_state"", ""raw"": ""RISK_OFF"", ""pass"": true}, {""predicate"": ""MARKET_PUBLISHING"", ""feature"": ""down_survival_ratio_top120_percentile"", ""raw"": 39.166666666666664, ""comparison"": "">="", ""threshold"": 90.0, ""pass"": false}, {""predicate"": ""SURVIVAL_BUNDLE_A"", ""feature"": ""down_survival_ratio_top120_percentile"", ""raw"": 39.166666666666664, ""comparison"": "">="", ""threshold"": 70.0, ""pass"": false}]"
東哥遊艇,HOME_APPLIANCE_CONSUMER,遊艇製造,HIGH,A,65.8,114.0,-1.026624981416857,0.6880026288196728,-0.9722174859459808,1,3,2,5,79.49458483754513,12.16702663786897,31.263537906137184,22.442519399892053,9.646209386281589,,,0.1111111111111111,0.1836734693877551,-1.9108280254777064,-4.938271604938271,3,7,23157545.0,-8778154.0,31935699.0,0.6,0.9708737864077666,1.298701298701288,-0.6369426751592355,0.5090866503076678,RISK_OFF,RISK_OFF,0.6,0.7,39.166666666666664,39.166666666666664,,,24.166666666666668,24.166666666666668,68.33333333333333,68.33333333333333,EMERGING_POCKET,1.0,,,EMERGING_POCKET,36.84210526315789,False,False,False,8478,2026-07-15,2026-07-15,WINDOW_FIRST_SEEN,,True,C,156.0,,1.0,RECONSTRUCTED_TOP120_FIRST_SEEN_PROXY,0.0,0.0,0.0,bundle_A,EXISTING_PENDING,2026-07-16,2026-07-20,2026-07-22,,-0.3205128205128194,-3.205128205128205,-2.564102564102566,,,,,1.2820512820512775,-4.807692307692313,,8,PENDING_DAY10,True,ELIGIBLE_WEAK_MARKET,PENDING_DAY10,PENDING_DAY10,False,70.0,False,90.0,False,False,False,FILTERED_BY_RISK_CONTROL_SHADOW,2026-07-15,2026-07-15,2026-07-15,True,"[{""predicate"": ""BRANCH_R_MARKET_STATE"", ""feature"": ""market_path_state"", ""raw"": ""RISK_OFF"", ""pass"": true}, {""predicate"": ""MARKET_PUBLISHING"", ""feature"": ""down_survival_ratio_top120_percentile"", ""raw"": 39.166666666666664, ""comparison"": "">="", ""threshold"": 90.0, ""pass"": false}, {""predicate"": ""SURVIVAL_BUNDLE_A"", ""feature"": ""down_survival_ratio_top120_percentile"", ""raw"": 39.166666666666664, ""comparison"": "">="", ""threshold"": 70.0, ""pass"": false}]"
