change_date,change_type,old_config_hash,new_config_hash,old_value,new_value,changed_fields,affects_candidate_universe_or_frozen_rule,new_cohort_required,note,observed_prompt_versions
2026-07-23,PROMPT_VERSION,a1b9b6306a17bb9b089c2695ac7dbdef29e6455d76827ec96614000f578d98a0,a1b9b6306a17bb9b089c2695ac7dbdef29e6455d76827ec96614000f578d98a0,v5,v6,prompt_version,False,False,Recorded for transparency; Phase 3I decisions use deterministic frozen features and do not use LLM output.,"{""2026-07-13"": ""v4"", ""2026-07-14"": ""v4"", ""2026-07-15"": ""v5"", ""2026-07-16"": ""v5"", ""2026-07-17"": ""v5"", ""2026-07-20"": ""v5"", ""2026-07-21"": ""v5"", ""2026-07-22"": ""v5"", ""2026-07-23"": ""v6"", ""2026-07-24"": ""v6"", ""2026-07-27"": ""v6""}"
2026-07-28,FROZEN_RESEARCH_START,,a1b9b6306a17bb9b089c2695ac7dbdef29e6455d76827ec96614000f578d98a0,,c094178c6c49274483c851ff010ef1427f103cc2,none,False,False,No Phase 3I rule or threshold change; source rules pinned to committed Phase 3G/3H artifacts.,"{""2026-07-13"": ""v4"", ""2026-07-14"": ""v4"", ""2026-07-15"": ""v5"", ""2026-07-16"": ""v5"", ""2026-07-17"": ""v5"", ""2026-07-20"": ""v5"", ""2026-07-21"": ""v5"", ""2026-07-22"": ""v5"", ""2026-07-23"": ""v6"", ""2026-07-24"": ""v6"", ""2026-07-27"": ""v6""}"
