stock_name,primary_sector,sub_sector,classification_confidence,source_combination,momentum_score,momentum_rank,market_excess_return_1d,market_excess_return_3d,market_excess_return_5d,market_down_day_outperformance_count_5d,market_down_day_outperformance_count_10d,market_down_days_5d,market_down_days_10d,rs_market_pct_day0,rs_market_pct_day_minus_3,rs_market_pct_day_minus_5,rs_slope_3d,rs_slope_5d,momentum_rank_change_1d,momentum_rank_change_3d,trend_efficiency_5d,trend_efficiency_10d,max_drawdown_prior_5d,max_drawdown_prior_10d,institution_buy_days_5d,institution_buy_days_10d,institution_flow_3d,institution_flow_previous_3d,institution_flow_acceleration,flow_support_on_market_down_days,return_1d,return_3d,return_5d,volume_ratio_1d_20d,production_market_regime,market_path_state,down_survival_ratio,institution_flow_persistence,down_survival_ratio_top120_percentile,down_survival_ratio_state_percentile,momentum_rank_change_3d_top120_percentile,momentum_rank_change_3d_state_percentile,trend_efficiency_10d_top120_percentile,trend_efficiency_10d_state_percentile,institution_flow_persistence_top120_percentile,institution_flow_persistence_state_percentile,primary_pocket_state,primary_pocket_strength_streak,sub_pocket_state,sub_pocket_strength_streak,pocket_state,down_survival_ratio_pocket_percentile,bundle_A,bundle_B,bundle_C,stock_id,evaluation_date,episode_start_date,episode_kind,missing_top120_sessions_before_entry,comparable_phase3e_cohort,dataset,entry_close,future_trade_date_10d,future_return_10d,outcome,maturity_status,policy0,policy0_data_source,policy1,policy2,policy3,policy3_bundle_chosen_on_dataset_a
聯電,SEMICONDUCTOR,晶圓製造,HIGH,AB,61.1,110.0,0.35643192877401475,13.61823830777831,16.9307664025105,1,1,1,1,99.27431059506532,,,,,,,0.7878787878787878,0.6666666666666666,-1.7241379310344862,-4.424778761061942,3,6,2574635838.5,174888769.0,2399747069.5,0.0,-1.0452961672473893,13.59999999999999,22.413793103448263,1.4644229771838149,VOLATILE_RANGE,NORMAL,1.0,0.6,69.16666666666667,69.16666666666667,,,76.66666666666667,76.66666666666667,45.0,45.0,NO_POCKET,0.0,EMERGING_POCKET,0.0,EMERGING_POCKET,63.57142857142857,False,False,False,2303,2026-05-28,2026-05-28,WINDOW_FIRST_SEEN,,False,LEFT_CENSORED,142.0,2026-06-11,-11.971830985915489,,EXCLUDED_LEFT_CENSORED,1.0,RECONSTRUCTED_TOP120_FIRST_SEEN_PROXY,1.0,1.0,0.0,bundle_A
台達電,ELECTRICAL_MACHINERY,電源管理與工業自動化,HIGH,A,60.9,113.0,-3.7570020627087586,4.385050534852564,12.250963446845487,0,0,1,1,73.14949201741655,,,,,,,0.5806451612903226,0.24102564102564103,-5.158730158730163,-11.1368909512761,3,4,10818557920.0,11972648095.0,-1154090175.0,0.0,-5.158730158730163,4.366812227074246,17.733990147783253,0.9884035602814579,VOLATILE_RANGE,NORMAL,0.0,0.4,19.166666666666668,19.166666666666668,,,26.666666666666668,26.666666666666668,13.333333333333334,13.333333333333334,NARROW_LEADERSHIP,0.0,,,NARROW_LEADERSHIP,20.0,False,False,False,2308,2026-05-28,2026-05-28,WINDOW_FIRST_SEEN,,False,LEFT_CENSORED,2390.0,2026-06-11,-9.623430962343093,,EXCLUDED_LEFT_CENSORED,1.0,RECONSTRUCTED_TOP120_FIRST_SEEN_PROXY,1.0,1.0,0.0,bundle_A
金寶,COMPUTER_PERIPHERALS,硬碟機,HIGH,A,60.7,116.0,2.338809755994642,3.5896668792068986,19.76614273427819,1,1,1,1,92.23512336719884,,,,,,,0.5891472868217056,0.5575221238938056,-6.624999999999992,-6.624999999999992,3,7,-61583038.39999986,2246678615.4,-2308261653.8,0.0,0.9370816599732379,3.571428571428581,25.249169435215958,2.368825842933775,VOLATILE_RANGE,NORMAL,1.0,0.7,69.16666666666667,69.16666666666667,,,65.83333333333333,65.83333333333333,68.33333333333333,68.33333333333333,EMERGING_POCKET,0.0,,,EMERGING_POCKET,63.57142857142857,False,False,False,2312,2026-05-28,2026-05-28,WINDOW_FIRST_SEEN,,False,LEFT_CENSORED,37.7,2026-06-11,-7.427055702917784,,EXCLUDED_LEFT_CENSORED,1.0,RECONSTRUCTED_TOP120_FIRST_SEEN_PROXY,1.0,1.0,0.0,bundle_A
鴻海,COMPUTER_PERIPHERALS,金屬、塑膠模具,HIGH,A,67.4,63.0,1.0229402172335256,0.7845218326825387,0.7795995616884932,1,1,1,1,82.65602322206095,,,,,,,0.7209302325581395,0.4457831325301205,-0.7662835249042099,-3.420523138832998,5,9,10850555791.0,25974224397.0,-15123668606.0,1.0,-0.37878787878787845,0.766283524904221,6.2626262626262585,0.8055504032590246,VOLATILE_RANGE,NORMAL,1.0,0.9,69.16666666666667,69.16666666666667,,,48.333333333333336,48.333333333333336,92.5,92.5,EMERGING_POCKET,0.0,EMERGING_POCKET,0.0,EMERGING_POCKET,63.57142857142857,False,False,False,2317,2026-05-28,2026-05-28,WINDOW_FIRST_SEEN,,False,LEFT_CENSORED,263.0,2026-06-11,-1.7110266159695797,,EXCLUDED_LEFT_CENSORED,1.0,RECONSTRUCTED_TOP120_FIRST_SEEN_PROXY,1.0,1.0,0.0,bundle_A
國巨*,PASSIVE_CONNECTOR,電阻器,HIGH,AB,64.0,90.0,7.250515542526392,7.398846122539537,24.237253019341964,1,1,1,1,99.7822931785196,,,,,,,0.7391304347826086,0.775623268698061,-4.341534008683068,-4.341534008683068,2,6,-3788143487.0,2674421878.0,-6462565365.0,0.0,5.848787446504988,7.38060781476122,29.72027972027973,0.4396381191054634,VOLATILE_RANGE,NORMAL,1.0,0.6,69.16666666666667,69.16666666666667,,,89.16666666666667,89.16666666666667,45.0,45.0,EMERGING_POCKET,1.0,EMERGING_POCKET,1.0,EMERGING_POCKET,63.57142857142857,False,False,False,2327,2026-05-28,2026-05-28,WINDOW_FIRST_SEEN,,False,LEFT_CENSORED,742.0,2026-06-11,13.477088948787053,,EXCLUDED_LEFT_CENSORED,1.0,RECONSTRUCTED_TOP120_FIRST_SEEN_PROXY,1.0,1.0,0.0,bundle_A
茂矽,SEMICONDUCTOR,其他IC/二極體製造,HIGH,A,61.0,112.0,-2.3440153773043537,-1.719884519568149,-0.6622603226930313,0,0,1,1,91.50943396226415,,,,,,,0.3714285714285711,0.022026431718061686,-3.7457434733257577,-9.2526690391459,4,9,-17124043.149999995,62606191.9,-79730235.05,1.0,-3.7457434733257577,-1.7381228273464666,4.820766378244734,1.121839606966296,VOLATILE_RANGE,NORMAL,0.0,0.9,19.166666666666668,19.166666666666668,,,1.6666666666666667,1.6666666666666667,92.5,92.5,NO_POCKET,0.0,EMERGING_POCKET,1.0,EMERGING_POCKET,13.571428571428571,False,False,False,2342,2026-05-28,2026-05-28,WINDOW_FIRST_SEEN,,False,LEFT_CENSORED,42.4,2026-06-11,-6.367924528301872,,EXCLUDED_LEFT_CENSORED,1.0,RECONSTRUCTED_TOP120_FIRST_SEEN_PROXY,1.0,1.0,0.0,bundle_A
華邦電,SEMICONDUCTOR,記憶體IC,HIGH,AB,67.1,68.0,-5.695046097526978,12.08049511711684,20.83276277274644,0,0,1,1,97.38751814223512,,,,,,,0.5769230769230769,0.13513513513513514,-7.096774193548383,-14.925373134328357,4,6,4691058903.0,12721744111.5,-8030685208.5,0.0,-7.096774193548383,12.062256809338523,26.315789473684205,1.4290514633332696,VOLATILE_RANGE,NORMAL,0.0,0.6,19.166666666666668,19.166666666666668,,,16.666666666666664,16.666666666666664,45.0,45.0,NO_POCKET,0.0,EMERGING_POCKET,1.0,EMERGING_POCKET,13.571428571428571,False,False,False,2344,2026-05-28,2026-05-28,WINDOW_FIRST_SEEN,,False,LEFT_CENSORED,144.0,2026-06-11,8.680555555555557,,EXCLUDED_LEFT_CENSORED,1.0,RECONSTRUCTED_TOP120_FIRST_SEEN_PROXY,1.0,1.0,0.0,bundle_A
宏碁,COMPUTER_PERIPHERALS,筆記型電腦,HIGH,A,63.3,94.0,3.3125561214991106,-1.5202232306832153,7.19302963709041,1,1,1,1,82.87373004354136,,,,,,,0.6206896551724136,0.49999999999999956,-3.384615384615386,-3.384615384615386,3,5,234943706.79999992,864229549.6500001,-629285842.8500001,1.0,1.9108280254777066,-1.538461538461533,12.676056338028175,1.9534049511123646,VOLATILE_RANGE,NORMAL,1.0,0.5,69.16666666666667,69.16666666666667,,,58.333333333333336,58.333333333333336,25.833333333333336,25.833333333333336,EMERGING_POCKET,0.0,EMERGING_POCKET,0.0,EMERGING_POCKET,63.57142857142857,False,False,False,2353,2026-05-28,2026-05-28,WINDOW_FIRST_SEEN,,False,LEFT_CENSORED,32.0,2026-06-11,15.312499999999996,,EXCLUDED_LEFT_CENSORED,1.0,RECONSTRUCTED_TOP120_FIRST_SEEN_PROXY,1.0,1.0,0.0,bundle_A
英業達,COMPUTER_PERIPHERALS,筆記型電腦,HIGH,A,77.7,6.0,4.46624422505365,-2.275339673873067,12.63157588686259,1,1,1,1,94.55732946298984,,,,,,,0.5903614457831321,0.507109004739336,-5.198776758409796,-5.198776758409796,2,5,226300190.00000048,1313719731.1,-1087419541.0999994,1.0,3.0645161290322465,-2.2935779816513846,18.114602587800356,2.0783816522698557,VOLATILE_RANGE,NORMAL,1.0,0.5,69.16666666666667,69.16666666666667,,,59.166666666666664,59.166666666666664,25.833333333333336,25.833333333333336,EMERGING_POCKET,0.0,EMERGING_POCKET,0.0,EMERGING_POCKET,63.57142857142857,False,False,False,2356,2026-05-28,2026-05-28,WINDOW_FIRST_SEEN,,False,LEFT_CENSORED,63.9,2026-06-11,2.3474178403755985,,EXCLUDED_LEFT_CENSORED,1.0,RECONSTRUCTED_TOP120_FIRST_SEEN_PROXY,1.0,1.0,0.0,bundle_A
華碩,COMPUTER_PERIPHERALS,顯示卡,HIGH,A,62.2,102.0,0.1178479248373776,-2.3795049926448097,0.004778177111020021,1,1,1,1,83.38171262699565,,,,,,,0.4864864864864865,0.09090909090909091,-2.3977433004231274,-6.480117820324005,3,5,462606389.0,3538357044.0,-3075750655.0,0.0,-1.2838801711840264,-2.3977433004231274,5.487804878048785,0.7385077676608759,VOLATILE_RANGE,NORMAL,1.0,0.5,69.16666666666667,69.16666666666667,,,12.5,12.5,25.833333333333336,25.833333333333336,EMERGING_POCKET,0.0,NO_POCKET,0.0,EMERGING_POCKET,63.57142857142857,False,False,False,2357,2026-05-28,2026-05-28,WINDOW_FIRST_SEEN,,False,LEFT_CENSORED,692.0,2026-06-11,13.294797687861282,,EXCLUDED_LEFT_CENSORED,1.0,RECONSTRUCTED_TOP120_FIRST_SEEN_PROXY,1.0,1.0,0.0,bundle_A
藍天,COMPUTER_PERIPHERALS,筆記型電腦,HIGH,A,66.7,75.0,1.2799254163624596,-3.055047744231132,-2.726134470361319,1,1,1,1,65.16690856313498,,,,,,,0.29729729729729804,0.29687499999999983,-3.0732860520094496,-3.0732860520094496,4,5,26165637.8,13060837.150000006,13104800.649999995,1.0,-0.12180267965894442,-3.0732860520094496,2.7568922305764465,1.0238728330156013,VOLATILE_RANGE,NORMAL,1.0,0.5,69.16666666666667,69.16666666666667,,,34.166666666666664,34.166666666666664,25.833333333333336,25.833333333333336,EMERGING_POCKET,0.0,EMERGING_POCKET,0.0,EMERGING_POCKET,63.57142857142857,False,False,False,2362,2026-05-28,2026-05-28,WINDOW_FIRST_SEEN,,False,LEFT_CENSORED,41.0,2026-06-11,18.29268292682926,,EXCLUDED_LEFT_CENSORED,1.0,RECONSTRUCTED_TOP120_FIRST_SEEN_PROXY,1.0,1.0,0.0,bundle_A
矽統,SEMICONDUCTOR,IC設計,HIGH,A,64.2,86.0,-1.741984478828884,-6.4846518656320855,-2.45754899393138,0,0,1,1,89.9854862119013,,,,,,,0.174311926605505,0.09289617486338815,-6.502890173410403,-6.502890173410403,2,5,-217044167.30000007,224916698.69999987,-441960865.99999994,1.0,-3.143712574850288,-6.502890173410403,3.0254777070063854,0.733813996753292,VOLATILE_RANGE,NORMAL,0.0,0.5,19.166666666666668,19.166666666666668,,,13.333333333333334,13.333333333333334,25.833333333333336,25.833333333333336,NO_POCKET,0.0,,,NO_POCKET,38.0,False,False,False,2363,2026-05-28,2026-05-28,WINDOW_FIRST_SEEN,,False,LEFT_CENSORED,64.7,2026-06-11,-12.82843894899537,,EXCLUDED_LEFT_CENSORED,1.0,RECONSTRUCTED_TOP120_FIRST_SEEN_PROXY,1.0,0.0,0.0,bundle_A
菱生,SEMICONDUCTOR,IC封裝測試,HIGH,AC,60.9,114.0,0.40546408605877104,15.90745113576666,27.01697329906223,1,1,1,1,92.01741654571843,,,,,,,0.9241706161137443,0.6884057971014494,-0.996264009962633,-5.785123966942152,5,8,549337816.45,702942742.55,-153604926.0999999,1.0,-0.996264009962633,15.889212827988342,32.49999999999999,2.4067743565421367,VOLATILE_RANGE,NORMAL,1.0,0.8,69.16666666666667,69.16666666666667,,,79.16666666666666,79.16666666666666,83.33333333333334,83.33333333333334,NO_POCKET,0.0,EMERGING_POCKET,1.0,EMERGING_POCKET,63.57142857142857,False,False,False,2369,2026-05-28,2026-05-28,WINDOW_FIRST_SEEN,,False,LEFT_CENSORED,39.75,2026-06-11,-19.74842767295598,,EXCLUDED_LEFT_CENSORED,1.0,RECONSTRUCTED_TOP120_FIRST_SEEN_PROXY,1.0,1.0,0.0,bundle_A
凱美,PASSIVE_CONNECTOR,電容器,HIGH,AB,67.4,64.0,11.265673674252696,17.047223815024704,26.35370799293979,1,1,1,1,98.98403483309144,,,,,,,0.8297872340425532,0.8099062918340028,-2.898550724637683,-2.898550724637683,2,6,219838323.0,-150890305.5,370728628.5,0.0,9.863945578231291,17.028985507246386,31.836734693877556,2.0478634458705347,VOLATILE_RANGE,NORMAL,1.0,0.6,69.16666666666667,69.16666666666667,,,92.5,92.5,45.0,45.0,EMERGING_POCKET,1.0,EMERGING_POCKET,1.0,EMERGING_POCKET,63.57142857142857,False,False,False,2375,2026-05-28,2026-05-28,WINDOW_FIRST_SEEN,,False,LEFT_CENSORED,161.5,2026-06-11,-0.3095975232198178,,EXCLUDED_LEFT_CENSORED,1.0,RECONSTRUCTED_TOP120_FIRST_SEEN_PROXY,1.0,1.0,0.0,bundle_A
技嘉,COMPUTER_PERIPHERALS,顯示器模組,HIGH,A,73.7,26.0,2.9054874945176556,0.3154151279863404,1.15204438910963,1,1,1,1,88.75181422351234,,,,,,,0.7241379310344828,0.13725490196078433,-1.1887072808320909,-8.6232980332829,5,6,1439216141.0,309764518.0,1129451623.0,1.0,1.5037593984962516,0.2971768202080227,6.635071090047395,1.008471774223866,VOLATILE_RANGE,NORMAL,1.0,0.6,69.16666666666667,69.16666666666667,,,17.5,17.5,45.0,45.0,EMERGING_POCKET,0.0,,,EMERGING_POCKET,63.57142857142857,False,False,False,2376,2026-05-28,2026-05-28,WINDOW_FIRST_SEEN,,False,LEFT_CENSORED,337.5,2026-06-11,0.7407407407407307,,EXCLUDED_LEFT_CENSORED,1.0,RECONSTRUCTED_TOP120_FIRST_SEEN_PROXY,1.0,1.0,0.0,bundle_A
微星,COMPUTER_PERIPHERALS,顯示卡,HIGH,A,63.7,92.0,-0.969813405954878,-2.737667204032701,3.8090086972923256,0,0,1,1,88.388969521045,,,,,,,0.5675675675675675,0.20634920634920634,-2.7559055118110187,-6.41025641025641,1,2,-1475388407.0,1859441304.0,-3334829711.0,0.0,-2.371541501976282,-2.7559055118110187,9.292035398230091,0.7517860317387653,VOLATILE_RANGE,NORMAL,0.0,0.2,19.166666666666668,19.166666666666668,,,23.333333333333332,23.333333333333332,1.6666666666666667,1.6666666666666667,EMERGING_POCKET,0.0,NO_POCKET,0.0,EMERGING_POCKET,13.571428571428571,False,False,False,2377,2026-05-28,2026-05-28,WINDOW_FIRST_SEEN,,False,LEFT_CENSORED,123.5,2026-06-11,8.097165991902845,,EXCLUDED_LEFT_CENSORED,1.0,RECONSTRUCTED_TOP120_FIRST_SEEN_PROXY,1.0,1.0,0.0,bundle_A
漢唐,FACTORY_ENGINEERING,廠務工程,HIGH,A,71.6,37.0,-4.671146397905723,-6.8090709291694695,-0.02848124639232008,0,0,1,1,86.42960812772134,,,,,,,0.2222222222222222,0.2558139534883721,-8.300395256916993,-8.300395256916993,5,9,3656862400.0,7316050685.0,-3659188285.0,1.0,-6.072874493927127,-6.827309236947787,5.454545454545445,0.8711055516783413,VOLATILE_RANGE,NORMAL,0.0,0.9,19.166666666666668,19.166666666666668,,,28.333333333333332,28.333333333333332,92.5,92.5,NARROW_LEADERSHIP,0.0,NO_POCKET,0.0,NARROW_LEADERSHIP,20.0,False,False,False,2404,2026-05-28,2026-05-28,WINDOW_FIRST_SEEN,,False,LEFT_CENSORED,1160.0,2026-06-11,3.0172413793103425,,EXCLUDED_LEFT_CENSORED,1.0,RECONSTRUCTED_TOP120_FIRST_SEEN_PROXY,1.0,1.0,0.0,bundle_A
輔信,COMPUTER_PERIPHERALS,桌上型電腦,HIGH,A,63.2,95.0,1.7066061448019032,-3.500823275799403,-2.67052670093777,1,1,1,1,70.82728592162555,,,,,,,0.25714285714285623,0.454545454545454,-3.8123167155425297,-3.8123167155425297,4,7,10649400.000000004,94829517.05000001,-84180117.05000001,1.0,0.3048780487804992,-3.5190615835777206,2.8124999999999956,1.4757947417465849,VOLATILE_RANGE,NORMAL,1.0,0.7,69.16666666666667,69.16666666666667,,,50.0,50.0,68.33333333333333,68.33333333333333,EMERGING_POCKET,0.0,,,EMERGING_POCKET,63.57142857142857,False,False,False,2405,2026-05-28,2026-05-28,WINDOW_FIRST_SEEN,,False,LEFT_CENSORED,16.45,2026-06-11,10.942249240121594,,EXCLUDED_LEFT_CENSORED,1.0,RECONSTRUCTED_TOP120_FIRST_SEEN_PROXY,1.0,1.0,0.0,bundle_A
