stock_id,episode_start_date,dataset,entry_close,path_outcome,winner_hit_date,loser_hit_date,day10_outcome,future_return_10d
2413,2026-06-12,A,61.2,HIT_LOSER_FIRST,,2026-06-17,LOSER,-23.937908496732028
2636,2026-06-12,A,71.2,NO_BARRIER_HIT,,,NEUTRAL,-3.2303370786516794
3576,2026-06-12,A,19.8,HIT_LOSER_FIRST,,2026-06-17,LOSER,-15.151515151515149
6205,2026-06-12,A,86.5,HIT_LOSER_FIRST,,2026-06-16,LOSER,-15.14450867052023
6691,2026-06-12,A,689.0,HIT_WINNER_FIRST,2026-06-16,,WINNER,15.384615384615374
6944,2026-06-12,A,991.0,HIT_WINNER_FIRST,2026-06-22,,NEUTRAL,-0.7063572149344055
8081,2026-06-12,A,283.0,HIT_WINNER_FIRST,2026-06-18,,NEUTRAL,9.71731448763251
0050,2026-06-15,A,105.25,NO_BARRIER_HIT,,,NEUTRAL,2.422802850356298
0055,2026-06-15,A,41.0,NO_BARRIER_HIT,,,NEUTRAL,2.3658536585365875
006204,2026-06-15,A,227.0,NO_BARRIER_HIT,,,NEUTRAL,2.841409691629959
006208,2026-06-15,A,244.1,NO_BARRIER_HIT,,,NEUTRAL,2.4989758295780318
00631L,2026-06-15,A,37.07,HIT_WINNER_FIRST,2026-06-23,,NEUTRAL,3.6417588346371765
00657,2026-06-15,A,80.8,NO_BARRIER_HIT,,,NEUTRAL,1.9183168316831756
00661,2026-06-15,A,89.3,NO_BARRIER_HIT,,,NEUTRAL,1.7357222844344822
00663L,2026-06-15,A,107.6,HIT_WINNER_FIRST,2026-06-23,,NEUTRAL,3.7639405204461074
00675L,2026-06-15,A,325.85,HIT_WINNER_FIRST,2026-06-23,,NEUTRAL,3.8514653981893465
00685L,2026-06-15,A,295.95,HIT_WINNER_FIRST,2026-06-23,,NEUTRAL,3.3958438925494105
00690,2026-06-15,A,80.25,NO_BARRIER_HIT,,,NEUTRAL,1.3707165109034136
00692,2026-06-15,A,91.05,NO_BARRIER_HIT,,,NEUTRAL,2.251510159253156
00701,2026-06-15,A,37.62,NO_BARRIER_HIT,,,NEUTRAL,4.253056884635842
00731,2026-06-15,A,87.3,NO_BARRIER_HIT,,,NEUTRAL,1.8327605956472093
00735,2026-06-15,A,113.0,NO_BARRIER_HIT,,,NEUTRAL,3.4070796460176966
00830,2026-06-15,A,98.45,NO_BARRIER_HIT,,,NEUTRAL,-0.6602336211274817
00850,2026-06-15,A,90.35,NO_BARRIER_HIT,,,NEUTRAL,1.8815716657443415
00876,2026-06-15,A,98.85,NO_BARRIER_HIT,,,NEUTRAL,7.233181588265047
00900,2026-06-15,A,19.51,NO_BARRIER_HIT,,,NEUTRAL,-1.5376729882111806
00901,2026-06-15,A,46.6,NO_BARRIER_HIT,,,NEUTRAL,1.716738197424883
00905,2026-06-15,A,27.7,NO_BARRIER_HIT,,,NEUTRAL,2.743682310469331
