stock_id,episode_start_date,dataset,entry_close,path_outcome,winner_hit_date,loser_hit_date,day10_outcome,future_return_10d
1717,2026-07-03,B,81.6,HIT_LOSER_FIRST,,2026-07-08,LOSER,-23.897058823529406
2231,2026-07-03,B,118.5,HIT_LOSER_FIRST,,2026-07-09,LOSER,-9.704641350210974
2617,2026-07-03,B,30.5,HIT_LOSER_FIRST,,2026-07-15,LOSER,-6.065573770491806
3518,2026-07-03,B,36.35,HIT_LOSER_FIRST,,2026-07-08,LOSER,-27.922971114167815
4989,2026-07-03,B,110.5,HIT_LOSER_FIRST,,2026-07-07,LOSER,-41.26696832579185
6477,2026-07-03,B,36.9,HIT_WINNER_FIRST,2026-07-09,,NEUTRAL,11.111111111111116
7818,2026-07-03,B,68.8,NO_BARRIER_HIT,,,NEUTRAL,-0.29069767441860517
9911,2026-07-03,B,85.2,NO_BARRIER_HIT,,,NEUTRAL,-2.3474178403755874
1256,2026-07-06,B,199.0,HIT_LOSER_FIRST,,2026-07-13,LOSER,-7.0351758793969825
1339,2026-07-06,B,45.45,NO_BARRIER_HIT,,,NEUTRAL,-0.660066006600668
1604,2026-07-06,B,23.8,NO_BARRIER_HIT,,,NEUTRAL,-1.0504201680672232
1721,2026-07-06,B,29.05,HIT_LOSER_FIRST,,2026-07-07,LOSER,-29.259896729776248
1727,2026-07-06,B,101.5,HIT_LOSER_FIRST,,2026-07-07,LOSER,-19.901477832512317
1760,2026-07-06,B,65.9,HIT_LOSER_FIRST,,2026-07-13,LOSER,-6.676783004552355
1773,2026-07-06,B,185.0,HIT_LOSER_FIRST,,2026-07-08,LOSER,-8.378378378378383
1783,2026-07-06,B,40.6,NO_BARRIER_HIT,,,NEUTRAL,-1.1083743842364546
2012,2026-07-06,B,16.5,HIT_LOSER_FIRST,,2026-07-09,NEUTRAL,-4.242424242424237
2033,2026-07-06,B,16.4,HIT_LOSER_FIRST,,2026-07-13,LOSER,-7.62195121951218
2104,2026-07-06,B,11.4,HIT_LOSER_FIRST,,2026-07-08,LOSER,-8.771929824561408
2885,2026-07-06,B,68.4,HIT_LOSER_FIRST,,2026-07-17,LOSER,-10.380116959064335
3031,2026-07-06,B,33.75,HIT_LOSER_FIRST,,2026-07-08,LOSER,-26.51851851851852
6235,2026-07-06,B,46.95,HIT_LOSER_FIRST,,2026-07-07,LOSER,-14.909478168264112
6782,2026-07-06,B,208.5,HIT_LOSER_FIRST,,2026-07-14,LOSER,-6.714628297362113
6918,2026-07-06,B,75.5,NO_BARRIER_HIT,,,NEUTRAL,-3.443708609271512
9912,2026-07-06,B,12.7,NO_BARRIER_HIT,,,NEUTRAL,-0.7874015748031482
1419,2026-07-07,B,66.0,NO_BARRIER_HIT,,,NEUTRAL,-0.15151515151514694
2034,2026-07-07,B,20.65,HIT_LOSER_FIRST,,2026-07-20,NEUTRAL,-5.32687651331718
2208,2026-07-07,B,19.5,HIT_WINNER_FIRST,2026-07-14,,NEUTRAL,3.076923076923088
2390,2026-07-07,B,12.95,HIT_LOSER_FIRST,,2026-07-13,LOSER,-12.355212355212352
2480,2026-07-07,B,162.0,NO_BARRIER_HIT,,,NEUTRAL,-1.851851851851849
2901,2026-07-07,B,24.2,NO_BARRIER_HIT,,,NEUTRAL,1.2396694214876103
3545,2026-07-07,B,57.1,HIT_LOSER_FIRST,,2026-07-14,LOSER,-11.908931698774083
4133,2026-07-07,B,21.2,HIT_WINNER_FIRST,2026-07-20,,NEUTRAL,2.1226415094339535
4438,2026-07-07,B,62.5,NO_BARRIER_HIT,,,NEUTRAL,-2.8799999999999937
4576,2026-07-07,B,223.0,HIT_LOSER_FIRST,,2026-07-13,LOSER,-11.210762331838565
4961,2026-07-07,B,175.0,HIT_LOSER_FIRST,,2026-07-14,LOSER,-6.000000000000005
6201,2026-07-07,B,49.15,NO_BARRIER_HIT,,,NEUTRAL,-0.3051881993896166
6416,2026-07-07,B,91.0,HIT_WINNER_FIRST,2026-07-13,,WINNER,16.483516483516492
6873,2026-07-07,B,89.2,HIT_LOSER_FIRST,,2026-07-17,NEUTRAL,-1.7937219730941756
1203,2026-07-08,B,43.4,NO_BARRIER_HIT,,,NEUTRAL,8.755760368663612
1416,2026-07-08,B,11.0,NO_BARRIER_HIT,,,NEUTRAL,0.0
2388,2026-07-08,B,74.3,HIT_LOSER_FIRST,,2026-07-13,NEUTRAL,-1.2113055181695698
2427,2026-07-08,B,25.55,HIT_LOSER_FIRST,,2026-07-17,LOSER,-9.197651663405093
3416,2026-07-08,B,187.0,HIT_LOSER_FIRST,,2026-07-14,NEUTRAL,-4.545454545454541
4178,2026-07-08,B,19.25,HIT_LOSER_FIRST,,2026-07-14,NEUTRAL,-0.7792207792207684
4195,2026-07-08,B,17.6,HIT_LOSER_FIRST,,2026-07-14,LOSER,-7.954545454545469
5269,2026-07-08,B,1525.0,HIT_LOSER_FIRST,,2026-07-17,LOSER,-7.868852459016395
6794,2026-07-08,B,82.3,HIT_LOSER_FIRST,,2026-07-17,NEUTRAL,-5.589307411907651
6934,2026-07-08,B,73.6,NO_BARRIER_HIT,,,NEUTRAL,8.42391304347827
8443,2026-07-08,B,11.5,NO_BARRIER_HIT,,,NEUTRAL,-1.30434782608696
020037,2026-07-09,B,11.03,NO_BARRIER_HIT,,,NEUTRAL,0.7252946509519465
1536,2026-07-09,B,55.0,HIT_LOSER_FIRST,,2026-07-17,LOSER,-7.454545454545459
1623,2026-07-09,B,226.5,NO_BARRIER_HIT,,,NEUTRAL,-3.31125827814569
2431,2026-07-09,B,11.45,HIT_LOSER_FIRST,,2026-07-14,LOSER,-6.550218340611358
2465,2026-07-09,B,89.5,HIT_LOSER_FIRST,,2026-07-14,LOSER,-10.05586592178771
2486,2026-07-09,B,259.0,HIT_LOSER_FIRST,,2026-07-14,LOSER,-15.444015444015447
3005,2026-07-09,B,112.0,NO_BARRIER_HIT,,,NEUTRAL,0.8928571428571397
3015,2026-07-09,B,64.2,HIT_LOSER_FIRST,,2026-07-14,LOSER,-15.10903426791278
3617,2026-07-09,B,242.0,HIT_LOSER_FIRST,,2026-07-13,LOSER,-11.98347107438017
5258,2026-07-09,B,52.8,NO_BARRIER_HIT,,,NEUTRAL,-1.325757575757569
6176,2026-07-09,B,90.6,HIT_LOSER_FIRST,,2026-07-17,NEUTRAL,-2.759381898454749
6928,2026-07-09,B,53.3,HIT_LOSER_FIRST,,2026-07-17,NEUTRAL,0.5628517823639934
7823,2026-07-09,B,88.8,HIT_LOSER_FIRST,,2026-07-16,LOSER,-6.4189189189189255
