stock_id,episode_start_date,action_date,old_episode_return_copied_to_candidate_day,old_episode_outcome_copied_to_candidate_day,recalculated_forward_return_10d_from_action_date,forward_outcome_from_action_date,forward_maturity_date,copy_pattern_detected,outcome_label_changed_after_recalculation,audit_classification
00897,2026-06-30,2026-07-23,-1.5030946065428763,NEUTRAL,,,,True,False,LIFECYCLE_OUTCOME_LEAKAGE_FOUND
00898,2026-06-16,2026-06-16,10.18957345971565,NEUTRAL,10.18957345971565,NEUTRAL,2026-07-01,False,False,NO_COPY_PATTERN
00898,2026-06-16,2026-06-30,10.18957345971565,NEUTRAL,-0.10660980810236476,NEUTRAL,2026-07-15,True,False,LIFECYCLE_OUTCOME_LEAKAGE_FOUND
00898,2026-06-16,2026-07-01,10.18957345971565,NEUTRAL,1.7204301075268935,NEUTRAL,2026-07-16,True,False,LIFECYCLE_OUTCOME_LEAKAGE_FOUND
00898,2026-06-16,2026-07-22,10.18957345971565,NEUTRAL,,,,True,False,LIFECYCLE_OUTCOME_LEAKAGE_FOUND
00898,2026-06-16,2026-07-23,10.18957345971565,NEUTRAL,,,,True,False,LIFECYCLE_OUTCOME_LEAKAGE_FOUND
00900,2026-06-15,2026-06-15,-1.5376729882111806,NEUTRAL,-1.5376729882111806,NEUTRAL,2026-06-30,False,False,NO_COPY_PATTERN
00900,2026-06-15,2026-06-16,-1.5376729882111806,NEUTRAL,-0.3610108303249149,NEUTRAL,2026-07-01,True,False,LIFECYCLE_OUTCOME_LEAKAGE_FOUND
00900,2026-06-15,2026-06-18,-1.5376729882111806,NEUTRAL,-0.3575076608784311,NEUTRAL,2026-07-03,True,False,LIFECYCLE_OUTCOME_LEAKAGE_FOUND
00901,2026-06-15,2026-06-15,1.716738197424883,NEUTRAL,1.716738197424883,NEUTRAL,2026-06-30,False,False,NO_COPY_PATTERN
00901,2026-06-15,2026-06-16,1.716738197424883,NEUTRAL,2.777184362315732,NEUTRAL,2026-07-01,True,False,LIFECYCLE_OUTCOME_LEAKAGE_FOUND
00905,2026-06-15,2026-06-15,2.743682310469331,NEUTRAL,2.743682310469331,NEUTRAL,2026-06-30,False,False,NO_COPY_PATTERN
00905,2026-06-15,2026-06-16,2.743682310469331,NEUTRAL,3.4569679510262796,NEUTRAL,2026-07-01,True,False,LIFECYCLE_OUTCOME_LEAKAGE_FOUND
