evaluation_date,cluster,durability_strength_streak,durability_market_down_day_survival,durability_sector_above_ma5_change,durability_sector_above_ma10_change,durability_new_high_persistence,durability_institution_breadth_persistence,durability_leader_continuation,durability_second_third_leader_confirmation,durability_strength_change_1d,durability_strength_change_3d,durability_leader_breadth_divergence,durability_positive_evidence_count,durability_divergence_fail,pocket_durability,pocket_quadrant,durability_threshold_source,durability_thresholds
2026-06-11,AGRI_TECH,0,100.0,0.0,0.0,0.3333333333333333,33.333333333333336,0.3333333333333333,0.0,-0.8086835518202662,1.2820468768343094,-500.4149377593361,7,False,DURABLE,Q1_ACTIVE_DURABLE,Dataset A distribution; outcome-blind,"{""durability_strength_streak"": 0.0, ""durability_market_down_day_survival"": 80.0, ""durability_sector_above_ma5_change"": 0.0, ""durability_sector_above_ma10_change"": 0.0, ""durability_new_high_persistence"": 1.6666666666666667, ""durability_institution_breadth_persistence"": 47.03368526897938, ""durability_leader_continuation"": 1.0, ""durability_second_third_leader_confirmation"": 0.0, ""durability_strength_change_1d"": -0.854774226075175, ""durability_strength_change_3d"": -0.6241085725162767, ""leader_breadth_divergence_max"": -245.99682232660953}"
2026-06-12,AGRI_TECH,0,100.0,50.0,0.0,0.0,33.333333333333336,0.0,0.0,-4.96426791395494,-1.0792055370192841,-751.0958904109589,5,False,FRAGILE,Q2_ACTIVE_FRAGILE,Dataset A distribution; outcome-blind,"{""durability_strength_streak"": 0.0, ""durability_market_down_day_survival"": 80.0, ""durability_sector_above_ma5_change"": 0.0, ""durability_sector_above_ma10_change"": 0.0, ""durability_new_high_persistence"": 1.6666666666666667, ""durability_institution_breadth_persistence"": 47.03368526897938, ""durability_leader_continuation"": 1.0, ""durability_second_third_leader_confirmation"": 0.0, ""durability_strength_change_1d"": -0.854774226075175, ""durability_strength_change_3d"": -0.6241085725162767, ""leader_breadth_divergence_max"": -245.99682232660953}"
2026-06-15,AGRI_TECH,0,100.0,25.0,50.0,0.0,50.0,0.3333333333333333,0.0,-4.087744416260575,-9.860695882035781,-497.2273567467653,6,False,DURABLE,Q3_QUIET_DURABLE,Dataset A distribution; outcome-blind,"{""durability_strength_streak"": 0.0, ""durability_market_down_day_survival"": 80.0, ""durability_sector_above_ma5_change"": 0.0, ""durability_sector_above_ma10_change"": 0.0, ""durability_new_high_persistence"": 1.6666666666666667, ""durability_institution_breadth_persistence"": 47.03368526897938, ""durability_leader_continuation"": 1.0, ""durability_second_third_leader_confirmation"": 0.0, ""durability_strength_change_1d"": -0.854774226075175, ""durability_strength_change_3d"": -0.6241085725162767, ""leader_breadth_divergence_max"": -245.99682232660953}"
2026-06-16,AGRI_TECH,0,100.0,-25.0,-25.0,0.0,50.0,0.6666666666666666,0.0,3.25754868148887,-5.794463648726644,-237.4769797421731,5,True,FRAGILE,Q2_ACTIVE_FRAGILE,Dataset A distribution; outcome-blind,"{""durability_strength_streak"": 0.0, ""durability_market_down_day_survival"": 80.0, ""durability_sector_above_ma5_change"": 0.0, ""durability_sector_above_ma10_change"": 0.0, ""durability_new_high_persistence"": 1.6666666666666667, ""durability_institution_breadth_persistence"": 47.03368526897938, ""durability_leader_continuation"": 1.0, ""durability_second_third_leader_confirmation"": 0.0, ""durability_strength_change_1d"": -0.854774226075175, ""durability_strength_change_3d"": -0.6241085725162767, ""leader_breadth_divergence_max"": -245.99682232660953}"
2026-06-17,AGRI_TECH,0,100.0,0.0,0.0,0.0,41.666666666666664,1.0,0.0,-3.2812991880421634,-4.111494922813868,-477.51937984496124,6,False,DURABLE,Q1_ACTIVE_DURABLE,Dataset A distribution; outcome-blind,"{""durability_strength_streak"": 0.0, ""durability_market_down_day_survival"": 80.0, ""durability_sector_above_ma5_change"": 0.0, ""durability_sector_above_ma10_change"": 0.0, ""durability_new_high_persistence"": 1.6666666666666667, ""durability_institution_breadth_persistence"": 47.03368526897938, ""durability_leader_continuation"": 1.0, ""durability_second_third_leader_confirmation"": 0.0, ""durability_strength_change_1d"": -0.854774226075175, ""durability_strength_change_3d"": -0.6241085725162767, ""leader_breadth_divergence_max"": -245.99682232660953}"
2026-06-18,AGRI_TECH,0,100.0,25.0,25.0,0.0,33.333333333333336,1.0,0.0,-2.367170581878531,-2.390921088431824,-718.5436893203884,6,False,DURABLE,Q1_ACTIVE_DURABLE,Dataset A distribution; outcome-blind,"{""durability_strength_streak"": 0.0, ""durability_market_down_day_survival"": 80.0, ""durability_sector_above_ma5_change"": 0.0, ""durability_sector_above_ma10_change"": 0.0, ""durability_new_high_persistence"": 1.6666666666666667, ""durability_institution_breadth_persistence"": 47.03368526897938, ""durability_leader_continuation"": 1.0, ""durability_second_third_leader_confirmation"": 0.0, ""durability_strength_change_1d"": -0.854774226075175, ""durability_strength_change_3d"": -0.6241085725162767, ""leader_breadth_divergence_max"": -245.99682232660953}"
2026-06-22,AGRI_TECH,0,100.0,-25.0,0.0,0.0,33.333333333333336,1.0,0.0,-1.2491505583852085,-6.897620328305903,26.23574144486691,5,True,FRAGILE,Q2_ACTIVE_FRAGILE,Dataset A distribution; outcome-blind,"{""durability_strength_streak"": 0.0, ""durability_market_down_day_survival"": 80.0, ""durability_sector_above_ma5_change"": 0.0, ""durability_sector_above_ma10_change"": 0.0, ""durability_new_high_persistence"": 1.6666666666666667, ""durability_institution_breadth_persistence"": 47.03368526897938, ""durability_leader_continuation"": 1.0, ""durability_second_third_leader_confirmation"": 0.0, ""durability_strength_change_1d"": -0.854774226075175, ""durability_strength_change_3d"": -0.6241085725162767, ""leader_breadth_divergence_max"": -245.99682232660953}"
2026-06-23,AGRI_TECH,0,100.0,-25.0,-25.0,0.3333333333333333,58.333333333333336,1.0,0.0,3.593274734617923,-0.023046405645816392,-225.35971223021582,7,True,FRAGILE,Q2_ACTIVE_FRAGILE,Dataset A distribution; outcome-blind,"{""durability_strength_streak"": 0.0, ""durability_market_down_day_survival"": 80.0, ""durability_sector_above_ma5_change"": 0.0, ""durability_sector_above_ma10_change"": 0.0, ""durability_new_high_persistence"": 1.6666666666666667, ""durability_institution_breadth_persistence"": 47.03368526897938, ""durability_leader_continuation"": 1.0, ""durability_second_third_leader_confirmation"": 0.0, ""durability_strength_change_1d"": -0.854774226075175, ""durability_strength_change_3d"": -0.6241085725162767, ""leader_breadth_divergence_max"": -245.99682232660953}"
2026-06-24,AGRI_TECH,0,100.0,-25.0,0.0,0.3333333333333333,58.333333333333336,1.0,0.0,3.1235345102032746,5.467658686435989,-244.92635024549918,8,True,FRAGILE,Q2_ACTIVE_FRAGILE,Dataset A distribution; outcome-blind,"{""durability_strength_streak"": 0.0, ""durability_market_down_day_survival"": 80.0, ""durability_sector_above_ma5_change"": 0.0, ""durability_sector_above_ma10_change"": 0.0, ""durability_new_high_persistence"": 1.6666666666666667, ""durability_institution_breadth_persistence"": 47.03368526897938, ""durability_leader_continuation"": 1.0, ""durability_second_third_leader_confirmation"": 0.0, ""durability_strength_change_1d"": -0.854774226075175, ""durability_strength_change_3d"": -0.6241085725162767, ""leader_breadth_divergence_max"": -245.99682232660953}"
2026-06-25,AGRI_TECH,0,100.0,0.0,-25.0,0.3333333333333333,50.0,0.6666666666666666,0.0,-2.5227031158087447,4.194106129012453,-0.8333333333333304,6,True,FRAGILE,Q4_INACTIVE,Dataset A distribution; outcome-blind,"{""durability_strength_streak"": 0.0, ""durability_market_down_day_survival"": 80.0, ""durability_sector_above_ma5_change"": 0.0, ""durability_sector_above_ma10_change"": 0.0, ""durability_new_high_persistence"": 1.6666666666666667, ""durability_institution_breadth_persistence"": 47.03368526897938, ""durability_leader_continuation"": 1.0, ""durability_second_third_leader_confirmation"": 0.0, ""durability_strength_change_1d"": -0.854774226075175, ""durability_strength_change_3d"": -0.6241085725162767, ""leader_breadth_divergence_max"": -245.99682232660953}"
