stock_id,stock_name,episode_start_date,entry_date,entry_close,action_date,feature_as_of_date,current_close_as_of_action_date,current_return_as_of_action_date,MFE_as_of_action_date,MAE_as_of_action_date,days_since_entry,current_top120_status,days_outside_top120,days_since_reentry,momentum_rank_as_of_action_date,momentum_rank_change_1d,momentum_rank_change_3d,rs_slope_3d,rs_slope_5d,institution_flow_acceleration,pocket_activity,pocket_durability,market_path_state,lifecycle_state,informational_state,watchlist_action_shadow,action_reasons,evidence_family_count,persistent_evidence_families,state_evidence,previous_lifecycle_state,state_transition,max_source_date,point_in_time_valid,formal_watch_on_action_date,watch_history_source,rank_source,pocket_source_date,market_source_date,data_status,episode_return_10d,episode_outcome_from_entry,episode_maturity_date,barrier_outcome,winner_hit_date,loser_hit_date,barrier_hit_date,forward_return_10d_from_action_date,forward_outcome_from_action_date,forward_maturity_date,forward_barrier_outcome_from_action_date,requested_end_date,price_available_through,formal_watch_available_through,requested_2026_07_28_status
2425,承啟,2026-07-22,2026-07-22,45.15,2026-07-22,2026-07-22,45.15,0.0,0.0,0.0,0,True,0,,5.0,99.0,158.0,,0.37980829080044887,95150819.4,ACTIVE,DURABLE,RISK_OFF,NEW_DISCOVERY,HOLD_STRONG,KEEP_SHADOW,[],0,[],"{""Momentum Rank"": {""raw"": {""rank_change_3d"": 158, ""days_outside_top120"": 0}, ""threshold"": ""rank_change_3d<0 OR outside>=2"", ""weak"": false}, ""Relative Strength Path"": {""raw"": {""rs_slope_3d"": NaN, ""rs_slope_5d"": 0.37980829080044887}, ""threshold"": ""slope3<0 AND (slope5<0 OR unavailable)"", ""weak"": false}, ""Institution Flow"": {""raw"": {""acceleration"": 95150819.4, ""buy_days_5d"": 1}, ""threshold"": ""acceleration<0 AND buy_days_5d<=2"", ""weak"": false}, ""Market-relative Performance"": {""raw"": {""excess_1d"": 7.454752213504778, ""excess_3d"": 4.405457391312263}, ""threshold"": ""both <0"", ""weak"": false}, ""Pocket Durability"": {""raw"": ""DURABLE"", ""threshold"": ""FRAGILE"", ""weak"": false}}",,NONE -> NEW_DISCOVERY,2026-07-22,True,True,PRODUCTION_SIGNAL_SNAPSHOT,FROZEN_TOP120_RAW_UNION,2026-07-22,2026-07-22,RECONSTRUCTED_NOT_PRODUCTION_EXACT,,,,NO_BARRIER_HIT,,,,,,,NO_BARRIER_HIT,2026-07-28,2026-07-27,2026-07-27,UNAVAILABLE_NOT_FABRICATED
2425,承啟,2026-07-22,2026-07-22,45.15,2026-07-23,2026-07-23,45.8,1.439645625692143,3.9867109634551534,-2.436323366555926,1,True,0,,13.0,-8.0,39.0,2.4258231755252715,1.4066329182860131,-6856981.549999993,ACTIVE,DURABLE,RISK_OFF,REACCELERATING,REACCELERATING,KEEP_SHADOW,"[""Institution Flow""]",1,[],"{""Momentum Rank"": {""raw"": {""rank_change_3d"": 39, ""days_outside_top120"": 0}, ""threshold"": ""rank_change_3d<0 OR outside>=2"", ""weak"": false}, ""Relative Strength Path"": {""raw"": {""rs_slope_3d"": 2.4258231755252715, ""rs_slope_5d"": 1.4066329182860131}, ""threshold"": ""slope3<0 AND (slope5<0 OR unavailable)"", ""weak"": false}, ""Institution Flow"": {""raw"": {""acceleration"": -6856981.549999993, ""buy_days_5d"": 1}, ""threshold"": ""acceleration<0 AND buy_days_5d<=2"", ""weak"": true}, ""Market-relative Performance"": {""raw"": {""excess_1d"": 1.3838072219878539, ""excess_3d"": 4.439788783503218}, ""threshold"": ""both <0"", ""weak"": false}, ""Pocket Durability"": {""raw"": ""DURABLE"", ""threshold"": ""FRAGILE"", ""weak"": false}}",NEW_DISCOVERY,NEW_DISCOVERY -> REACCELERATING,2026-07-23,True,True,PRODUCTION_SIGNAL_SNAPSHOT,FROZEN_TOP120_RAW_UNION,2026-07-23,2026-07-23,RECONSTRUCTED_NOT_PRODUCTION_EXACT,,,,NO_BARRIER_HIT,,,,,,,NO_BARRIER_HIT,2026-07-28,2026-07-27,2026-07-27,UNAVAILABLE_NOT_FABRICATED
2425,承啟,2026-07-22,2026-07-22,45.15,2026-07-24,2026-07-24,46.85,3.7652270210409844,6.0908084163898035,-2.436323366555926,2,True,0,,38.0,-25.0,66.0,2.029909244325708,,-3725999.9999999925,ACTIVE,FRAGILE,RISK_OFF,DETERIORATING,DETERIORATING,WARNING_SHADOW,"[""Institution Flow"", ""Pocket Durability""]",2,"[""Institution Flow""]","{""Momentum Rank"": {""raw"": {""rank_change_3d"": 66, ""days_outside_top120"": 0}, ""threshold"": ""rank_change_3d<0 OR outside>=2"", ""weak"": false}, ""Relative Strength Path"": {""raw"": {""rs_slope_3d"": 2.029909244325708, ""rs_slope_5d"": NaN}, ""threshold"": ""slope3<0 AND (slope5<0 OR unavailable)"", ""weak"": false}, ""Institution Flow"": {""raw"": {""acceleration"": -3725999.9999999925, ""buy_days_5d"": 1}, ""threshold"": ""acceleration<0 AND buy_days_5d<=2"", ""weak"": true}, ""Market-relative Performance"": {""raw"": {""excess_1d"": 4.959128037791228, ""excess_3d"": 14.19835463307708}, ""threshold"": ""both <0"", ""weak"": false}, ""Pocket Durability"": {""raw"": ""FRAGILE"", ""threshold"": ""FRAGILE"", ""weak"": true}}",REACCELERATING,REACCELERATING -> DETERIORATING,2026-07-24,True,True,PRODUCTION_SIGNAL_SNAPSHOT,FROZEN_TOP120_RAW_UNION,2026-07-24,2026-07-24,RECONSTRUCTED_NOT_PRODUCTION_EXACT,,,,NO_BARRIER_HIT,,,,,,,NO_BARRIER_HIT,2026-07-28,2026-07-27,2026-07-27,UNAVAILABLE_NOT_FABRICATED
2425,承啟,2026-07-22,2026-07-22,45.15,2026-07-27,2026-07-27,46.0,1.882613510520481,6.0908084163898035,-2.436323366555926,3,True,0,,,,,0.3113026819923353,1.3405513765795292,-203249945.6,ACTIVE,FRAGILE,RISK_OFF,DETERIORATING,DETERIORATING,REMOVE_SHADOW,"[""Institution Flow"", ""Pocket Durability""]",2,"[""Institution Flow"", ""Pocket Durability""]","{""Momentum Rank"": {""raw"": {""rank_change_3d"": NaN, ""days_outside_top120"": 0}, ""threshold"": ""rank_change_3d<0 OR outside>=2"", ""weak"": false}, ""Relative Strength Path"": {""raw"": {""rs_slope_3d"": 0.3113026819923353, ""rs_slope_5d"": 1.3405513765795292}, ""threshold"": ""slope3<0 AND (slope5<0 OR unavailable)"", ""weak"": false}, ""Institution Flow"": {""raw"": {""acceleration"": -203249945.6, ""buy_days_5d"": 1}, ""threshold"": ""acceleration<0 AND buy_days_5d<=2"", ""weak"": true}, ""Market-relative Performance"": {""raw"": {""excess_1d"": -1.7669980726767065, ""excess_3d"": 4.540882926021994}, ""threshold"": ""both <0"", ""weak"": false}, ""Pocket Durability"": {""raw"": ""FRAGILE"", ""threshold"": ""FRAGILE"", ""weak"": true}}",DETERIORATING,DETERIORATING -> DETERIORATING,2026-07-27,True,True,PRODUCTION_SIGNAL_SNAPSHOT,UNAVAILABLE_NOT_IMPUTED,2026-07-24,2026-07-24,RECONSTRUCTED_NOT_PRODUCTION_EXACT,,,,NO_BARRIER_HIT,,,,,,,NO_BARRIER_HIT,2026-07-28,2026-07-27,2026-07-27,UNAVAILABLE_NOT_FABRICATED
2615,萬海,2026-07-22,2026-07-22,85.1,2026-07-22,2026-07-22,85.1,0.0,0.0,0.0,0,True,0,,17.0,-3.0,167.0,,,1311090095.5999997,HIGH_ACTIVITY,DURABLE,RISK_OFF,NEW_DISCOVERY,HOLD_STRONG,KEEP_SHADOW,[],0,[],"{""Momentum Rank"": {""raw"": {""rank_change_3d"": 167, ""days_outside_top120"": 0}, ""threshold"": ""rank_change_3d<0 OR outside>=2"", ""weak"": false}, ""Relative Strength Path"": {""raw"": {""rs_slope_3d"": NaN, ""rs_slope_5d"": NaN}, ""threshold"": ""slope3<0 AND (slope5<0 OR unavailable)"", ""weak"": false}, ""Institution Flow"": {""raw"": {""acceleration"": 1311090095.5999997, ""buy_days_5d"": 4}, ""threshold"": ""acceleration<0 AND buy_days_5d<=2"", ""weak"": false}, ""Market-relative Performance"": {""raw"": {""excess_1d"": -1.4577994014055684, ""excess_3d"": 1.994937093999516}, ""threshold"": ""both <0"", ""weak"": false}, ""Pocket Durability"": {""raw"": ""DURABLE"", ""threshold"": ""FRAGILE"", ""weak"": false}}",,NONE -> NEW_DISCOVERY,2026-07-22,True,True,PRODUCTION_SIGNAL_SNAPSHOT,FROZEN_TOP120_RAW_UNION,2026-07-22,2026-07-22,RECONSTRUCTED_NOT_PRODUCTION_EXACT,,,,NO_BARRIER_HIT,,,,,,,NO_BARRIER_HIT,2026-07-28,2026-07-27,2026-07-27,UNAVAILABLE_NOT_FABRICATED
2615,萬海,2026-07-22,2026-07-22,85.1,2026-07-23,2026-07-23,84.5,-0.7050528789659172,0.5875440658049458,-1.762632197414804,1,False,1,,,,,,,1303835244.0999997,ACTIVE,DURABLE,RISK_OFF,HEALTHY_PULLBACK,HEALTHY_PULLBACK,KEEP_SHADOW,"[""Market-relative Performance""]",1,[],"{""Momentum Rank"": {""raw"": {""rank_change_3d"": NaN, ""days_outside_top120"": 1}, ""threshold"": ""rank_change_3d<0 OR outside>=2"", ""weak"": false}, ""Relative Strength Path"": {""raw"": {""rs_slope_3d"": NaN, ""rs_slope_5d"": NaN}, ""threshold"": ""slope3<0 AND (slope5<0 OR unavailable)"", ""weak"": false}, ""Institution Flow"": {""raw"": {""acceleration"": 1303835244.0999997, ""buy_days_5d"": 5}, ""threshold"": ""acceleration<0 AND buy_days_5d<=2"", ""weak"": false}, ""Market-relative Performance"": {""raw"": {""excess_1d"": -0.7608912826702063, ""excess_3d"": -0.6874209632717232}, ""threshold"": ""both <0"", ""weak"": true}, ""Pocket Durability"": {""raw"": ""DURABLE"", ""threshold"": ""FRAGILE"", ""weak"": false}}",NEW_DISCOVERY,NEW_DISCOVERY -> HEALTHY_PULLBACK,2026-07-23,True,False,PRODUCTION_SIGNAL_SNAPSHOT,UNAVAILABLE_NOT_IMPUTED,2026-07-23,2026-07-23,RECONSTRUCTED_NOT_PRODUCTION_EXACT,,,,NO_BARRIER_HIT,,,,,,,NO_BARRIER_HIT,2026-07-28,2026-07-27,2026-07-27,UNAVAILABLE_NOT_FABRICATED
2615,萬海,2026-07-22,2026-07-22,85.1,2026-07-24,2026-07-24,87.0,2.2326674500587673,3.290246768507643,-1.762632197414804,2,True,0,0.0,8.0,,6.0,1.9822913746378816,,-357830910.1999998,HIGH_ACTIVITY,DURABLE,RISK_OFF,REACCELERATING,REACCELERATING,KEEP_SHADOW,[],0,[],"{""Momentum Rank"": {""raw"": {""rank_change_3d"": 6, ""days_outside_top120"": 0}, ""threshold"": ""rank_change_3d<0 OR outside>=2"", ""weak"": false}, ""Relative Strength Path"": {""raw"": {""rs_slope_3d"": 1.9822913746378816, ""rs_slope_5d"": NaN}, ""threshold"": ""slope3<0 AND (slope5<0 OR unavailable)"", ""weak"": false}, ""Institution Flow"": {""raw"": {""acceleration"": -357830910.1999998, ""buy_days_5d"": 5}, ""threshold"": ""acceleration<0 AND buy_days_5d<=2"", ""weak"": false}, ""Market-relative Performance"": {""raw"": {""excess_1d"": 5.625131500234037, ""excess_3d"": 3.4194644243548566}, ""threshold"": ""both <0"", ""weak"": false}, ""Pocket Durability"": {""raw"": ""DURABLE"", ""threshold"": ""FRAGILE"", ""weak"": false}}",HEALTHY_PULLBACK,HEALTHY_PULLBACK -> REACCELERATING,2026-07-24,True,True,PRODUCTION_SIGNAL_SNAPSHOT,FROZEN_TOP120_RAW_UNION,2026-07-24,2026-07-24,RECONSTRUCTED_NOT_PRODUCTION_EXACT,,,,NO_BARRIER_HIT,,,,,,,NO_BARRIER_HIT,2026-07-28,2026-07-27,2026-07-27,UNAVAILABLE_NOT_FABRICATED
2615,萬海,2026-07-22,2026-07-22,85.1,2026-07-27,2026-07-27,84.0,-1.2925969447708519,3.290246768507643,-2.467685076380721,3,True,0,1.0,,,,0.14367816091953975,3.675368039522354,-1159788302.3999996,HIGH_ACTIVITY,DURABLE,RISK_OFF,REACCELERATING,REACCELERATING,KEEP_SHADOW,[],0,[],"{""Momentum Rank"": {""raw"": {""rank_change_3d"": NaN, ""days_outside_top120"": 0}, ""threshold"": ""rank_change_3d<0 OR outside>=2"", ""weak"": false}, ""Relative Strength Path"": {""raw"": {""rs_slope_3d"": 0.14367816091953975, ""rs_slope_5d"": 3.675368039522354}, ""threshold"": ""slope3<0 AND (slope5<0 OR unavailable)"", ""weak"": false}, ""Institution Flow"": {""raw"": {""acceleration"": -1159788302.3999996, ""buy_days_5d"": 4}, ""threshold"": ""acceleration<0 AND buy_days_5d<=2"", ""weak"": false}, ""Market-relative Performance"": {""raw"": {""excess_1d"": -3.400972974233396, ""excess_3d"": 1.3656724707306611}, ""threshold"": ""both <0"", ""weak"": false}, ""Pocket Durability"": {""raw"": ""DURABLE"", ""threshold"": ""FRAGILE"", ""weak"": false}}",REACCELERATING,REACCELERATING -> REACCELERATING,2026-07-27,True,True,PRODUCTION_SIGNAL_SNAPSHOT,UNAVAILABLE_NOT_IMPUTED,2026-07-24,2026-07-24,RECONSTRUCTED_NOT_PRODUCTION_EXACT,,,,NO_BARRIER_HIT,,,,,,,NO_BARRIER_HIT,2026-07-28,2026-07-27,2026-07-27,UNAVAILABLE_NOT_FABRICATED
5388,中磊,2026-07-22,2026-07-22,87.2,2026-07-22,2026-07-22,87.2,0.0,0.0,0.0,0,True,0,,27.0,27.0,96.0,,,-226207078.40000007,ACTIVE,DURABLE,RISK_OFF,NEW_DISCOVERY,HOLD_STRONG,KEEP_SHADOW,[],0,[],"{""Momentum Rank"": {""raw"": {""rank_change_3d"": 96, ""days_outside_top120"": 0}, ""threshold"": ""rank_change_3d<0 OR outside>=2"", ""weak"": false}, ""Relative Strength Path"": {""raw"": {""rs_slope_3d"": NaN, ""rs_slope_5d"": NaN}, ""threshold"": ""slope3<0 AND (slope5<0 OR unavailable)"", ""weak"": false}, ""Institution Flow"": {""raw"": {""acceleration"": -226207078.40000007, ""buy_days_5d"": 3}, ""threshold"": ""acceleration<0 AND buy_days_5d<=2"", ""weak"": false}, ""Market-relative Performance"": {""raw"": {""excess_1d"": 1.1272565669939505, ""excess_3d"": -0.367215314133551}, ""threshold"": ""both <0"", ""weak"": false}, ""Pocket Durability"": {""raw"": ""DURABLE"", ""threshold"": ""FRAGILE"", ""weak"": false}}",,NONE -> NEW_DISCOVERY,2026-07-22,True,True,PRODUCTION_SIGNAL_SNAPSHOT,FROZEN_TOP120_RAW_UNION,2026-07-22,2026-07-22,RECONSTRUCTED_NOT_PRODUCTION_EXACT,,,,NO_BARRIER_HIT,,,,,,,NO_BARRIER_HIT,2026-07-28,2026-07-27,2026-07-27,UNAVAILABLE_NOT_FABRICATED
5388,中磊,2026-07-22,2026-07-22,87.2,2026-07-23,2026-07-23,89.1,2.178899082568808,2.408256880733939,0.5733944954128489,1,True,0,,11.0,16.0,109.0,8.356762493483282,3.4303599277174044,596883894.6999999,ACTIVE,DURABLE,RISK_OFF,REACCELERATING,REACCELERATING,KEEP_SHADOW,[],0,[],"{""Momentum Rank"": {""raw"": {""rank_change_3d"": 109, ""days_outside_top120"": 0}, ""threshold"": ""rank_change_3d<0 OR outside>=2"", ""weak"": false}, ""Relative Strength Path"": {""raw"": {""rs_slope_3d"": 8.356762493483282, ""rs_slope_5d"": 3.4303599277174044}, ""threshold"": ""slope3<0 AND (slope5<0 OR unavailable)"", ""weak"": false}, ""Institution Flow"": {""raw"": {""acceleration"": 596883894.6999999, ""buy_days_5d"": 4}, ""threshold"": ""acceleration<0 AND buy_days_5d<=2"", ""weak"": false}, ""Market-relative Performance"": {""raw"": {""excess_1d"": 2.123060678864519, ""excess_3d"": 1.9523305895232879}, ""threshold"": ""both <0"", ""weak"": false}, ""Pocket Durability"": {""raw"": ""DURABLE"", ""threshold"": ""FRAGILE"", ""weak"": false}}",NEW_DISCOVERY,NEW_DISCOVERY -> REACCELERATING,2026-07-23,True,True,PRODUCTION_SIGNAL_SNAPSHOT,FROZEN_TOP120_RAW_UNION,2026-07-23,2026-07-23,RECONSTRUCTED_NOT_PRODUCTION_EXACT,,,,NO_BARRIER_HIT,,,,,,,NO_BARRIER_HIT,2026-07-28,2026-07-27,2026-07-27,UNAVAILABLE_NOT_FABRICATED
5388,中磊,2026-07-22,2026-07-22,87.2,2026-07-24,2026-07-24,88.7,1.7201834862385246,3.7844036697247674,0.5733944954128489,2,True,0,,5.0,6.0,49.0,4.158008872177973,,415876104.1,ACTIVE,FRAGILE,RISK_OFF,REACCELERATING,REACCELERATING,KEEP_SHADOW,"[""Pocket Durability""]",1,[],"{""Momentum Rank"": {""raw"": {""rank_change_3d"": 49, ""days_outside_top120"": 0}, ""threshold"": ""rank_change_3d<0 OR outside>=2"", ""weak"": false}, ""Relative Strength Path"": {""raw"": {""rs_slope_3d"": 4.158008872177973, ""rs_slope_5d"": NaN}, ""threshold"": ""slope3<0 AND (slope5<0 OR unavailable)"", ""weak"": false}, ""Institution Flow"": {""raw"": {""acceleration"": 415876104.1, ""buy_days_5d"": 4}, ""threshold"": ""acceleration<0 AND buy_days_5d<=2"", ""weak"": false}, ""Market-relative Performance"": {""raw"": {""excess_1d"": 2.2176178363101373, ""excess_3d"": 5.537105641812379}, ""threshold"": ""both <0"", ""weak"": false}, ""Pocket Durability"": {""raw"": ""FRAGILE"", ""threshold"": ""FRAGILE"", ""weak"": true}}",REACCELERATING,REACCELERATING -> REACCELERATING,2026-07-24,True,True,PRODUCTION_SIGNAL_SNAPSHOT,FROZEN_TOP120_RAW_UNION,2026-07-24,2026-07-24,RECONSTRUCTED_NOT_PRODUCTION_EXACT,,,,NO_BARRIER_HIT,,,,,,,NO_BARRIER_HIT,2026-07-28,2026-07-27,2026-07-27,UNAVAILABLE_NOT_FABRICATED
5388,中磊,2026-07-22,2026-07-22,87.2,2026-07-27,2026-07-27,90.6,3.8990825688073327,8.600917431192666,0.5733944954128489,3,True,0,,,,,1.7480842911877374,5.991068990342842,357222871.9000001,ACTIVE,FRAGILE,RISK_OFF,REACCELERATING,REACCELERATING,KEEP_SHADOW,"[""Pocket Durability""]",1,"[""Pocket Durability""]","{""Momentum Rank"": {""raw"": {""rank_change_3d"": NaN, ""days_outside_top120"": 0}, ""threshold"": ""rank_change_3d<0 OR outside>=2"", ""weak"": false}, ""Relative Strength Path"": {""raw"": {""rs_slope_3d"": 1.7480842911877374, ""rs_slope_5d"": 5.991068990342842}, ""threshold"": ""slope3<0 AND (slope5<0 OR unavailable)"", ""weak"": false}, ""Institution Flow"": {""raw"": {""acceleration"": 357222871.9000001, ""buy_days_5d"": 5}, ""threshold"": ""acceleration<0 AND buy_days_5d<=2"", ""weak"": false}, ""Market-relative Performance"": {""raw"": {""excess_1d"": 2.1893547480384967, ""excess_3d"": 6.557351984308846}, ""threshold"": ""both <0"", ""weak"": false}, ""Pocket Durability"": {""raw"": ""FRAGILE"", ""threshold"": ""FRAGILE"", ""weak"": true}}",REACCELERATING,REACCELERATING -> REACCELERATING,2026-07-27,True,True,PRODUCTION_SIGNAL_SNAPSHOT,UNAVAILABLE_NOT_IMPUTED,2026-07-24,2026-07-24,RECONSTRUCTED_NOT_PRODUCTION_EXACT,,,,NO_BARRIER_HIT,,,,,,,NO_BARRIER_HIT,2026-07-28,2026-07-27,2026-07-27,UNAVAILABLE_NOT_FABRICATED
6414,樺漢,2026-07-22,2026-07-22,490.0,2026-07-22,2026-07-22,490.0,0.0,0.0,0.0,0,True,0,,3.0,2.0,,,,-170630940.5,ACTIVE,DURABLE,RISK_OFF,NEW_DISCOVERY,HOLD_STRONG,KEEP_SHADOW,[],0,[],"{""Momentum Rank"": {""raw"": {""rank_change_3d"": NaN, ""days_outside_top120"": 0}, ""threshold"": ""rank_change_3d<0 OR outside>=2"", ""weak"": false}, ""Relative Strength Path"": {""raw"": {""rs_slope_3d"": NaN, ""rs_slope_5d"": NaN}, ""threshold"": ""slope3<0 AND (slope5<0 OR unavailable)"", ""weak"": false}, ""Institution Flow"": {""raw"": {""acceleration"": -170630940.5, ""buy_days_5d"": 5}, ""threshold"": ""acceleration<0 AND buy_days_5d<=2"", ""weak"": false}, ""Market-relative Performance"": {""raw"": {""excess_1d"": 8.648348146056549, ""excess_3d"": 19.001544848159213}, ""threshold"": ""both <0"", ""weak"": false}, ""Pocket Durability"": {""raw"": ""DURABLE"", ""threshold"": ""FRAGILE"", ""weak"": false}}",,NONE -> NEW_DISCOVERY,2026-07-22,True,True,PRODUCTION_SIGNAL_SNAPSHOT,FROZEN_TOP120_RAW_UNION,2026-07-22,2026-07-22,RECONSTRUCTED_NOT_PRODUCTION_EXACT,,,,HIT_LOSER_FIRST,,2026-07-27,2026-07-27,,,,HIT_LOSER_FIRST,2026-07-28,2026-07-27,2026-07-27,UNAVAILABLE_NOT_FABRICATED
6414,樺漢,2026-07-22,2026-07-22,490.0,2026-07-23,2026-07-23,503.0,2.6530612244898055,3.0612244897959107,-2.6530612244897944,1,True,0,,3.0,0.0,6.0,2.9763825790488503,,527004480.5,ACTIVE,DURABLE,RISK_OFF,REACCELERATING,REACCELERATING,KEEP_SHADOW,[],0,[],"{""Momentum Rank"": {""raw"": {""rank_change_3d"": 6, ""days_outside_top120"": 0}, ""threshold"": ""rank_change_3d<0 OR outside>=2"", ""weak"": false}, ""Relative Strength Path"": {""raw"": {""rs_slope_3d"": 2.9763825790488503, ""rs_slope_5d"": NaN}, ""threshold"": ""slope3<0 AND (slope5<0 OR unavailable)"", ""weak"": false}, ""Institution Flow"": {""raw"": {""acceleration"": 527004480.5, ""buy_days_5d"": 5}, ""threshold"": ""acceleration<0 AND buy_days_5d<=2"", ""weak"": false}, ""Market-relative Performance"": {""raw"": {""excess_1d"": 2.5972228207855164, ""excess_3d"": 18.54116580154692}, ""threshold"": ""both <0"", ""weak"": false}, ""Pocket Durability"": {""raw"": ""DURABLE"", ""threshold"": ""FRAGILE"", ""weak"": false}}",NEW_DISCOVERY,NEW_DISCOVERY -> REACCELERATING,2026-07-23,True,True,PRODUCTION_SIGNAL_SNAPSHOT,FROZEN_TOP120_RAW_UNION,2026-07-23,2026-07-23,RECONSTRUCTED_NOT_PRODUCTION_EXACT,,,,HIT_LOSER_FIRST,,2026-07-27,2026-07-27,,,,HIT_LOSER_FIRST,2026-07-28,2026-07-27,2026-07-27,UNAVAILABLE_NOT_FABRICATED
6414,樺漢,2026-07-22,2026-07-22,490.0,2026-07-24,2026-07-24,500.0,2.0408163265306145,6.530612244897949,-2.6530612244897944,2,True,0,,33.0,-30.0,-28.0,0.78868385032735,,786566167.5,ACTIVE,FRAGILE,RISK_OFF,DETERIORATING,DETERIORATING,WARNING_SHADOW,"[""Momentum Rank"", ""Pocket Durability""]",2,[],"{""Momentum Rank"": {""raw"": {""rank_change_3d"": -28, ""days_outside_top120"": 0}, ""threshold"": ""rank_change_3d<0 OR outside>=2"", ""weak"": true}, ""Relative Strength Path"": {""raw"": {""rs_slope_3d"": 0.78868385032735, ""rs_slope_5d"": NaN}, ""threshold"": ""slope3<0 AND (slope5<0 OR unavailable)"", ""weak"": false}, ""Institution Flow"": {""raw"": {""acceleration"": 786566167.5, ""buy_days_5d"": 5}, ""threshold"": ""acceleration<0 AND buy_days_5d<=2"", ""weak"": false}, ""Market-relative Performance"": {""raw"": {""excess_1d"": 2.070130147404281, ""excess_3d"": 13.540233934795733}, ""threshold"": ""both <0"", ""weak"": false}, ""Pocket Durability"": {""raw"": ""FRAGILE"", ""threshold"": ""FRAGILE"", ""weak"": true}}",REACCELERATING,REACCELERATING -> DETERIORATING,2026-07-24,True,True,PRODUCTION_SIGNAL_SNAPSHOT,FROZEN_TOP120_RAW_UNION,2026-07-24,2026-07-24,RECONSTRUCTED_NOT_PRODUCTION_EXACT,,,,HIT_LOSER_FIRST,,2026-07-27,2026-07-27,,,,HIT_LOSER_FIRST,2026-07-28,2026-07-27,2026-07-27,UNAVAILABLE_NOT_FABRICATED
6414,樺漢,2026-07-22,2026-07-22,490.0,2026-07-27,2026-07-27,469.0,-4.285714285714281,6.530612244897949,-6.530612244897959,3,True,0,,,,,0.16762452107279557,1.7139904669695398,847877974.5,ACTIVE,FRAGILE,RISK_OFF,DETERIORATING,DETERIORATING,RISK_BREACHED,"[""Market-relative Performance"", ""Pocket Durability""]",2,"[""Pocket Durability""]","{""Momentum Rank"": {""raw"": {""rank_change_3d"": NaN, ""days_outside_top120"": 0}, ""threshold"": ""rank_change_3d<0 OR outside>=2"", ""weak"": false}, ""Relative Strength Path"": {""raw"": {""rs_slope_3d"": 0.16762452107279557, ""rs_slope_5d"": 1.7139904669695398}, ""threshold"": ""slope3<0 AND (slope5<0 OR unavailable)"", ""weak"": false}, ""Institution Flow"": {""raw"": {""acceleration"": 847877974.5, ""buy_days_5d"": 5}, ""threshold"": ""acceleration<0 AND buy_days_5d<=2"", ""weak"": false}, ""Market-relative Performance"": {""raw"": {""excess_1d"": -6.15269711216444, ""excess_3d"": -1.6274448702127682}, ""threshold"": ""both <0"", ""weak"": true}, ""Pocket Durability"": {""raw"": ""FRAGILE"", ""threshold"": ""FRAGILE"", ""weak"": true}}",DETERIORATING,DETERIORATING -> DETERIORATING,2026-07-27,True,True,PRODUCTION_SIGNAL_SNAPSHOT,UNAVAILABLE_NOT_IMPUTED,2026-07-24,2026-07-24,RECONSTRUCTED_NOT_PRODUCTION_EXACT,,,,HIT_LOSER_FIRST,,2026-07-27,2026-07-27,,,,NO_BARRIER_HIT,2026-07-28,2026-07-27,2026-07-27,UNAVAILABLE_NOT_FABRICATED
6416,瑞祺電通,2026-07-22,2026-07-22,106.0,2026-07-22,2026-07-22,106.0,0.0,0.0,0.0,0,True,0,,4.0,0.0,33.0,1.7035337247443418,,70706508.9,ACTIVE,DURABLE,RISK_OFF,NEW_DISCOVERY,HOLD_STRONG,KEEP_SHADOW,[],0,[],"{""Momentum Rank"": {""raw"": {""rank_change_3d"": 33, ""days_outside_top120"": 0}, ""threshold"": ""rank_change_3d<0 OR outside>=2"", ""weak"": false}, ""Relative Strength Path"": {""raw"": {""rs_slope_3d"": 1.7035337247443418, ""rs_slope_5d"": NaN}, ""threshold"": ""slope3<0 AND (slope5<0 OR unavailable)"", ""weak"": false}, ""Institution Flow"": {""raw"": {""acceleration"": 70706508.9, ""buy_days_5d"": 4}, ""threshold"": ""acceleration<0 AND buy_days_5d<=2"", ""weak"": false}, ""Market-relative Performance"": {""raw"": {""excess_1d"": 5.2994105248184376, ""excess_3d"": 11.051678639943164}, ""threshold"": ""both <0"", ""weak"": false}, ""Pocket Durability"": {""raw"": ""DURABLE"", ""threshold"": ""FRAGILE"", ""weak"": false}}",,NONE -> NEW_DISCOVERY,2026-07-22,True,True,PRODUCTION_SIGNAL_SNAPSHOT,FROZEN_TOP120_RAW_UNION,2026-07-22,2026-07-22,RECONSTRUCTED_NOT_PRODUCTION_EXACT,,,,NO_BARRIER_HIT,,,,,,,NO_BARRIER_HIT,2026-07-28,2026-07-27,2026-07-27,UNAVAILABLE_NOT_FABRICATED
