completed_watch_episodes,loser_risk_episodes,loser_early_warning_count,loser_early_warning_rate,loser_early_warning_wilson_low,loser_early_warning_wilson_high,median_warning_lead_time,warning_lead_time_p25,warning_lead_time_p75,winner_warning_episodes,winner_premature_warning_count,winner_premature_warning_rate,winner_close_episodes,winner_healthy_retention_rate,point_in_time_valid_rows,total_action_rows,point_in_time_valid_rate,decision_threshold
314,173,116,0.6705202312138728,0.597442152303107,0.7361900195486502,2.0,1.75,4.0,88,59,0.6704545454545454,42,0.5669406651549509,2038,2038,1.0,"warning>=50%, lead>=1, winner warning<=35%, winner remove<=15%, PIT>=95%"
